"","effect","group","term","estimate","std.error","statistic","p.value"
"1","fixed",NA,"(Intercept)",-22.723069245747,217153.398405828,-0.000104640633821815,0.999916508853993
"2","fixed",NA,"Dx.StatusCELIAC",-1.2878523216937,1.83974107728016,-0.700018245827089,0.483915909856361
"3","fixed",NA,"month18",1.22723801753744e-05,1.52884603563363,8.02721784230425e-06,0.999993595206818
"4","fixed",NA,"month24",0.105055209330851,1.54521416624989,0.067987474892113,0.945795604801914
"5","fixed",NA,"month30",-21.181846256922,38363.6467916109,-0.000552133283156853,0.999559461400247
"6","fixed",NA,"month36",-25.1371002620182,404122.024303884,-6.22017577619479e-05,0.999950370177859
"7","fixed",NA,"month48",-28.5666315347617,2235432.33637416,-1.27790186577941e-05,0.999989803818311
"8","fixed",NA,"month54",-0.166269635098241,4814639.44019103,-3.45341820843896e-08,0.999999972445709
"9","fixed",NA,"month60",1.78156471119088,1.8548420449614,0.960494030222371,0.336806634075965
"10","fixed",NA,"month72",-19.2284246345659,47466074.3432598,-4.05098270725149e-07,0.999999676778344
"11","fixed",NA,"month84",-8.34587127898046,4923474.0433181,-1.69511836673681e-06,0.999998647491226
"12","fixed",NA,"CountryUSA",20.2975364730804,21824.8450639463,0.000930019728140523,0.999257951724645
"13","fixed",NA,"SexMale",-1.7676243500271,2.10543679327962,-0.839552322667303,0.401159440852866
"14","fixed",NA,"Delivery.ModeVaginal",-20.4016907860811,21824.8450598744,-0.000934792010211802,0.999254143996116
"15","fixed",NA,"HLA.CategoryLow/No Risk",-40.1732737775743,33399.9320778731,-0.00120279507407108,0.999040308611989
"16","fixed",NA,"HLA.CategoryStandard Risk",-0.274909383265703,1.5428545701873,-0.178182304786075,0.858579806081472
"17","fixed",NA,"feeding_first_yearBreastmilk_and_formula",1.47416690544277,1.53397276083467,0.96101243977803,0.336545913085088
"18","fixed",NA,"feeding_first_yearFormula",0.189231541575702,1.46762285068785,0.12893744567074,0.897407146599542
"19","fixed",NA,"Age.at.Gluten.Introduction..months.11",-32.0608198776382,3289884.83104823,-9.74527119462202e-06,0.999992224398573
"20","fixed",NA,"Age.at.Gluten.Introduction..months.15",-27.7696383404956,2216091.61776026,-1.25309071691547e-05,0.999990001782637
"21","fixed",NA,"Age.at.Gluten.Introduction..months.36",41.4019760357544,33399.932083201,0.0012395826414443,0.999010956401841
"22","fixed",NA,"Age.at.Gluten.Introduction..months.4",-1.16269799094143,3.60264185431197,-0.322734825708476,0.746896075176069
"23","fixed",NA,"Age.at.Gluten.Introduction..months.5",-0.000715046477919244,2.36714621150392,-0.000302071107582727,0.999758982130661
"24","fixed",NA,"Age.at.Gluten.Introduction..months.6",-1.75329966870224,2.4977618824835,-0.701948284581454,0.482711415470537
"25","fixed",NA,"Age.at.Gluten.Introduction..months.7",-1.6893908902161,2.06308344194525,-0.818866971576873,0.412862315769308
"26","fixed",NA,"Age.at.Gluten.Introduction..months.8",-2.02923276597715,2.53199939531294,-0.801434933094189,0.422879898464551
"27","fixed",NA,"Age.at.Gluten.Introduction..months.9",-1.11141045058094,2.43078326799419,-0.457223177901025,0.647510640424107
"28","fixed",NA,"Age.at.Solid.Introduction..months.4",22.4931887585329,217153.398408285,0.000103582025072626,0.999917353501566
"29","fixed",NA,"Age.at.Solid.Introduction..months.5",19.9310317771392,217153.398407606,9.17831906997274e-05,0.999926767609302
"30","fixed",NA,"Age.at.Solid.Introduction..months.6",22.2694007009585,217153.39840887,0.000102551472204125,0.999918175763784
"31","fixed",NA,"Age.at.Solid.Introduction..months.7",-3.05811670658073,248779.652793369,-1.22924711576824e-05,0.999990192027049
"32","fixed",NA,"Age.at.Solid.Introduction..months.8",13.1249077685951,2104226.75920622,6.23740179672755e-06,0.999995023273407
"33","fixed",NA,"Dx.StatusCELIAC:month18",1.89185599521979,1.98402605115386,0.953543928578726,0.340314549971049
"34","fixed",NA,"Dx.StatusCELIAC:month24",-27.995621962687,1311110.03223558,-2.1352610592836e-05,0.999982963081676
"35","fixed",NA,"Dx.StatusCELIAC:month30",21.3590317496211,38363.6468221814,0.000556751860651358,0.999555776309138
"36","fixed",NA,"Dx.StatusCELIAC:month36",0.217358352150397,486087.99613109,4.47158444315458e-07,0.999999643219181
"37","fixed",NA,"Dx.StatusCELIAC:month48",2.38171850960373,2292529.6405665,1.03890412907167e-06,0.999999171074435
"38","fixed",NA,"Dx.StatusCELIAC:month54",-25.3989481893579,4930931.87701571,-5.1509428284233e-06,0.999995890142244
"39","fixed",NA,"Dx.StatusCELIAC:month60",-34.7548587247854,19456058.3766117,-1.78632578357005e-06,0.999998574718237
"40","fixed",NA,"Dx.StatusCELIAC:month72",-10.1971535158834,47714246.1101285,-2.13712975624671e-07,0.999999829481716
"41","fixed",NA,"Dx.StatusCELIAC:month84",-27.6624372458249,47707865.2880264,-5.79829700591686e-07,0.999999537362834
"42","ran_pars","patientID","sd__(Intercept)",0,NA,NA,NA
