"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Enterovirus;Enterovirus sp.",3.24131392329462,1.81960299308089,0.472920796165038,3.84758506675163,0.000119287863680017,0.00284586760493755
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Enterovirus;Rhinovirus A",3.47591698775858,-1.69268550522358,0.520942094392426,-3.24927765186217,0.0011569848862662,0.0193216476006456
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus;Picornavirales sp.",2.71737180447677,-1.34196139377429,0.385896944526555,-3.47751235869645,0.000506089719255475,0.00939077590174048
"Viruses;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;unclassified Astroviridae genus;Human astrovirus MLB2",1.92378203845744,-2.03063885024155,0.429889883415528,-4.72362558082984,2.31676785171435e-06,8.24476792317345e-05
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Adenovirus Lopburi070_2006_THA",4.3735911987058,-3.04986226256626,0.479245929171754,-6.363877243229,1.96723386620172e-10,1.64264027827844e-08
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human mastadenovirus B",2.53050808422115,-1.49979433567055,0.494345027719184,-3.0339019340203,0.0024141289008038,0.0335966272028528
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Simian mastadenovirus D",3.63348873656579,-2.19453744865997,0.469578065667046,-4.67342409944678,2.96219206820603e-06,8.24476792317345e-05
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;unclassified Adenoviridae genus;Pan troglodytes adenovirus",1.82467649220083,-1.62805189711147,0.428250140688728,-3.80163774025426,0.00014374279126809,0.00300063076772138
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus;unclassified Alphatorquevirus species",4.38165733614055,3.12995534391146,0.488475030189885,6.40760561024942,1.47822689733419e-10,1.64264027827844e-08
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 12",3.12594097471478,2.30090499417371,0.488883925322994,4.70644436233725,2.52074740876103e-06,8.24476792317345e-05
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 13",1.85216642704943,2.23470981491519,0.431493963279725,5.17900597711605,2.23071323182714e-07,1.24176369905044e-05
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 9",1.52440998997396,1.31363049251517,0.420858904821384,3.12130853705635,0.00180049285051605,0.0273347550941982
