"contig_id","term","estimate","std.error","statistic","p.value","p.adj","conf.low","conf.high","OR","source"
"edge_187","TP (CELIAC): (t0-12) vs t0",1.50178539794942,NA,NA,NA,NA,NA,NA,4.48969781608588,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-18) vs t0",15.4991384987704,NA,NA,NA,NA,NA,NA,5385057.24391908,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-24) vs t0",-41.1735084954372,NA,NA,NA,NA,NA,NA,1.31393069935625e-18,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-30) vs t0",-60.2904142918531,NA,NA,NA,NA,NA,NA,6.54946403109971e-27,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-36) vs t0",-77.0481637045581,NA,NA,NA,NA,NA,NA,3.45467870000913e-34,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-6) vs t0",-82.4242692910554,NA,NA,NA,NA,NA,NA,1.59806585395596e-36,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-over42) vs t0",8.14919037018041,NA,NA,NA,NA,NA,NA,3460.57614532846,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-12) vs t0",19.5227821126902,NA,NA,NA,NA,NA,NA,301048552.19849,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-18) vs t0",-67.0585746271124,NA,NA,NA,NA,NA,NA,7.53062592636894e-30,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-24) vs t0",-32.6732285360687,NA,NA,NA,NA,NA,NA,6.45947379659898e-15,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-30) vs t0",-66.3954732219015,NA,NA,NA,NA,NA,NA,1.46154555472465e-29,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-36) vs t0",-43.6784338412566,NA,NA,NA,NA,NA,NA,1.07324087473902e-19,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-6) vs t0",-0.278478984041961,NA,NA,NA,NA,NA,NA,0.756934175279616,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-over42) vs t0",-40.1025760723521,NA,NA,NA,NA,NA,NA,3.83418003704763e-18,"model_or_emmeans"
"edge_209","TP (CELIAC): (t0-12) vs t0",33.9337170651195,NA,NA,NA,NA,NA,NA,546042029119089,"model_or_emmeans"
"edge_209","TP (CELIAC): (t0-18) vs t0",46.4343102998516,NA,NA,NA,NA,NA,NA,1.46610384999623e+20,"model_or_emmeans"
"edge_209","TP (CELIAC): (t0-24) vs t0",-64.3969420275179,NA,NA,NA,NA,NA,NA,1.07835914574027e-28,"model_or_emmeans"
"edge_209","TP (CELIAC): (t0-30) vs t0",-16.9632904794445,NA,NA,NA,NA,NA,NA,4.29473676352994e-08,"model_or_emmeans"
"edge_209","TP (CELIAC): (t0-36) vs t0",-44.735215642984,NA,NA,NA,NA,NA,NA,3.73029088883152e-20,"model_or_emmeans"
"edge_209","TP (CELIAC): (t0-6) vs t0",-4.93972450701072,NA,NA,NA,NA,NA,NA,0.00715656968553626,"model_or_emmeans"
"edge_209","TP (CELIAC): (t0-over42) vs t0",40.7478662581188,NA,NA,NA,NA,NA,NA,497248481139263808,"model_or_emmeans"
"edge_2658","TP (CELIAC): (t0-12) vs t0",35.9290985746778,NA,NA,NA,NA,NA,NA,4016143764842156,"model_or_emmeans"
"edge_2658","TP (CELIAC): (t0-18) vs t0",-61.0352698990498,NA,NA,NA,NA,NA,NA,3.10970420827808e-27,"model_or_emmeans"
"edge_2658","TP (CELIAC): (t0-24) vs t0",-37.1821097058266,NA,NA,NA,NA,NA,NA,7.11237962636365e-17,"model_or_emmeans"
"edge_2658","TP (CELIAC): (t0-30) vs t0",35.3822963608672,NA,NA,NA,NA,NA,NA,2324534876613467,"model_or_emmeans"
"edge_2658","TP (CELIAC): (t0-36) vs t0",-36.5874858547617,NA,NA,NA,NA,NA,NA,1.28901148399194e-16,"model_or_emmeans"
"edge_2658","TP (CELIAC): (t0-6) vs t0",-50.140708474211,NA,NA,NA,NA,NA,NA,1.67558703353227e-22,"model_or_emmeans"
"edge_2658","TP (CELIAC): (t0-over42) vs t0",40.015254249788,NA,NA,NA,NA,NA,NA,239003418428499168,"model_or_emmeans"
"edge_305","TP (CELIAC): (t0-12) vs t0",-32.6316224323617,NA,NA,NA,NA,NA,NA,6.73389657874369e-15,"model_or_emmeans"
"edge_305","TP (CELIAC): (t0-18) vs t0",-22.4169018775533,NA,NA,NA,NA,NA,NA,1.8384982178103e-10,"model_or_emmeans"
"edge_305","TP (CELIAC): (t0-24) vs t0",-32.7114973207601,NA,NA,NA,NA,NA,NA,6.21694777035295e-15,"model_or_emmeans"
"edge_305","TP (CELIAC): (t0-30) vs t0",88.0952389926913,NA,NA,NA,NA,NA,NA,1.81667055235828e+38,"model_or_emmeans"
"edge_305","TP (CELIAC): (t0-36) vs t0",-59.9267776773816,NA,NA,NA,NA,NA,NA,9.42174045743512e-27,"model_or_emmeans"
"edge_305","TP (CELIAC): (t0-6) vs t0",78.5095034396982,NA,NA,NA,NA,NA,NA,1.24808487681196e+34,"model_or_emmeans"
"edge_305","TP (CELIAC): (t0-over42) vs t0",-13.658021911139,NA,NA,NA,NA,NA,NA,1.17056746824923e-06,"model_or_emmeans"
"edge_329","TP (CELIAC): (t0-12) vs t0",-711.533095777628,NA,NA,NA,NA,NA,NA,9.66279603080876e-310,"model_or_emmeans"
"edge_329","TP (CELIAC): (t0-18) vs t0",309.80220783102,NA,NA,NA,NA,NA,NA,3.5106646194303e+134,"model_or_emmeans"
"edge_329","TP (CELIAC): (t0-24) vs t0",-714.573104654603,NA,NA,NA,NA,NA,NA,4.62214677252217e-311,"model_or_emmeans"
"edge_329","TP (CELIAC): (t0-30) vs t0",-114.307025546015,NA,NA,NA,NA,NA,NA,2.27556666223186e-50,"model_or_emmeans"
"edge_329","TP (CELIAC): (t0-36) vs t0",-339.063998465279,NA,NA,NA,NA,NA,NA,5.576689372161e-148,"model_or_emmeans"
"edge_329","TP (CELIAC): (t0-6) vs t0",305.932137006375,NA,NA,NA,NA,NA,NA,7.32215534858785e+132,"model_or_emmeans"
"edge_329","TP (CELIAC): (t0-over42) vs t0",-194.078132241255,NA,NA,NA,NA,NA,NA,5.16342781017823e-85,"model_or_emmeans"
"edge_4","TP (CELIAC): (t0-12) vs t0",-122.057869409418,NA,NA,NA,NA,NA,NA,9.79356573368572e-54,"model_or_emmeans"
"edge_4","TP (CELIAC): (t0-18) vs t0",10.541998964813,NA,NA,NA,NA,NA,NA,37873.1980261691,"model_or_emmeans"
"edge_4","TP (CELIAC): (t0-24) vs t0",-59.3196824998552,NA,NA,NA,NA,NA,NA,1.72897702397102e-26,"model_or_emmeans"
"edge_4","TP (CELIAC): (t0-30) vs t0",-51.1490272228357,NA,NA,NA,NA,NA,NA,6.11307497628724e-23,"model_or_emmeans"
"edge_4","TP (CELIAC): (t0-36) vs t0",-1.93029479978983,NA,NA,NA,NA,NA,NA,0.145105415131788,"model_or_emmeans"
"edge_4","TP (CELIAC): (t0-6) vs t0",-56.7394583225054,NA,NA,NA,NA,NA,NA,2.28226644112052e-25,"model_or_emmeans"
"edge_4","TP (CELIAC): (t0-over42) vs t0",1.69997505752526,NA,NA,NA,NA,NA,NA,5.47381085963541,"model_or_emmeans"
"edge_48666","TP (CELIAC): (t0-12) vs t0",6.2158374363393,NA,NA,NA,NA,NA,NA,500.615046931352,"model_or_emmeans"
"edge_48666","TP (CELIAC): (t0-18) vs t0",94.481486191663,NA,NA,NA,NA,NA,NA,1.07842040107431e+41,"model_or_emmeans"
"edge_48666","TP (CELIAC): (t0-24) vs t0",15.0902118569334,NA,NA,NA,NA,NA,NA,3577632.60793514,"model_or_emmeans"
"edge_48666","TP (CELIAC): (t0-30) vs t0",89.969495396983,NA,NA,NA,NA,NA,NA,1.18373745787655e+39,"model_or_emmeans"
"edge_48666","TP (CELIAC): (t0-36) vs t0",-25.9120033745434,NA,NA,NA,NA,NA,NA,5.57904570626607e-12,"model_or_emmeans"
"edge_48666","TP (CELIAC): (t0-6) vs t0",63.4133751765851,NA,NA,NA,NA,NA,NA,3.46799863647835e+27,"model_or_emmeans"
"edge_48666","TP (CELIAC): (t0-over42) vs t0",92.4317405993012,NA,NA,NA,NA,NA,NA,1.38865670353101e+40,"model_or_emmeans"
"edge_48806","TP (CELIAC): (t0-12) vs t0",-4.7863827620768,NA,NA,NA,NA,NA,NA,0.00834257996543102,"model_or_emmeans"
"edge_48806","TP (CELIAC): (t0-18) vs t0",-42.8211932100804,NA,NA,NA,NA,NA,NA,2.52925187342284e-19,"model_or_emmeans"
"edge_48806","TP (CELIAC): (t0-24) vs t0",-4.40979605496392,NA,NA,NA,NA,NA,NA,0.0121576575710038,"model_or_emmeans"
