"","effect","group","term","estimate","std.error","statistic","p.value"
"1","fixed",NA,"(Intercept)",-40.4006359205487,94034.1166570093,-0.000429638064957962,0.999657198431783
"2","fixed",NA,"CountryUSA",-2.29941387100675,1.52750416159216,-1.50534049518399,0.132236559051699
"3","fixed",NA,"SexMale",-0.346414246124901,1.07419357263727,-0.322487729352556,0.747083232205186
"4","fixed",NA,"Delivery.ModeVaginal",-0.747410776669888,1.08088280084576,-0.691481792554251,0.489262818926972
"5","fixed",NA,"HLA.CategoryLow/No Risk",-2.40320220393309,2.1232094446825,-1.13187241605006,0.257688077010751
"6","fixed",NA,"HLA.CategoryStandard Risk",-0.995984573672982,0.976716138454524,-1.01972777397632,0.307857585646906
"7","fixed",NA,"feeding_first_yearBreastmilk_and_formula",-0.840629812597796,1.34667398294372,-0.624226667511796,0.532478735802247
"8","fixed",NA,"feeding_first_yearFormula",1.51156248132213,0.990449835367874,1.52613734421058,0.126975663452825
"9","fixed",NA,"Age.at.Gluten.Introduction..months.11",-13.4682926231206,8158341.35094589,-1.65086162048847e-06,0.999998682803001
"10","fixed",NA,"Age.at.Gluten.Introduction..months.15",24.1910303729561,11796.0222913632,0.00205077862481392,0.998363716544587
"11","fixed",NA,"Age.at.Gluten.Introduction..months.36",-2.28988507420211,1409304.3513459,-1.6248336081665e-06,0.99999870357035
"12","fixed",NA,"Age.at.Gluten.Introduction..months.4",-7.43548678442277,1293174.18190056,-5.74979526230172e-06,0.999995412327132
"13","fixed",NA,"Age.at.Gluten.Introduction..months.5",24.8236598907321,11796.0224367282,0.00210440934848013,0.998320925510546
"14","fixed",NA,"Age.at.Gluten.Introduction..months.6",19.7445995746558,11796.0222634225,0.00167383539414642,0.998664473205315
"15","fixed",NA,"Age.at.Gluten.Introduction..months.7",17.8444236818745,11796.0222971965,0.00151274923294401,0.998793001203019
"16","fixed",NA,"Age.at.Gluten.Introduction..months.8",18.9410686743302,11796.0222632026,0.00160571659256837,0.998718824072313
"17","fixed",NA,"Age.at.Gluten.Introduction..months.9",-5.49059344562685,110658.553277332,-4.96174338360121e-05,0.999960411015612
"18","fixed",NA,"Age.at.Solid.Introduction..months.4",0.846613512959757,80325.5538961751,1.05397780892249e-05,0.999991590473788
"19","fixed",NA,"Age.at.Solid.Introduction..months.5",-1.22624307243098,80325.5538892448,-1.52659149306553e-05,0.999987819562171
"20","fixed",NA,"Age.at.Solid.Introduction..months.6",2.05171336126403,80325.5538808386,2.55424738721093e-05,0.999979620054455
"21","fixed",NA,"Age.at.Solid.Introduction..months.7",4.50966842665604,80325.5538788702,5.61423881801868e-05,0.999955204855288
"22","fixed",NA,"Age.at.Solid.Introduction..months.8",-10.1384236571353,3928390.70816734,-2.58080837938471e-06,0.99999794081284
"23","fixed",NA,"Dx.StatusCONTROL:month12",17.6656210768217,50290.7654220084,0.000351269680001546,0.999719727351412
"24","fixed",NA,"Dx.StatusCELIAC:month12",18.6060777487549,50290.7654179146,0.000369970064963994,0.99970480660394
"25","fixed",NA,"Dx.StatusCONTROL:month18",17.6656249491778,50290.7654220082,0.000351269757000894,0.999719727289976
"26","fixed",NA,"Dx.StatusCELIAC:month18",19.4971275383886,50290.7654140514,0.000387688025383305,0.999690669717887
"27","fixed",NA,"Dx.StatusCONTROL:month24",18.8441431280931,50290.7654208536,0.000374703844143106,0.999701029594881
"28","fixed",NA,"Dx.StatusCELIAC:month24",19.3701853621365,50290.7654185272,0.000385163860620036,0.999692683709831
"29","fixed",NA,"Dx.StatusCONTROL:month30",-5.434598711786,111248.084514034,-4.88511666113262e-05,0.999961022408399
"30","fixed",NA,"Dx.StatusCELIAC:month30",19.2855233438011,50290.7654184253,0.000383480410038368,0.999694026908959
"31","fixed",NA,"Dx.StatusCONTROL:month36",18.2889946955857,50290.7654318944,0.000363665069292956,0.999709837262304
"32","fixed",NA,"Dx.StatusCELIAC:month36",19.5423233899017,50290.7654185149,0.000388586716214644,0.999689952666402
"33","fixed",NA,"Dx.StatusCONTROL:month48",18.4061024079384,50290.7654322057,0.000365993681936511,0.999707979298351
"34","fixed",NA,"Dx.StatusCELIAC:month48",-5.73572033255429,269445.245498967,-2.12871461952602e-05,0.999983015314709
"35","fixed",NA,"Dx.StatusCONTROL:month54",-17.5019599615139,67108882.8437159,-2.6079945336406e-07,0.999999791912143
"36","fixed",NA,"Dx.StatusCELIAC:month54",-5.86989816761022,409485.245384215,-1.43348221548314e-05,0.999988562466721
"37","fixed",NA,"Dx.StatusCONTROL:month60",-10.2372269165804,2919340.01564067,-3.50669221869784e-06,0.999997202064419
"38","fixed",NA,"Dx.StatusCELIAC:month60",21.4121800517824,50290.7654214372,0.000425767630942741,0.999660286591045
"39","fixed",NA,"Dx.StatusCONTROL:month72",-10.1136460128527,2977366.81174363,-3.39684246259528e-06,0.999997289711844
"40","fixed",NA,"Dx.StatusCELIAC:month72",-11.9419331161455,18909942.387616,-6.31516102553869e-07,0.999999496123052
"41","fixed",NA,"Dx.StatusCONTROL:month84",-16.6457148238245,47453159.8276831,-3.50782010813825e-07,0.999999720116449
"42","ran_pars","patientID","sd__(Intercept)",0,NA,NA,NA
