"ORF","Pattern_Correlation","Variance","Group"
1,0.783089753581994,5.81192593265689,"Significant"
2,0.925036484905024,6.33253198913991,"Significant"
3,0.901550047141976,10.6873321882161,"Significant"
4,0.675984768114163,12.7261410227409,"Significant"
5,0.911725733078245,7.58955122915996,"Significant"
6,0.912239642251647,7.03874841750364,"Significant"
7,0.877497963368178,10.4580688280164,"Significant"
8,0.782329203646087,9.03689956607178,"Significant"
9,0.702916213485345,11.1794200737226,"Significant"
10,0.739169037862427,9.56169933316181,"Significant"
11,0.920512637902914,7.71555194010425,"Significant"
12,0.929298489368717,7.21602560270517,"Significant"
13,0.951915543743742,8.60833453820602,"Significant"
14,0.955584002648013,5.05757492053147,"Significant"
15,0.857611006139983,7.30347132640245,"Significant"
16,0.606036069243007,11.3071891453399,"Significant"
17,0.616408966652614,8.9508187932349,"Significant"
18,0.60504379774105,11.1259683355186,"Significant"
19,0.971964129249964,4.66042704546749,"Significant"
20,0.558162074198245,10.7893247646101,"Significant"
21,0.957545510803356,3.33858900533009,"Significant"
22,0.887745804358687,7.00932920777,"Significant"
23,0.819579667631985,5.15671907708317,"Significant"
24,0.777445632348957,8.85651020314896,"Significant"
25,0.941772254588197,6.64536795588894,"Significant"
26,0.944531957256355,4.06350856692432,"Significant"
27,0.484030118384571,14.8775984520489,"Significant"
28,0.952925567133713,6.2155916241845,"Significant"
29,0.946467078108209,4.07432397812083,"Significant"
30,0.646566608930153,11.1732277535435,"Significant"
31,0.89110718718995,6.58298654990616,"Significant"
32,0.869946486716277,6.44525390823415,"Significant"
33,0.8831966362983,5.4801051126353,"Significant"
34,0.97703987999106,5.04444131734056,"Significant"
35,0.839612885315258,7.59947487339754,"Significant"
36,0.945784793450143,6.09917801248464,"Significant"
37,0.926239062640933,4.71653359916474,"Significant"
38,0.916244524078095,6.51310720336559,"Significant"
39,0.971857906606354,4.73518645898123,"Significant"
40,0.955228372095659,4.22143219385992,"Significant"
41,0.922404204761028,5.64248818732425,"Significant"
42,0.514064471904413,8.33048643283355,"Significant"
43,0.877489927521285,6.5003679990414,"Significant"
44,0.46889354624406,14.8983205675592,"Significant"
45,0.911249078205213,6.05322635894024,"Significant"
46,0.906067731544604,3.53937589699069,"Significant"
47,0.878203205449183,6.83471299746353,"Significant"
48,0.919926004634767,6.04136787967353,"Significant"
49,0.909762309080882,4.79704031704977,"Significant"
50,0.983241794337699,8.03687992975389,"Significant"
51,0.943743851812579,5.51761913598995,"Significant"
52,0.94989072067488,4.18485326791651,"Significant"
53,0.727307209775733,9.2334490640599,"Significant"
54,0.881500047506759,5.66964965164196,"Significant"
55,0.966330426223721,4.22179754044857,"Significant"
56,0.493450459928108,13.1941114644754,"Significant"
57,0.956830953925887,4.44216457423695,"Significant"
58,0.93838235194657,4.4933388591315,"Significant"
59,0.965997823777128,4.39602054234866,"Significant"
60,0.960387196430993,8.15567196070716,"Significant"
61,0.972169266307336,3.87317805618202,"Significant"
62,0.908355195799288,5.99900673193759,"Significant"
63,0.965142759788979,4.26430609300202,"Significant"
64,0.558870605564295,10.6109642783106,"Significant"
65,0.97053512810959,3.74972725660968,"Significant"
66,0.531550381442924,10.845678323552,"Significant"
67,0.912172786328193,6.8123006350289,"Significant"
68,0.533411184507079,10.0530233807526,"Significant"
69,0.977268265832321,5.82462219776788,"Significant"
70,0.96371143111959,4.94098196069413,"Significant"
71,0.957779395898249,5.08273740614292,"Significant"
72,0.864665990565106,7.67436358711586,"Significant"
73,0.929016937694079,6.46941716317681,"Significant"
74,0.855714234416256,8.31100559886363,"Significant"
75,0.766322345727013,7.52149662046585,"Significant"
76,0.534289611139623,12.1091499667177,"Significant"
77,0.948995020245691,3.44324579934432,"Significant"
78,0.985967909038253,3.39943259070578,"Significant"
79,0.958540343255046,5.04933624251131,"Significant"
80,0.939901226340649,4.68307043507544,"Significant"
81,0.853492330644455,5.38986868815381,"Significant"
82,0.96551993397435,4.70149984095036,"Significant"
83,0.961499930133338,4.14150060383171,"Significant"
84,0.854429819615383,5.10287947784689,"Significant"
85,0.96462289337543,4.931479002303,"Significant"
86,0.945463970758247,4.1134096714039,"Significant"
87,0.955866205378082,5.10560542129546,"Significant"
88,0.983532909977659,4.90094755679813,"Significant"
89,0.880454819092621,6.51590539568298,"Significant"
90,0.960771071255385,4.1529474871465,"Significant"
91,0.96692756002043,4.82311195180004,"Significant"
92,0.572395080965871,10.9370182683734,"Significant"
93,0.952156602245368,6.37458568203142,"Significant"
94,0.97286408648341,5.39838189173769,"Significant"
95,0.989792675463849,2.87749111830663,"Significant"
96,0.905861626908378,6.37575466525871,"Significant"
97,0.914181315400043,7.54704474685912,"Significant"
98,0.952435988887298,5.88026483651575,"Significant"
99,0.921257235246358,5.95019148178052,"Significant"
100,0.890788246848042,6.65160300238163,"Significant"
101,0.591456242435819,12.4979439758339,"Significant"
102,0.951927478654796,5.24917664377314,"Significant"
103,0.93563542311198,7.17392383092418,"Significant"
104,0.893423026950085,5.72447568620489,"Significant"
105,0.556039682466045,12.7544776209403,"Significant"
106,0.96724008820393,6.61681165199578,"Significant"
107,0.967749440334388,7.00306591231331,"Significant"
108,0.954912749059204,4.75322617477818,"Significant"
109,0.89969686847096,5.66584074841948,"Significant"
110,0.976633638310581,5.03481007020274,"Significant"
111,0.97176019790265,3.91274052382066,"Significant"
112,0.9904475241803,5.12018275418017,"Significant"
113,0.977364160348728,5.33857613230643,"Significant"
114,0.880725731939525,5.84922558416603,"Significant"
115,0.983465365979055,5.34022554036474,"Significant"
116,0.995896570246898,3.69703624710731,"Significant"
117,0.975015850174478,5.24063209923074,"Significant"
118,0.952376031969928,4.82687375190584,"Significant"
119,0.974878396591222,5.39127041267182,"Significant"
120,0.951093046936696,4.6416887307184,"Significant"
121,0.893708026516543,5.87490267272321,"Significant"
122,0.935126844653907,4.76201514924796,"Significant"
123,0.808296294206223,6.67954542814141,"Significant"
124,0.97818510967362,5.3150600878589,"Significant"
125,0.974421331673379,5.18400477255593,"Significant"
126,0.81887142094312,8.64934464127225,"Significant"
127,0.984704543398082,5.09174042591007,"Significant"
128,0.968241452146433,6.62008572613403,"Significant"
129,0.943518457486318,4.62287014456197,"Significant"
130,0.46884160611005,13.6975540468313,"Significant"
131,0.799468684428649,3.62361586104896,"Significant"
132,0.981698939973057,5.03301626218328,"Significant"
133,0.919503953767851,5.7008733578176,"Significant"
134,0.974958401079768,5.28953923956889,"Significant"
135,0.895067631042284,4.51028776521549,"Significant"
136,0.975169706402121,5.06984175426459,"Significant"
137,0.967068072287807,6.99864375250343,"Significant"
138,0.977857465412328,4.82423567898474,"Significant"
139,0.948716301929748,6.46546610148881,"Significant"
140,0.880349726010168,4.88972982502074,"Significant"
141,0.909900617876478,2.71801411616051,"Significant"
142,0.912366948549339,5.7805641954526,"Significant"
143,0.951457751842204,5.69547126583017,"Significant"
144,0.787606479553609,5.47157276462411,"Significant"
145,0.983081977593075,4.91724267395361,"Significant"
146,0.965904587815866,4.35573355252363,"Significant"
147,0.982291469029818,4.47126090397762,"Significant"
148,0.989242282276763,7.10871694145823,"Significant"
149,0.896976336174031,4.91148415195303,"Significant"
150,0.987525708891063,4.9267731150724,"Significant"
151,0.956852999702514,5.28339312900201,"Significant"
152,0.90004580240956,3.21923310123971,"Significant"
153,0.900731261230244,5.93609195167495,"Significant"
154,0.957262774459239,3.73990394531884,"Significant"
155,0.714269484557599,8.11082581124259,"Significant"
156,0.952347652017447,7.88120691927383,"Significant"
157,0.941269165532271,3.83239890430593,"Significant"
158,0.9788386007609,6.47802076218953,"Significant"
159,0.982531593529754,5.00100895078555,"Significant"
160,0.965656235954889,3.94240240459873,"Significant"
161,0.971558715647972,4.50904728514732,"Significant"
162,0.957510795991211,4.14684370132959,"Significant"
163,0.921143200347688,4.60419529361184,"Significant"
164,0.983604572845837,5.13891088951991,"Significant"
165,0.987413826357935,4.91016367700993,"Significant"
166,0.959683071537463,6.51631804844313,"Significant"
167,0.975697324540235,7.60204648386747,"Significant"
168,0.908072447070157,5.57832487139026,"Significant"
169,0.887228589551594,4.95634192231352,"Significant"
170,0.952299264540823,4.69004465974465,"Significant"
171,0.963281716583945,4.43613712204056,"Significant"
172,0.841847363083568,4.78621799606249,"Significant"
173,0.93034509404033,2.76039540259222,"Significant"
174,0.961752678555276,4.50536075644214,"Significant"
175,0.880727555108241,4.94382195601365,"Significant"
176,0.782230655604385,5.32590313595426,"Significant"
177,0.967258247020696,3.75456986497661,"Significant"
178,0.909733349811073,4.64089292763385,"Significant"
179,0.884309270475321,7.2158038282535,"Significant"
180,0.979934819606297,5.40949545081562,"Significant"
181,0.931576629528759,4.88185252560732,"Significant"
182,0.896929800436348,4.44499916500082,"Significant"
183,0.975247372607432,8.01344785066321,"Significant"
184,0.950294333761547,3.4265560959874,"Significant"
185,0.918035994091385,4.61668815491896,"Significant"
186,0.948198282797891,3.65222530084698,"Significant"
187,0.987650735908897,4.91995990302785,"Significant"
