"ORF","Variance","Range","Mean_Abs_Value","Pattern_Correlation","N_Timepoints","Variance_Percentile","Correlation_Percentile"
"edge_1495_14",5.20811779880581,5.96603585364044,2.2727946089474,0.968386009490722,8,72.2,38.9
"virus_comp_1390_cycle_1_14",4.15779975188239,5.5696867570078,2.09597771396143,0.991663548335465,8,35.5,2.6
"virus_comp_2375_cycle_1_6",5.05460955308667,7.09596051762143,2.05201562656652,0.92064944650775,8,68.8,72.2
"edge_48755_5",2.37082506183988,4.61792902505392,1.68000672917543,0.963774178220169,8,1.1,44
"edge_1990_2",3.27844744563064,5.27185507503683,1.84549042889333,0.953085245053546,8,13.5,53.2
"virus_comp_2375_cycle_1_2",4.40421856035907,7.05128150473206,1.61717803932957,0.813859552078924,8,46,92.9
"virus_comp_358_cycle_1_13",5.65116642086781,6.50182757702327,2.1777589988753,0.973222441628109,8,79.7,33.3
"virus_comp_2089_cycle_1_5",5.77148089326564,6.336754336088,2.51313814622242,0.941276856291334,8,81.6,61.2
"virus_comp_34_cycle_1_12",3.83781090483004,5.99174968208352,1.97446496238328,0.957831348408469,8,28.2,50
"virus_comp_1390_cycle_1_7",4.49957517789247,5.67616812431233,2.20760414796638,0.990601117285192,8,51.2,4
"virus_comp_708_cycle_1_10",3.08120171327263,4.59759863383758,1.92058916258797,0.985756669389157,8,9.5,10.9
"edge_1476_9",3.89526706287211,6.19130271802351,2.02957119975698,0.923019645105919,8,29.5,71.1
"virus_comp_62_cycle_1_20",3.59180876512911,5.22548567500822,1.97649059087993,0.958224034625882,8,21.4,49.6
"virus_comp_2638_cycle_1_7",3.13625036779886,4.73676879630323,1.79581659317404,0.977493139481346,8,10.5,25.3
"virus_comp_5946_cycle_1_1",2.87586246547966,4.95488301386466,1.817221471352,0.97551715730521,8,6.8,29
"virus_comp_1019_cycle_1_11",3.92932291720434,5.013708599932,2.276114845452,0.765893589744404,8,30.7,95.8
"virus_comp_442_cycle_1_43",4.38364121625365,5.63256664438093,2.16454108203118,0.990966638404556,8,44.6,3.7
"virus_comp_2171_cycle_1_5",5.97260623353549,7.68746654872617,1.79371562554592,0.848259229209061,8,83.9,90.3
"virus_comp_62_cycle_1_41",3.43842033308336,5.12752155722771,1.9056390814638,0.938479053874062,8,18,63.5
"virus_comp_2500_cycle_1_6",6.93371529328434,6.85756541376369,2.76878611208015,0.974291564928013,8,90.7,31.8
"virus_comp_18020_cycle_1_3",3.00326859673908,5.2623669107159,1.63499965550234,0.93690006921024,8,8.3,64.2
"virus_comp_6559_cycle_1_1",3.7053931566609,5.37275313276835,1.83255702234779,0.983098653753709,8,25.3,14.1
"virus_comp_3930_cycle_1_11",3.66536966277981,4.93179743351764,2.02840764070364,0.928040676877956,8,24,68.7
"virus_comp_18020_cycle_1_14",2.9319302245585,5.09506885445464,1.73280109838745,0.96209543307302,8,7.7,46.3
"virus_comp_1115_cycle_1_7",4.35471618228046,5.6757538466134,2.16015898092437,0.989482443109848,8,42.8,5.7
"edge_4_16",3.59999506472291,5.72763255128494,1.71982474614225,0.943912370078355,8,21.7,59.1
"virus_comp_2103_cycle_1_5",5.84536772796437,5.89283204983586,2.24601431336444,0.921922957746067,8,82.5,71.5
"virus_comp_442_cycle_1_30",4.10783449233036,5.50462966620418,2.06347269744118,0.991565233788797,8,34.7,2.8
"virus_comp_2650_cycle_1_9",7.97849712296234,8.56334117358725,2.16627947635775,0.856120284147979,8,94.7,89.2
"virus_comp_174_cycle_1_3",8.9662579944267,9.16019407040903,2.7644344626758,0.918523074877502,8,96.9,73.1
"virus_comp_17732_cycle_1_1",6.98142993594421,7.85222697532315,2.45221211496619,0.935297769461296,8,91,64.5
"virus_comp_1115_cycle_1_9",4.18348467384493,5.51940921408183,2.08798600381076,0.991924885849964,8,36.3,2.4
"virus_comp_2387_cycle_1_2",3.9327790428478,6.04341282188272,1.54031543190504,0.827174909813759,8,30.8,91.9
"edge_1847_3",3.1257667206765,5.01227596224531,1.53957280344603,0.971235246057862,8,10.3,35.9
"virus_comp_2063_cycle_1_6",3.9000496957174,5.41606929350462,1.60335429432993,0.982144202017298,8,29.7,15.7
"virus_comp_2179_cycle_1_4",4.0010454991707,5.38534206355143,2.10512480179777,0.87713214992009,8,32.3,86.2
"virus_comp_442_cycle_1_49",4.35928198933414,5.64402620071694,2.14600757143484,0.99036401323043,8,43.3,4.5
"virus_comp_442_cycle_1_35",4.6121478913225,5.70539577180282,2.23680405684036,0.98929645077321,8,56.4,6
"virus_comp_733_cycle_1_41",3.21695876295407,5.73952642935353,1.66893629869847,0.917075775977231,8,12.2,74.1
"virus_comp_18153_cycle_1_10",7.89623028360598,7.18033223286842,3.23584064917257,0.925360700818684,8,94.5,69.7
"virus_comp_62_cycle_1_46",3.59963893170898,5.1543464797063,2.04984482054023,0.964534451799268,8,21.6,43.1
"virus_comp_442_cycle_1_41",4.34612721324251,5.6341680649957,2.16452833564476,0.98963020767717,8,42,5.2
"virus_comp_289_cycle_1_3",4.51817640224289,5.71939981371161,2.04938318265048,0.989743276208247,8,52.5,5
"virus_comp_36_cycle_2_79",4.36326380482157,6.04911397956707,2.10395330394915,0.942962843005932,8,43.5,59.8
"edge_2104_5",3.187879704974,5.36389375836936,1.72224434615219,0.951927943700026,8,11.7,54.1
"virus_comp_490_cycle_1_5",3.40110036824625,5.69996790680658,1.48794175808984,0.924491037383607,8,16.5,70.6
"virus_comp_4029_cycle_1_5",2.70568281894642,4.40435141511861,1.66176992412344,0.979344215673376,8,4.1,21.4
"virus_comp_699_cycle_1_14",4.19044065682645,6.34579457285845,1.95791800710417,0.939710449362108,8,37,62.5
"virus_comp_4767_cycle_1_2",3.403406803405,5.25032740629631,1.80840103892746,0.964056343497547,8,16.6,43.5
"virus_comp_12451_cycle_1_1",4.46638748723827,5.33917835733038,2.47465189367409,0.879857437101137,8,49.5,85.9
"virus_comp_62_cycle_1_30",5.17340535333435,6.32018410802451,2.27329880994832,0.872797075028454,8,71.6,86.9
"edge_1631_21",3.13886375173502,4.67908998586717,1.82312366376913,0.969812720816441,8,10.7,36.9
"virus_comp_34_cycle_1_8",3.17521925978144,5.18497211371773,1.8077357296116,0.913031493231747,8,11.5,76.1
"virus_comp_2188_cycle_1_8",3.60439825400594,6.09167840956267,2.55401480742432,0.915027997007469,8,21.9,75.5
"virus_comp_1098_cycle_1_7",3.68539757950221,5.27739305779411,1.70812448400704,0.979013126145483,8,24.6,22.1
"virus_comp_1470_cycle_1_20",3.63905738784318,5.0984604089532,1.9715297001477,0.97479164940094,8,23.1,30.5
"virus_comp_2063_cycle_1_2",3.85827056017642,5.44567343483286,1.62139300387231,0.982215029014813,8,28.6,15.6
"virus_comp_2163_cycle_1_11",4.58202639567965,5.97446510795123,1.97485055455123,0.991531752020837,8,55.4,3
"edge_1847_37",3.42621184771135,5.10491489038072,1.60745107074922,0.984713601379354,8,17.7,11.8
"virus_comp_11_cycle_1_6",4.10119377507796,6.11169218322173,2.10336629550657,0.868401353129991,8,34.3,87.3
"virus_comp_18052_cycle_1_2",3.17319328323544,4.62786084010977,1.9215415260346,0.942887236297544,8,11.4,59.9
"virus_comp_17991_cycle_1_4",3.19327509923675,5.06835587182467,1.91526583421548,0.96501909543122,8,11.9,42.7
"virus_comp_3_cycle_1_6",3.30047002825784,5.16198199797424,1.887479201352,0.952978483422667,8,14,53.3
"virus_comp_442_cycle_1_19",4.05333337113992,5.47851383110044,2.06292836895998,0.990199214886376,8,33.4,4.6
"virus_comp_733_cycle_1_21",4.45534014195877,6.2280402526348,1.83342259447748,0.904607781802887,8,49,80
"virus_comp_384_cycle_1_2",4.5020041577532,5.695668259343,2.24590457481639,0.864046225668031,8,51.3,88.1
"virus_comp_442_cycle_1_31",4.45496505971146,5.61710153622584,2.20132492951691,0.991011425958389,8,48.9,3.5
"virus_comp_1019_cycle_1_9",3.27725233855426,4.77182924487837,2.09807944968789,0.827505971647785,8,13.4,91.6
"virus_comp_289_cycle_1_2",4.90847046004396,5.82141132147729,2.11728347680782,0.989125844325368,8,65.1,6.4
"virus_comp_491_cycle_1_2",4.39928090790703,5.91713257459784,2.02984520240426,0.947526994402269,8,45.7,56.9
"virus_comp_73_cycle_1_3",2.97044871781021,4.8210541165311,1.77703565254129,0.811692902496475,8,7.9,93.2
"edge_1631_14",3.00063637401883,4.49074022706893,1.8154203335216,0.976143514422903,8,8.2,27.6
"virus_comp_9556_cycle_1_2",4.43664288511022,6.23823217630927,2.21255386145544,0.958151473756718,8,47.8,49.7
"virus_comp_16335_cycle_1_2",2.76771777334213,4.99631858287127,1.73154184866126,0.824442274302217,8,5.2,92.1
"edge_1847_8",3.3365032615857,5.34651549252614,1.55479184419339,0.963501560847312,8,14.5,44.3
"virus_comp_135_cycle_1_5",8.08436995546077,8.65227364242343,2.60073883519558,0.928734290608419,8,95.2,68.3
"virus_comp_230_cycle_1_91",2.8469188237821,4.80974936393141,1.78236821847608,0.787057942670363,8,6.3,95.1
"virus_comp_370_cycle_1_3",3.45201627601685,5.68915221418701,1.47010260317615,0.82318167713969,8,18.7,92.3
"virus_comp_17794_cycle_1_1",4.60627475741899,5.85612996898551,2.02235721971323,0.979250166106729,8,56.2,21.6
"edge_1847_13",3.7010532276531,5.30452618560766,1.67674976298897,0.981266315037655,8,25.2,17
"virus_comp_2170_cycle_1_8",5.22103023789002,6.55199211012788,1.65068168110821,0.940801175526099,8,72.4,61.6
"edge_1468_61",3.49455625517581,6.17783356219236,1.93965314757313,0.858133509831957,8,19.6,88.9
"virus_comp_568_cycle_1_31",4.81253244208946,6.22019311050314,2.03553008169931,0.939009660948325,8,62.4,63.1
"virus_comp_1931_cycle_1_4",3.43907383178537,5.11982019247312,1.92473942789406,0.959462046869683,8,18.1,48.3
"virus_comp_301_cycle_1_93",3.35397980491335,5.23814997740843,1.71605896266531,0.967504093761997,8,15,40
"virus_comp_18153_cycle_1_11",8.02515080760382,8.34293893825517,2.54544319552845,0.892045917587386,8,94.9,83.5
"virus_comp_733_cycle_1_22",3.36807934524839,5.84200455138601,1.64912529823024,0.908516034231829,8,15.3,78.2
"virus_comp_2063_cycle_1_9",3.84454749155176,5.49509527005448,1.54927944642534,0.975833811945826,8,28.4,28.5
"virus_comp_551_cycle_1_22",5.15927652742974,5.97964515005396,2.1132603290061,0.990464725311845,8,71.2,4.4
"virus_comp_73_cycle_1_11",2.6190818588616,4.75504510302,1.6990829070057,0.824077682656484,8,2.8,92.2
"virus_comp_7444_cycle_1_2",5.01216653244324,6.68929459674515,1.8846745716004,0.971236991302671,8,67.7,35.8
"virus_comp_230_cycle_1_110",2.14623737210989,4.25836400338137,1.48914117755469,0.858415396796838,8,0.3,88.8
"virus_comp_391_cycle_1_1",3.48865373323835,4.56581397277646,2.17636964930474,0.928589470437718,8,19.5,68.4
"virus_comp_542_cycle_2_68",3.74643271579286,5.75598507304069,1.48686702639683,0.890090582961298,8,26,83.8
"virus_comp_6059_cycle_1_4",9.49832979904978,9.37402146910512,2.85423026849863,0.918007736519881,8,97.4,73.5
"virus_comp_17772_cycle_1_2",3.60988885263437,5.88806743984287,1.76721360620106,0.908640274903351,8,22.1,78.1
"virus_comp_335_cycle_1_8",4.56125740508669,5.58784401220503,2.13465896571281,0.974483676610264,8,54.2,31.6
"virus_comp_152_cycle_1_8",9.25362416455357,9.26977411625193,2.80921999806907,0.921308523222962,8,97.3,71.9
"virus_comp_62_cycle_1_56",4.67295849639968,6.1356924904662,2.28092995686997,0.944903661458083,8,59,58.7
"edge_48755_6",2.51117040109731,4.64109979223858,1.54737280981308,0.965135812643873,8,1.8,42.4
"virus_comp_301_cycle_1_62",5.14043527011598,5.75498977439875,2.23194137780833,0.988031910447917,8,70.7,7.9
"edge_2044_2",3.0300403674678,4.87401852369226,1.78449013805244,0.958257739907014,8,8.5,49.5
"edge_1631_43",2.38962834742138,4.55232434003059,1.57882449579103,0.948438260240479,8,1.2,56.2
"virus_comp_10841_cycle_1_2",2.79794121816419,4.45682737637659,1.48892689316379,0.93764807662886,8,5.4,63.8
"virus_comp_733_cycle_1_44",4.30856359138363,6.13007401427512,1.83002320667784,0.919027448174964,8,40.5,72.9
"virus_comp_2332_cycle_1_2",4.40495991279185,6.13705537602517,1.82758511658358,0.928261717682966,8,46.1,68.6
"virus_comp_169_cycle_1_11",7.85523525686032,8.52448997459022,2.56321514116699,0.922119095360938,8,94.2,71.4
"virus_comp_2273_cycle_1_5",4.27896011550731,6.57558954843963,1.74261784093058,0.852673487002469,8,39.8,89.7
"virus_comp_733_cycle_1_46",4.02283383724141,6.174121834977,1.69595750799112,0.91695396160758,8,32.8,74.2
"virus_comp_2109_cycle_1_5",5.84419045668853,5.93482492941301,2.46323547195478,0.903771971692715,8,82.4,80.4
"virus_comp_73_cycle_1_18",2.28097896246936,4.10167354442315,1.62653555875193,0.9162527693484,8,0.9,74.6
"virus_comp_613_cycle_1_1",2.89407975470798,4.80084125233123,1.70764691144264,0.984600326183798,8,7.1,11.9
"virus_comp_2063_cycle_1_8",3.87422041804417,5.46459039049849,1.55779157307381,0.979022745689305,8,29,22
"edge_1782_2",2.57665548375773,5.17498819593157,1.44915105716558,0.868016119893091,8,2.1,87.4
"virus_comp_126_cycle_1_194",3.99468381569372,5.43505628891706,2.22638174086308,0.968204491974828,8,32.2,39.1
"virus_comp_436_cycle_1_6",4.28088608419636,5.67633159323753,2.06088497285618,0.971384768197007,8,39.9,35.4
"virus_comp_2977_cycle_1_7",3.74008379443319,5.62767171716463,1.86451549483283,0.966208680538052,8,25.7,41.5
"virus_comp_733_cycle_1_18",4.33773187570133,6.16252440949093,1.79347733061287,0.923006372343706,8,41.8,71.2
"virus_comp_1390_cycle_1_3",4.74400742500409,5.74953145070959,2.29841461587294,0.986922296591398,8,61.1,9.2
"virus_comp_1073_cycle_1_1",3.07568319130353,4.90502754020286,1.85624249822192,0.952610564744157,8,9.4,53.4
"virus_comp_389_cycle_1_5",3.6019762179788,5.3714686624055,2.14602184930802,0.930918227366767,8,21.8,67.3
"virus_comp_733_cycle_1_20",3.82815653190002,5.70347224521188,1.7860624203413,0.933192065609408,8,27.8,66
"virus_comp_8731_cycle_1_1",2.4212214932586,4.38374369089341,1.65814942836194,0.930505252871688,8,1.4,67.7
"virus_comp_4_cycle_1_2",3.67721227879181,5.62532769223083,1.85063252683343,0.915013194011495,8,24.5,75.6
"virus_comp_2063_cycle_1_1",3.80807528877528,5.46855108158631,1.50394090999406,0.974614858012523,8,27.4,31.2
"virus_comp_4495_cycle_1_2",3.91901341870224,5.77113439507102,1.61435001774631,0.865364502121736,8,30.5,87.9
"edge_1329_59",4.81165002196926,5.99917423641737,1.91470796578866,0.678968610350012,8,62.3,98
"virus_comp_3732_cycle_1_5",3.57876350728487,6.1199521370778,1.44143731516889,0.858424557735476,8,21.1,88.7
"virus_comp_36_cycle_2_77",3.84497950252295,5.65406015066762,2.22996207756972,0.859402347973655,8,28.5,88.3
"edge_1468_30",3.03138216372464,5.30592462932662,1.83276321180725,0.939358115333413,8,8.6,62.8
"virus_comp_442_cycle_1_55",4.6551397461757,5.71715024545796,2.26867106592929,0.987368329129288,8,58.3,8.8
"edge_1468_16",4.97630421710012,6.33524147185865,2.19598694454351,0.916364613716945,8,66.9,74.5
"virus_comp_733_cycle_1_19",4.03009158749563,5.85549853517281,1.72942725316421,0.948780068427671,8,33,55.9
"virus_comp_14666_cycle_1_1",5.35241584215719,6.53978699295483,1.92897652583846,0.683712306426482,8,75,97.8
"virus_comp_122_cycle_1_2",3.5568249990719,5.23914495565677,1.97665315091574,0.979171025701664,8,20.6,21.8
"virus_comp_442_cycle_1_56",4.6116210165939,5.71254449126132,2.26199429354827,0.986916546166221,8,56.3,9.3
"virus_comp_138_cycle_1_2",9.74930869402775,9.42123941901466,2.90827554851076,0.916708412327652,8,97.6,74.4
"virus_comp_2343_cycle_1_5",4.36863649877603,5.392410889983,2.4256962052852,0.886776087617866,8,43.8,84.6
"virus_comp_2103_cycle_1_10",7.7236347657466,6.99181272296408,2.47596358750338,0.89093861924987,8,93.9,83.7
"virus_comp_245_cycle_1_90",6.18538597181895,6.62430439989756,2.14752564213485,0.995257840002546,8,85.7,0.5
"edge_1632_5",3.99450017591524,5.17179633154268,2.07977489625759,0.987844645148838,8,32.1,8
"edge_1476_1",4.02813433549783,6.51243428263972,1.79733357023701,0.923990203419343,8,32.9,70.8
"virus_comp_2223_cycle_1_5",4.49664784691882,6.60693046814787,1.7686769777444,0.897009389085209,8,50.9,81.9
"virus_comp_613_cycle_1_3",2.59200794886746,4.71045870271067,1.69672411165623,0.970494616206849,8,2.3,36.4
"virus_comp_1796_cycle_1_3",3.04405209878634,4.70880032860301,1.65954683963983,0.943699469910951,8,9.1,59.4
"virus_comp_29_cycle_1_78",4.44080878806071,6.43474708699172,2.65051967754414,0.699583024613062,8,48.2,97.7
"virus_comp_358_cycle_1_16",3.79773017004727,4.98610668645915,2.03537081291708,0.889750851926079,8,27,84
"virus_comp_2239_cycle_1_10",4.68240796807988,6.23256231205111,1.6189653351319,0.93431218341225,8,59.2,65
"virus_comp_331_cycle_1_2",2.8002565002579,4.91169307214091,1.93402833361436,0.882485037554722,8,5.5,85.5
"virus_comp_1111_cycle_2_8",2.16317227445388,3.83539213227127,1.76773193676334,0.917462632586955,8,0.5,73.8
"virus_comp_613_cycle_1_10",2.90053117300087,5.12743758983494,1.65334815391686,0.930321199892704,8,7.4,67.8
"virus_comp_2103_cycle_1_1",8.34880141759617,7.52927549363699,2.53740851557815,0.878086868830466,8,95.8,86.1
"virus_comp_230_cycle_1_9",4.51509969509837,7.06762936295147,2.1608026375196,0.83537620611661,8,52.1,91
"virus_comp_1925_cycle_1_4",2.64750540836221,5.0872547835461,1.69516525716084,0.95010395647102,8,3.2,55.3
"virus_comp_2328_cycle_1_3",3.89767672341371,5.39156838628691,2.09070731525444,0.98333108031138,8,29.6,13.6
"virus_comp_17985_cycle_1_13",3.38758440836255,5.32466673965426,1.76909445229012,0.950560144669824,8,16.1,55
"virus_comp_230_cycle_1_15",4.18380603006737,6.82866464979853,2.06281249784984,0.886365088572239,8,36.4,84.7
"virus_comp_2774_cycle_1_1",3.82706502241175,5.28455816025499,2.00507905969527,0.965920816511188,8,27.7,41.8
"virus_comp_2063_cycle_1_7",3.76042694242861,5.32986072424562,1.54692962323626,0.980415616354237,8,26.4,19.1
"virus_comp_18259_cycle_1_1",4.41119878803434,6.89875032597799,2.03731419051073,0.883975633656211,8,46.4,85.1
"virus_comp_442_cycle_1_25",4.30851104598886,5.46758011159082,2.12472997325803,0.989386907234643,8,40.4,5.9
"virus_comp_18019_cycle_1_1",3.6579080848328,4.87688507319188,1.91762231102604,0.963985980151642,8,23.8,43.6
"virus_comp_18259_cycle_1_6",4.48859095987471,7.06507109669801,1.91720140438958,0.858823884018532,8,50.5,88.5
"virus_comp_2955_cycle_1_3",3.80450669682473,5.46935877763185,1.96935643093043,0.985808075032937,8,27.2,10.8
