"effect","term","estimate","std.error","statistic","p.value","gene"
"fixed","(Intercept)",3.95074959063585,6.11080386155737,0.646518801804413,0.517943424685526,"edge_187"
"fixed","Dx.StatusCELIAC",-1.23336633078404,2.90722418189696,-0.424241906924174,0.671389401249163,"edge_187"
"fixed","onset_timeline_combinedt0-6",1.5158427670411,1.68248888942022,0.90095261643211,0.367613513665135,"edge_187"
"fixed","onset_timeline_combinedt0-12",-16.4647372083255,5729.76256900024,-0.00287354615659028,0.997707245042218,"edge_187"
"fixed","onset_timeline_combinedt0-18",-37.8600831675381,25364766.4160079,-1.49262494858396e-06,0.999998809057598,"edge_187"
"fixed","onset_timeline_combinedt0-24",2.0955697874777,2.1881522699482,0.957689195700858,0.338219506487087,"edge_187"
"fixed","onset_timeline_combinedt0-30",2.53310960820105,2.30791558621888,1.09757463545325,0.272390273643687,"edge_187"
"fixed","onset_timeline_combinedt0-36",2.11635117619382,2.18567207601373,0.968283943149268,0.332902581662939,"edge_187"
"fixed","SexMale",-1.30236959911231,2.39282749388715,-0.54428060628667,0.586248390478363,"edge_187"
"fixed","Age.at.Gluten.Introduction..months.",-0.967256684918459,0.814726330321308,-1.18721667499932,0.235142165152232,"edge_187"
"fixed","HLA.CategoryHigh Risk",2.86645699938654,2.50803208479486,1.1429108171162,0.253075620905348,"edge_187"
"fixed","HLA.CategoryLow/No Risk",-26.984124507017,5684596.2076244,-4.74688500668259e-06,0.999996212533741,"edge_187"
"fixed","feeding_first_yearFormula",-0.665948536370927,1.9022880089763,-0.350077660810837,0.726280415501715,"edge_187"
"fixed","feeding_first_yearBreastmilk_and_formula",-2.52123574666306,2.27438001615833,-1.10853759211343,0.267629713440769,"edge_187"
"fixed","Delivery.ModeC-Section",-0.202864538026096,1.60877643075369,-0.126098651215978,0.899653835123531,"edge_187"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-55.460305133102,25364766.4160081,-2.18650959458866e-06,0.999998255417752,"edge_187"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-12",18.8822695908016,5729.76322358163,0.00329547118336217,0.997370599181498,"edge_187"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-18",2.19704581280191,42062706.548453,5.22326305909744e-08,0.99999995832439,"edge_187"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-31.2149440199042,19662070.388449,-1.58757157324806e-06,0.999998733301153,"edge_187"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-8.04388265656712,102.40938040653,-0.0785463462881593,0.937393465065033,"edge_187"
"fixed","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-3.77863852233556,23.2366774547214,-0.162615267595746,0.870821365204593,"edge_187"
"fixed","(Intercept)",-325.266378597009,162826.414515507,-0.00199762661092087,0.99840612562896,"edge_1980"
"fixed","Dx.StatusCELIAC",155.384876066795,87499.6897458378,0.00177583345173159,0.99858309065103,"edge_1980"
"fixed","onset_timeline_combinedt0-6",233.640522280004,115881.235978569,0.00201620668184116,0.998391300907089,"edge_1980"
"fixed","onset_timeline_combinedt0-12",-511.626310678075,22944820.4207152,-2.22981178887835e-05,0.999982208676003,"edge_1980"
"fixed","onset_timeline_combinedt0-18",-531.906340310131,25779816.184967,-2.06326661328292e-05,0.999983537514246,"edge_1980"
"fixed","onset_timeline_combinedt0-24",213.501296318799,108423.217709897,0.00196914739138303,0.998428848713838,"edge_1980"
"fixed","onset_timeline_combinedt0-30",-99.7150016292735,38745479.9805427,-2.57359056280497e-06,0.999997946571824,"edge_1980"
"fixed","onset_timeline_combinedt0-36",-547.467545894764,33769766.9945754,-1.62117655707458e-05,0.999987064882548,"edge_1980"
"fixed","SexMale",58.1164204122891,40496.9171871484,0.00143508258032866,0.998854970158703,"edge_1980"
"fixed","Age.at.Gluten.Introduction..months.",18.6275137444344,11089.4180219486,0.00167975575522233,0.998659749447259,"edge_1980"
"fixed","HLA.CategoryHigh Risk",-1172.61967242229,16984630.9636829,-6.90400441981709e-05,0.999944914014701,"edge_1980"
"fixed","HLA.CategoryLow/No Risk",-33.1998009280719,67108912.7971271,-4.94715225508663e-07,0.99999960527436,"edge_1980"
"fixed","feeding_first_yearFormula",-743.419531015765,15223886.519805,-4.8832440392185e-05,0.99996103734976,"edge_1980"
"fixed","feeding_first_yearBreastmilk_and_formula",58.908804349518,35211.1525366111,0.00167301551087449,0.998665127376603,"edge_1980"
"fixed","Delivery.ModeC-Section",-77.5363169555401,40109.1413210409,-0.00193313330581987,0.998457583741982,"edge_1980"
