"effect","component","term","estimate","std.error","statistic","p.value","gene"
"fixed","cond","(Intercept)",-34.8104208279206,NA,NA,NA,"edge_16"
"fixed","cond","Dx.StatusCELIAC",-41.5481681199294,NA,NA,NA,"edge_16"
"fixed","cond","onset_timeline_combinedt0-6",-5.09458550338145,NA,NA,NA,"edge_16"
"fixed","cond","onset_timeline_combinedt0-12",18.5568968571973,NA,NA,NA,"edge_16"
"fixed","cond","onset_timeline_combinedt0-18",-10.3228686288494,NA,NA,NA,"edge_16"
"fixed","cond","onset_timeline_combinedt0-24",4.13396579020029,NA,NA,NA,"edge_16"
"fixed","cond","onset_timeline_combinedt0-30",38.7475065452322,NA,NA,NA,"edge_16"
"fixed","cond","onset_timeline_combinedt0-36",39.0496794230843,NA,NA,NA,"edge_16"
"fixed","cond","onset_timeline_combinedt0-over42",37.9700188571659,NA,NA,NA,"edge_16"
"fixed","cond","SexMale",-99.9973601487177,NA,NA,NA,"edge_16"
"fixed","cond","Age.at.Gluten.Introduction..months.",-1.16376115394935,NA,NA,NA,"edge_16"
"fixed","cond","HLA.CategoryHigh Risk",1.9858809390458,NA,NA,NA,"edge_16"
"fixed","cond","HLA.CategoryLow/No Risk",-31.6853053751626,NA,NA,NA,"edge_16"
"fixed","cond","feeding_first_yearFormula",-1.61453365943212,NA,NA,NA,"edge_16"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",4.2954640341496,NA,NA,NA,"edge_16"
"fixed","cond","Delivery.ModeC-Section",39.8751114759346,NA,NA,NA,"edge_16"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-4.11148259467685,NA,NA,NA,"edge_16"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",17.5591252705773,NA,NA,NA,"edge_16"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",91.8915040240881,NA,NA,NA,"edge_16"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",11.6704550676651,NA,NA,NA,"edge_16"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-36.1469439943366,NA,NA,NA,"edge_16"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-32.1670253254109,NA,NA,NA,"edge_16"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-46.2341887904313,NA,NA,NA,"edge_16"
"fixed","cond","(Intercept)",-156.375182783694,NA,NA,NA,"edge_1732"
"fixed","cond","Dx.StatusCELIAC",-48.9262245372656,NA,NA,NA,"edge_1732"
"fixed","cond","onset_timeline_combinedt0-6",-112.249399853664,NA,NA,NA,"edge_1732"
"fixed","cond","onset_timeline_combinedt0-12",-77.7253984083877,NA,NA,NA,"edge_1732"
"fixed","cond","onset_timeline_combinedt0-18",8.17770123280637,NA,NA,NA,"edge_1732"
"fixed","cond","onset_timeline_combinedt0-24",7.58637200307898e-05,NA,NA,NA,"edge_1732"
