protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_347_16656|52|1	sample-1_347_16656	3	158	+	True		cl_1587
sample-1_347_16656|729|2	sample-1_347_16656	155	2341	+	False		cl_72
sample-1_347_16656|152|3	sample-1_347_16656	2353	2808	+	False		cl_115
sample-1_347_16656|604|4	sample-1_347_16656	3200	5011	+	False		cl_1402
sample-1_347_16656|200|5	sample-1_347_16656	5099	5698	+	False		cl_171
sample-1_347_16656|136|6	sample-1_347_16656	5705	6112	+	False		cl_427
sample-1_347_16656|118|7	sample-1_347_16656	6090	6443	+	False		cl_1696
sample-1_347_16656|161|8	sample-1_347_16656	6424	6906	+	False		cl_64
sample-1_347_16656|53|9	sample-1_347_16656	6903	7061	+	False		cl_1323
sample-1_347_16656|384|10	sample-1_347_16656	7344	8495	+	False	gene77	cl_357
sample-1_347_16656|508|11	sample-1_347_16656	8528	10051	+	False	MCP	cl_3
sample-1_347_16656|331|12	sample-1_347_16656	10121	11113	+	False	gene75	cl_377
sample-1_347_16656|240|13	sample-1_347_16656	11113	11832	+	False	gene74	cl_181
sample-1_347_16656|224|14	sample-1_347_16656	11835	12506	+	False	gene74	cl_181
sample-1_347_16656|335|15	sample-1_347_16656	12549	13553	+	False	gene73	cl_404
sample-1_347_16656|218|16	sample-1_347_16656	13624	14277	+	False		cl_444
sample-1_347_16656|114|17	sample-1_347_16656	14270	14611	+	False		cl_415
sample-1_347_16656|227|18	sample-1_347_16656	14712	15392	+	False	IHF_54	cl_460
sample-1_347_16656|188|19	sample-1_347_16656	15392	15955	+	False	IHF_53	cl_1083
sample-1_347_16656|234|20	sample-1_347_16656	15945	16646	+	False	Ttub	cl_17
