protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_309_18290|215|1	sample-1_309_18290	3	647	-	True	gene74	cl_29
sample-1_309_18290|230|2	sample-1_309_18290	650	1339	-	False	gene74	cl_124
sample-1_309_18290|236|3	sample-1_309_18290	1356	2063	-	False	gene74	cl_1058
sample-1_309_18290|251|4	sample-1_309_18290	2066	2818	-	False	gene75	cl_26
sample-1_309_18290|496|5	sample-1_309_18290	2907	4394	-	False	MCP	cl_3
sample-1_309_18290|397|6	sample-1_309_18290	4418	5608	-	False	gene77	cl_544
sample-1_309_18290|414|7	sample-1_309_18290	5617	6858	-	False	ZnMc	cl_1085
sample-1_309_18290|149|8	sample-1_309_18290	6861	7307	-	False		cl_136
sample-1_309_18290|862|9	sample-1_309_18290	7327	9912	-	False	portal	cl_4
sample-1_309_18290|1037|10	sample-1_309_18290	9914	13024	-	False	TerL	cl_117
sample-1_309_18290|64|11	sample-1_309_18290	13026	13217	-	False		cl_289
sample-1_309_18290|177|12	sample-1_309_18290	13287	13817	-	False	gene86	cl_620
sample-1_309_18290|114|13	sample-1_309_18290	13817	14158	-	False		cl_1128
sample-1_309_18290|53|14	sample-1_309_18290	14160	14318	-	False		cl_212
sample-1_309_18290|167|15	sample-1_309_18290	14263	14763	-	False	dUTP	cl_191
sample-1_309_18290|41|16	sample-1_309_18290	14765	14887	-	False		cl_1624
sample-1_309_18290|120|17	sample-1_309_18290	14850	15209	-	False	p2	cl_771
sample-1_309_18290|153|18	sample-1_309_18290	15158	15616	-	False		cl_295
sample-1_309_18290|83|19	sample-1_309_18290	15588	15836	-	False		cl_59
sample-1_309_18290|130|20	sample-1_309_18290	15778	16167	-	False		cl_645
sample-1_309_18290|128|21	sample-1_309_18290	16148	16531	-	False	phage_O	cl_49
sample-1_309_18290|30|22	sample-1_309_18290	16524	16613	-	False		
sample-1_309_18290|111|23	sample-1_309_18290	16653	16985	-	False		cl_2356
sample-1_309_18290|95|24	sample-1_309_18290	16933	17217	-	False		cl_187
sample-1_309_18290|126|25	sample-1_309_18290	17348	17725	-	False		cl_34
