protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_273_20403|799|1	sample-1_273_20403	3	2399	-	True		cl_22
sample-1_273_20403|689|2	sample-1_273_20403	2362	4428	-	False		cl_22
sample-1_273_20403|251|3	sample-1_273_20403	4447	5199	-	False		cl_813
sample-1_273_20403|180|4	sample-1_273_20403	5196	5735	-	False		cl_634
sample-1_273_20403|178|5	sample-1_273_20403	5732	6265	-	False		cl_199
sample-1_273_20403|329|6	sample-1_273_20403	6342	7328	-	False	gene73	cl_139
sample-1_273_20403|229|7	sample-1_273_20403	7435	8121	-	False	gene74	cl_29
sample-1_273_20403|226|8	sample-1_273_20403	8172	8849	-	False	gene74	cl_683
sample-1_273_20403|251|9	sample-1_273_20403	8849	9601	-	False	gene75	cl_26
sample-1_273_20403|396|10	sample-1_273_20403	9678	10865	-	False	MCP	cl_3
sample-1_273_20403|108|11	sample-1_273_20403	10822	11145	-	False	MCP	cl_3
sample-1_273_20403|389|12	sample-1_273_20403	11188	12354	-	False	gene77	cl_225
sample-1_273_20403|167|13	sample-1_273_20403	12388	12888	-	False	ZnMc	cl_1602
sample-1_273_20403|139|14	sample-1_273_20403	13175	13591	+	False		
sample-1_273_20403|122|15	sample-1_273_20403	13592	13957	-	False		cl_575
sample-1_273_20403|842|16	sample-1_273_20403	14044	16569	-	False	portal	cl_4
sample-1_273_20403|615|17	sample-1_273_20403	16572	18416	-	False	TerL	cl_6
sample-1_273_20403|76|18	sample-1_273_20403	18635	18862	-	False		cl_1543
sample-1_273_20403|80|19	sample-1_273_20403	19014	19253	-	False		cl_646
sample-1_273_20403|176|20	sample-1_273_20403	19305	19832	-	False	gene86	cl_864
sample-1_273_20403|124|21	sample-1_273_20403	19819	20190	-	False		cl_639
sample-1_273_20403|84|22	sample-1_273_20403	20150	20401	-	True	dUTP	cl_21
