protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_23_92914|41|1	sample-1_23_92914	1	123	+	True	gene74	
sample-1_23_92914|347|2	sample-1_23_92914	136	1176	+	False		cl_404
sample-1_23_92914|189|3	sample-1_23_92914	1262	1828	+	False		
sample-1_23_92914|113|4	sample-1_23_92914	1821	2159	+	False		cl_415
sample-1_23_92914|155|5	sample-1_23_92914	2169	2633	+	False		
sample-1_23_92914|374|6	sample-1_23_92914	2630	3751	+	False		
sample-1_23_92914|587|7	sample-1_23_92914	3787	5547	+	False		cl_543
sample-1_23_92914|187|8	sample-1_23_92914	5551	6111	+	False		
sample-1_23_92914|232|9	sample-1_23_92914	6141	6836	+	False	IHF_54	cl_460
sample-1_23_92914|164|10	sample-1_23_92914	6880	7371	+	False	IHF_53	
sample-1_23_92914|236|11	sample-1_23_92914	7335	8042	+	False	Ttub	cl_17
sample-1_23_92914|1483|12	sample-1_23_92914	8039	12487	+	False	Tstab	cl_447
sample-1_23_92914|847|13	sample-1_23_92914	12512	15052	+	False	gene49	cl_16
sample-1_23_92914|547|14	sample-1_23_92914	15057	16697	+	False	gene48	cl_424
sample-1_23_92914|2475|15	sample-1_23_92914	16703	24127	+	False	long_transcr	cl_644
sample-1_23_92914|2248|16	sample-1_23_92914	24160	30903	+	False		cl_550
sample-1_23_92914|1332|17	sample-1_23_92914	30905	34900	+	False	long_transcr	cl_416
sample-1_23_92914|216|18	sample-1_23_92914	34933	35580	-	False		
sample-1_23_92914|79|19	sample-1_23_92914	35522	35758	-	False		
sample-1_23_92914|101|20	sample-1_23_92914	35748	36050	-	False		
sample-1_23_92914|86|21	sample-1_23_92914	36109	36366	-	False		
sample-1_23_92914|43|22	sample-1_23_92914	36359	36487	-	False		
sample-1_23_92914|86|23	sample-1_23_92914	37100	37357	-	False		cl_2184
sample-1_23_92914|218|24	sample-1_23_92914	37557	38210	-	False	LAGLIDADG	
sample-1_23_92914|179|25	sample-1_23_92914	38732	39268	-	False	PolA	cl_138
sample-1_23_92914|486|26	sample-1_23_92914	39595	41052	-	False	PolA	cl_138
sample-1_23_92914|182|27	sample-1_23_92914	41099	41644	-	False	Asp_protease	
sample-1_23_92914|155|28	sample-1_23_92914	41646	42110	-	False	dUTP	cl_21
sample-1_23_92914|343|29	sample-1_23_92914	42107	43135	-	False	PDDEXK_beta	cl_381
sample-1_23_92914|73|30	sample-1_23_92914	43132	43350	-	False		
sample-1_23_92914|165|31	sample-1_23_92914	43347	43841	-	False	gene48b	cl_391
sample-1_23_92914|225|32	sample-1_23_92914	43807	44481	-	False	UDG	cl_182
sample-1_23_92914|191|33	sample-1_23_92914	44507	45079	-	False		
sample-1_23_92914|232|34	sample-1_23_92914	45079	45774	-	False	ThiF_crAss001	cl_476
sample-1_23_92914|296|35	sample-1_23_92914	45771	46658	-	False	MPN_crAss001	cl_473
sample-1_23_92914|374|36	sample-1_23_92914	46708	47829	-	False	AXQ62721	cl_522
sample-1_23_92914|228|37	sample-1_23_92914	47826	48509	-	False	AXQ62722	cl_429
sample-1_23_92914|344|38	sample-1_23_92914	48535	49566	-	False	primase	cl_2
sample-1_23_92914|288|39	sample-1_23_92914	49583	50446	-	False	gene45b	cl_426
sample-1_23_92914|131|40	sample-1_23_92914	50466	50858	-	False		
sample-1_23_92914|223|41	sample-1_23_92914	50933	51601	-	False	ATP_43b	cl_213
