protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_352_16508|159|1	sample-1_352_16508	2	478	+	True		cl_1971
sample-1_352_16508|39|2	sample-1_352_16508	535	651	+	False		cl_2079
sample-1_352_16508|188|3	sample-1_352_16508	658	1221	+	False		cl_56
sample-1_352_16508|175|4	sample-1_352_16508	1320	1844	+	False		cl_63
sample-1_352_16508|200|5	sample-1_352_16508	1841	2440	+	False	gene86	cl_40
sample-1_352_16508|104|6	sample-1_352_16508	2453	2764	+	False	12z151_unk	cl_865
sample-1_352_16508|334|7	sample-1_352_16508	2772	3773	+	False	PDDEXK_alpha	cl_1521
sample-1_352_16508|108|8	sample-1_352_16508	3775	4098	+	False		cl_61
sample-1_352_16508|92|9	sample-1_352_16508	4091	4366	+	False		cl_1951
sample-1_352_16508|146|10	sample-1_352_16508	4359	4796	+	False		cl_1628
sample-1_352_16508|98|11	sample-1_352_16508	4783	5076	+	False		cl_67
sample-1_352_16508|131|12	sample-1_352_16508	5024	5416	+	False		cl_66
sample-1_352_16508|755|13	sample-1_352_16508	5418	7682	+	False	TerL	cl_70
sample-1_352_16508|807|14	sample-1_352_16508	7707	10127	+	False	portal	cl_4
sample-1_352_16508|451|15	sample-1_352_16508	10355	11707	+	False	gene77	cl_43
sample-1_352_16508|490|16	sample-1_352_16508	11729	13198	+	False	MCP	cl_3
sample-1_352_16508|394|17	sample-1_352_16508	13222	14403	+	False	gene75	cl_39
sample-1_352_16508|228|18	sample-1_352_16508	14422	15105	+	False	gene74	cl_796
sample-1_352_16508|293|19	sample-1_352_16508	15120	15998	+	False	gene73	cl_41
sample-1_352_16508|131|20	sample-1_352_16508	16114	16506	+	True		cl_42
