protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_16_98401|31|1	sample-1_16_98401	1	93	+	True		cl_2218
sample-1_16_98401|73|2	sample-1_16_98401	181	399	+	False		cl_649
sample-1_16_98401|214|3	sample-1_16_98401	408	1049	+	False		cl_599
sample-1_16_98401|422|4	sample-1_16_98401	1052	2317	+	False	38eps	cl_703
sample-1_16_98401|336|5	sample-1_16_98401	2586	3593	+	False	RT_G2	cl_15
sample-1_16_98401|163|6	sample-1_16_98401	3792	4280	+	False	holin	cl_54
sample-1_16_98401|214|7	sample-1_16_98401	4252	4893	+	False		cl_35
sample-1_16_98401|197|8	sample-1_16_98401	4925	5515	+	False		cl_80
sample-1_16_98401|322|9	sample-1_16_98401	5547	6512	+	False		cl_327
sample-1_16_98401|147|10	sample-1_16_98401	6530	6970	+	False		cl_456
sample-1_16_98401|189|11	sample-1_16_98401	7014	7580	+	False		cl_530
sample-1_16_98401|234|12	sample-1_16_98401	7660	8361	+	False	IHF_54	cl_32
sample-1_16_98401|154|13	sample-1_16_98401	8358	8819	+	False	IHF_53	cl_33
sample-1_16_98401|308|14	sample-1_16_98401	8816	9739	+	False	Ttub	cl_17
sample-1_16_98401|1371|15	sample-1_16_98401	9742	13854	+	False	Tstab	cl_595
sample-1_16_98401|431|16	sample-1_16_98401	14123	15415	+	False	gene49	cl_60
sample-1_16_98401|155|17	sample-1_16_98401	15396	15860	+	False	gene49	cl_60
sample-1_16_98401|574|18	sample-1_16_98401	15872	17593	+	False		cl_317
sample-1_16_98401|960|19	sample-1_16_98401	17602	20481	+	False		cl_437
sample-1_16_98401|3425|20	sample-1_16_98401	20841	31115	+	False		cl_5
sample-1_16_98401|1410|21	sample-1_16_98401	31118	35347	+	False	long_transcr	cl_44
sample-1_16_98401|142|22	sample-1_16_98401	35364	35789	-	False	gene53b	cl_555
sample-1_16_98401|60|23	sample-1_16_98401	35786	35965	-	False		cl_731
sample-1_16_98401|330|24	sample-1_16_98401	35931	36920	-	False	PDDEXK_beta	cl_28
sample-1_16_98401|89|25	sample-1_16_98401	36917	37183	-	False		cl_788
sample-1_16_98401|255|26	sample-1_16_98401	37158	37922	-	False	MPP	cl_47
sample-1_16_98401|257|27	sample-1_16_98401	37964	38734	-	False	AAA_ATP_2	cl_75
sample-1_16_98401|59|28	sample-1_16_98401	38688	38864	-	False	AAA_ATP_2	cl_75
sample-1_16_98401|134|29	sample-1_16_98401	38871	39272	-	False	gene48b	cl_37
sample-1_16_98401|338|30	sample-1_16_98401	39211	40224	-	False	primase	cl_2
sample-1_16_98401|194|31	sample-1_16_98401	40700	41281	-	False	p7	cl_626
sample-1_16_98401|71|32	sample-1_16_98401	41283	41495	-	False	p7	cl_303
sample-1_16_98401|389|33	sample-1_16_98401	41508	42674	-	False	AAA_ATP_2	cl_537
sample-1_16_98401|212|34	sample-1_16_98401	42824	43459	-	False	p9	cl_31
sample-1_16_98401|247|35	sample-1_16_98401	43471	44211	-	False	ATP_43b	cl_222
sample-1_16_98401|177|36	sample-1_16_98401	44292	44822	-	False		cl_76
sample-1_16_98401|325|37	sample-1_16_98401	44827	45801	-	False	DnaB	cl_18
sample-1_16_98401|190|38	sample-1_16_98401	45782	46351	-	False	Rep_Org	cl_27
sample-1_16_98401|69|39	sample-1_16_98401	46400	46606	-	False	DNApB	cl_2084
sample-1_16_98401|620|40	sample-1_16_98401	46557	48416	-	False	DNApB	cl_1
sample-1_16_98401|75|41	sample-1_16_98401	48535	48759	-	False		cl_345
sample-1_16_98401|229|42	sample-1_16_98401	48759	49445	-	False		cl_387
sample-1_16_98401|175|43	sample-1_16_98401	49539	50063	-	False	cons1	cl_62
