protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_11_101626|240|1	sample-1_11_101626	61	780	-	False		cl_551
sample-1_11_101626|34|2	sample-1_11_101626	877	978	-	False		cl_2731
sample-1_11_101626|182|3	sample-1_11_101626	975	1520	-	False		cl_570
sample-1_11_101626|329|4	sample-1_11_101626	1590	2576	-	False	gene73	cl_1350
sample-1_11_101626|57|5	sample-1_11_101626	2605	2775	-	False		
sample-1_11_101626|242|6	sample-1_11_101626	2818	3543	-	False	gene74	cl_29
sample-1_11_101626|243|7	sample-1_11_101626	3546	4274	-	False	gene74	cl_124
sample-1_11_101626|231|8	sample-1_11_101626	4313	5005	-	False	gene74	cl_525
sample-1_11_101626|138|9	sample-1_11_101626	5008	5421	-	False	gene75	cl_26
sample-1_11_101626|490|10	sample-1_11_101626	6631	8100	-	False	MCP	cl_3
sample-1_11_101626|301|11	sample-1_11_101626	8137	9039	-	False	gene77	cl_824
sample-1_11_101626|106|12	sample-1_11_101626	9005	9322	-	False	gene77	cl_225
sample-1_11_101626|177|13	sample-1_11_101626	9339	9869	-	False	HNH	cl_177
sample-1_11_101626|71|14	sample-1_11_101626	9866	10078	-	False	gene49	cl_16
sample-1_11_101626|80|15	sample-1_11_101626	11313	11552	-	False	ZnMc	cl_526
sample-1_11_101626|138|16	sample-1_11_101626	11620	12033	-	False	Asp_protease	cl_723
sample-1_11_101626|851|17	sample-1_11_101626	12033	14585	-	False	portal	cl_4
sample-1_11_101626|179|18	sample-1_11_101626	14536	15072	-	False	HNH	cl_74
sample-1_11_101626|695|19	sample-1_11_101626	15075	17159	-	False	TerL	cl_6
sample-1_11_101626|94|20	sample-1_11_101626	17128	17409	-	False		cl_2366
sample-1_11_101626|142|21	sample-1_11_101626	17519	17944	-	False	HNH	cl_363
sample-1_11_101626|73|22	sample-1_11_101626	18127	18345	-	False		cl_409
sample-1_11_101626|176|23	sample-1_11_101626	18367	18894	-	False	gene86	cl_591
sample-1_11_101626|106|24	sample-1_11_101626	18952	19269	-	False		
sample-1_11_101626|57|25	sample-1_11_101626	19364	19534	-	False		cl_650
sample-1_11_101626|106|26	sample-1_11_101626	19473	19790	-	False	dUTP	cl_21
sample-1_11_101626|63|27	sample-1_11_101626	19915	20103	-	False		
sample-1_11_101626|141|28	sample-1_11_101626	20081	20503	-	False		
sample-1_11_101626|148|29	sample-1_11_101626	20490	20933	-	False	ZnMc	
sample-1_11_101626|83|30	sample-1_11_101626	20914	21162	-	False		cl_385
sample-1_11_101626|82|31	sample-1_11_101626	21116	21361	-	False		cl_59
sample-1_11_101626|134|32	sample-1_11_101626	21321	21722	-	False		cl_560
sample-1_11_101626|126|33	sample-1_11_101626	21709	22086	-	False	phage_O	cl_49
sample-1_11_101626|126|34	sample-1_11_101626	22083	22460	-	False	Rep_Org	cl_50
sample-1_11_101626|122|35	sample-1_11_101626	22699	23064	-	False		cl_34
sample-1_11_101626|71|36	sample-1_11_101626	23080	23292	-	False		cl_78
sample-1_11_101626|72|37	sample-1_11_101626	23299	23514	-	False		
sample-1_11_101626|239|38	sample-1_11_101626	24055	24771	+	False		cl_2221
sample-1_11_101626|50|39	sample-1_11_101626	25428	25577	+	False		
sample-1_11_101626|148|40	sample-1_11_101626	25634	26077	+	False		cl_3118
sample-1_11_101626|68|41	sample-1_11_101626	26161	26364	+	False		
sample-1_11_101626|130|42	sample-1_11_101626	26333	26722	+	False		
sample-1_11_101626|97|43	sample-1_11_101626	26719	27009	+	False		
sample-1_11_101626|66|44	sample-1_11_101626	26948	27145	+	False		
sample-1_11_101626|71|45	sample-1_11_101626	27378	27590	+	False		
sample-1_11_101626|148|46	sample-1_11_101626	27581	28024	+	False		cl_183
sample-1_11_101626|79|47	sample-1_11_101626	28493	28729	+	False		cl_386
sample-1_11_101626|162|48	sample-1_11_101626	28693	29178	+	False		
sample-1_11_101626|46|49	sample-1_11_101626	29162	29299	+	False		
sample-1_11_101626|158|50	sample-1_11_101626	29603	30076	+	False		
sample-1_11_101626|75|51	sample-1_11_101626	31179	31403	+	False		
sample-1_11_101626|97|52	sample-1_11_101626	31459	31749	+	False		cl_347
sample-1_11_101626|66|53	sample-1_11_101626	31740	31937	+	False		cl_188
sample-1_11_101626|152|54	sample-1_11_101626	31941	32396	+	False		cl_179
sample-1_11_101626|73|55	sample-1_11_101626	32396	32614	+	False		
sample-1_11_101626|104|56	sample-1_11_101626	32604	32915	+	False		cl_389
sample-1_11_101626|184|57	sample-1_11_101626	32965	33516	+	False	RpoE	cl_36
sample-1_11_101626|131|58	sample-1_11_101626	33500	33892	+	False		cl_1413
sample-1_11_101626|122|59	sample-1_11_101626	33964	34329	+	False	p4	
sample-1_11_101626|390|60	sample-1_11_101626	34289	35458	+	False	p4	cl_388
sample-1_11_101626|129|61	sample-1_11_101626	35470	35856	+	False	p4	cl_384
sample-1_11_101626|61|62	sample-1_11_101626	37550	37732	-	False		
sample-1_11_101626|179|63	sample-1_11_101626	37945	38481	+	False	p15	cl_71
sample-1_11_101626|194|64	sample-1_11_101626	38489	39070	+	False	p15	cl_55
sample-1_11_101626|169|65	sample-1_11_101626	39415	39921	+	False	cons1	cl_62
sample-1_11_101626|50|66	sample-1_11_101626	39994	40143	+	False		cl_387
sample-1_11_101626|133|67	sample-1_11_101626	40207	40605	+	False		
sample-1_11_101626|73|68	sample-1_11_101626	40595	40813	+	False		cl_345
sample-1_11_101626|138|69	sample-1_11_101626	40989	41402	+	False	DNApB	cl_1440
sample-1_11_101626|370|70	sample-1_11_101626	41422	42531	+	False	DNApB	cl_1
sample-1_11_101626|122|71	sample-1_11_101626	42572	42937	+	False	DNApB	cl_1
sample-1_11_101626|75|72	sample-1_11_101626	42906	43130	+	False	DNApB	cl_2084
sample-1_11_101626|189|73	sample-1_11_101626	43186	43752	+	False	Rep_Org	cl_27
sample-1_11_101626|309|74	sample-1_11_101626	43733	44659	+	False	DnaB	cl_18
sample-1_11_101626|167|75	sample-1_11_101626	44699	45199	+	False		cl_3114
sample-1_11_101626|247|76	sample-1_11_101626	45291	46031	+	False	ATP_43b	cl_222
sample-1_11_101626|218|77	sample-1_11_101626	46048	46701	+	False	p9	cl_31
sample-1_11_101626|192|78	sample-1_11_101626	46890	47465	+	False	AAA_ATP_2	
sample-1_11_101626|227|79	sample-1_11_101626	47477	48157	+	False	AAA_ATP_2	cl_593
sample-1_11_101626|268|80	sample-1_11_101626	48157	48960	+	False	p7	cl_626
sample-1_11_101626|370|81	sample-1_11_101626	49060	50169	+	False	primase	cl_2
sample-1_11_101626|174|82	sample-1_11_101626	50138	50659	+	False	HNH	cl_236
sample-1_11_101626|49|83	sample-1_11_101626	50598	50744	+	False	primase	
sample-1_11_101626|207|84	sample-1_11_101626	50741	51361	+	False	gene48b	cl_37
sample-1_11_101626|298|85	sample-1_11_101626	51368	52261	+	False	AAA_ATP_2	cl_75
sample-1_11_101626|90|86	sample-1_11_101626	52418	52687	+	False		
sample-1_11_101626|328|87	sample-1_11_101626	52689	53672	+	False	PDDEXK_beta	cl_28
sample-1_11_101626|153|88	sample-1_11_101626	53686	54144	+	False	gene53b	cl_2222
sample-1_11_101626|276|89	sample-1_11_101626	54213	55040	-	False	long_transcr	cl_2899
sample-1_11_101626|90|90	sample-1_11_101626	54991	55260	-	False		
sample-1_11_101626|982|91	sample-1_11_101626	55247	58192	-	False	long_transcr	cl_44
sample-1_11_101626|136|92	sample-1_11_101626	58601	59008	-	False		cl_644
sample-1_11_101626|1529|93	sample-1_11_101626	59020	63606	-	False		cl_5
sample-1_11_101626|1446|94	sample-1_11_101626	63545	67882	-	False	Pept_M34_tr	cl_5
sample-1_11_101626|524|95	sample-1_11_101626	68412	69983	-	False		
sample-1_11_101626|729|96	sample-1_11_101626	70057	72243	-	False		cl_437
sample-1_11_101626|330|97	sample-1_11_101626	72230	73219	-	False		
sample-1_11_101626|244|98	sample-1_11_101626	73231	73962	-	False		cl_73
sample-1_11_101626|558|99	sample-1_11_101626	73964	75637	-	False	gene49	cl_60
sample-1_11_101626|573|100	sample-1_11_101626	75637	77355	-	False	Tstab	
sample-1_11_101626|836|101	sample-1_11_101626	77324	79831	-	False	Tstab	cl_934
sample-1_11_101626|303|102	sample-1_11_101626	79828	80736	-	False	Ttub	cl_17
sample-1_11_101626|247|103	sample-1_11_101626	80740	81480	-	False	GIY	cl_14
sample-1_11_101626|156|104	sample-1_11_101626	81458	81925	-	False	IHF_53	cl_33
sample-1_11_101626|245|105	sample-1_11_101626	81925	82659	-	False	IHF_54	cl_32
sample-1_11_101626|187|106	sample-1_11_101626	82716	83276	-	False		cl_778
sample-1_11_101626|147|107	sample-1_11_101626	83328	83768	-	False		cl_456
sample-1_11_101626|326|108	sample-1_11_101626	83785	84762	-	False		cl_327
sample-1_11_101626|204|109	sample-1_11_101626	84799	85410	-	False		cl_755
sample-1_11_101626|180|110	sample-1_11_101626	85499	86038	+	False	HNH	cl_74
sample-1_11_101626|202|111	sample-1_11_101626	86046	86651	-	False		cl_35
sample-1_11_101626|212|112	sample-1_11_101626	86743	87378	-	False		cl_1608
sample-1_11_101626|181|113	sample-1_11_101626	87517	88059	-	False		cl_463
sample-1_11_101626|104|114	sample-1_11_101626	88062	88373	-	False		
sample-1_11_101626|56|115	sample-1_11_101626	88508	88675	-	False		
sample-1_11_101626|61|116	sample-1_11_101626	88926	89108	-	False		
sample-1_11_101626|87|117	sample-1_11_101626	89147	89407	-	False		
sample-1_11_101626|319|118	sample-1_11_101626	89968	90924	-	False		
