protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_6_155389|114|1	sample-1_6_155389	1	342	-	True	32eps	cl_889
sample-1_6_155389|147|2	sample-1_6_155389	329	769	-	False	31eps	cl_482
sample-1_6_155389|534|3	sample-1_6_155389	1066	2667	+	False	30eps	cl_1147
sample-1_6_155389|476|4	sample-1_6_155389	2925	4352	+	False	SF1	cl_117
sample-1_6_155389|104|5	sample-1_6_155389	4366	4677	+	False	DUF2829	cl_1051
sample-1_6_155389|67|6	sample-1_6_155389	4750	4950	+	False		cl_1261
sample-1_6_155389|68|7	sample-1_6_155389	5026	5229	+	False	ThyA	cl_1137
sample-1_6_155389|223|8	sample-1_6_155389	5231	5899	+	False	ThyA	
sample-1_6_155389|101|9	sample-1_6_155389	5896	6198	+	False		cl_1274
sample-1_6_155389|347|10	sample-1_6_155389	6521	7561	+	False	HNH	cl_2705
sample-1_6_155389|83|11	sample-1_6_155389	7774	8022	+	False		cl_1193
sample-1_6_155389|145|12	sample-1_6_155389	8019	8453	+	False	29eps	cl_1146
sample-1_6_155389|178|13	sample-1_6_155389	8461	8994	+	False	28eps	cl_496
sample-1_6_155389|370|14	sample-1_6_155389	9094	10203	+	False	beta_clamp	cl_517
sample-1_6_155389|314|15	sample-1_6_155389	10218	11159	+	False	ssb	cl_448
sample-1_6_155389|83|16	sample-1_6_155389	11215	11463	+	False		cl_479
sample-1_6_155389|217|17	sample-1_6_155389	11466	12116	+	False	dUTP	cl_1134
sample-1_6_155389|244|18	sample-1_6_155389	12135	12866	+	False		cl_1105
sample-1_6_155389|231|19	sample-1_6_155389	13385	14077	+	False	58eps	cl_480
sample-1_6_155389|90|20	sample-1_6_155389	14074	14343	+	False		cl_1133
sample-1_6_155389|219|21	sample-1_6_155389	14374	15030	-	False	BACON	cl_2212
sample-1_6_155389|373|22	sample-1_6_155389	15149	16267	+	False		cl_1719
sample-1_6_155389|141|23	sample-1_6_155389	16347	16769	+	False		cl_1139
sample-1_6_155389|225|24	sample-1_6_155389	16771	17445	+	False	PNP	cl_1153
sample-1_6_155389|319|25	sample-1_6_155389	17617	18573	+	False	DHH	cl_1002
sample-1_6_155389|131|26	sample-1_6_155389	18570	18962	+	False		cl_1904
sample-1_6_155389|180|27	sample-1_6_155389	19574	20113	+	False	55eps	cl_484
sample-1_6_155389|57|28	sample-1_6_155389	20695	20865	+	False		cl_1500
sample-1_6_155389|69|29	sample-1_6_155389	20888	21094	+	False		cl_1178
sample-1_6_155389|87|30	sample-1_6_155389	22005	22265	+	False		cl_1292
sample-1_6_155389|135|31	sample-1_6_155389	22600	23004	+	False		cl_1609
sample-1_6_155389|116|32	sample-1_6_155389	23001	23348	+	False		cl_180
sample-1_6_155389|105|33	sample-1_6_155389	23357	23671	+	False		cl_1267
sample-1_6_155389|85|34	sample-1_6_155389	23791	24045	+	False		cl_504
sample-1_6_155389|270|35	sample-1_6_155389	24042	24851	+	False		cl_1186
sample-1_6_155389|83|36	sample-1_6_155389	24915	25163	+	False		cl_469
sample-1_6_155389|98|37	sample-1_6_155389	25144	25437	+	False		cl_1192
sample-1_6_155389|128|38	sample-1_6_155389	25388	25771	+	False		cl_1171
sample-1_6_155389|90|39	sample-1_6_155389	25783	26052	+	False		cl_1142
sample-1_6_155389|158|40	sample-1_6_155389	26054	26527	+	False		cl_1119
sample-1_6_155389|137|41	sample-1_6_155389	26505	26915	+	False		cl_1140
sample-1_6_155389|84|42	sample-1_6_155389	26990	27241	+	False		cl_1273
sample-1_6_155389|172|43	sample-1_6_155389	27238	27753	+	False		cl_1308
sample-1_6_155389|123|44	sample-1_6_155389	27740	28108	+	False		cl_1342
sample-1_6_155389|63|45	sample-1_6_155389	28095	28283	+	False		cl_1431
sample-1_6_155389|157|46	sample-1_6_155389	28386	28856	+	False		cl_1645
sample-1_6_155389|252|47	sample-1_6_155389	28868	29623	+	False		cl_1644
sample-1_6_155389|232|48	sample-1_6_155389	29674	30369	+	False	14z202_unk	cl_1720
sample-1_6_155389|105|49	sample-1_6_155389	30377	30691	+	False		cl_1209
sample-1_6_155389|151|50	sample-1_6_155389	30701	31153	+	False		cl_1343
sample-1_6_155389|270|51	sample-1_6_155389	31165	31974	+	False		cl_1507
sample-1_6_155389|138|52	sample-1_6_155389	32119	32532	+	False		cl_1437
sample-1_6_155389|122|53	sample-1_6_155389	32546	32911	+	False		cl_2215
sample-1_6_155389|158|54	sample-1_6_155389	32922	33395	+	False		cl_1891
sample-1_6_155389|131|55	sample-1_6_155389	33404	33796	+	False	23eps	cl_799
sample-1_6_155389|79|56	sample-1_6_155389	33793	34029	+	False		cl_730
sample-1_6_155389|299|57	sample-1_6_155389	34041	34937	+	False	22eps	cl_762
sample-1_6_155389|97|58	sample-1_6_155389	34948	35238	+	False		cl_1111
sample-1_6_155389|56|59	sample-1_6_155389	35251	35418	+	False	21eps	cl_2273
sample-1_6_155389|276|60	sample-1_6_155389	35486	36313	+	False	21eps	cl_640
sample-1_6_155389|248|61	sample-1_6_155389	36360	37103	+	False	19eps	cl_891
sample-1_6_155389|217|62	sample-1_6_155389	37188	37838	+	False	19eps	cl_877
sample-1_6_155389|92|63	sample-1_6_155389	37844	38119	+	False	18eps	cl_1449
sample-1_6_155389|85|64	sample-1_6_155389	38245	38499	+	False		cl_1447
sample-1_6_155389|221|65	sample-1_6_155389	38518	39180	+	False		cl_1355
sample-1_6_155389|146|66	sample-1_6_155389	39201	39638	+	False		cl_606
sample-1_6_155389|285|67	sample-1_6_155389	39650	40504	+	False	DUF1566	cl_728
sample-1_6_155389|266|68	sample-1_6_155389	40516	41313	+	False		cl_857
sample-1_6_155389|128|69	sample-1_6_155389	41354	41737	+	False	15eps	cl_1347
sample-1_6_155389|84|70	sample-1_6_155389	41762	42013	+	False		cl_1358
sample-1_6_155389|249|71	sample-1_6_155389	42032	42778	+	False		cl_1399
sample-1_6_155389|47|72	sample-1_6_155389	42785	42925	+	False		cl_1568
sample-1_6_155389|89|73	sample-1_6_155389	43012	43278	+	False		cl_1104
sample-1_6_155389|83|74	sample-1_6_155389	43312	43560	+	False		cl_2022
