protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_15_98423|94|1	sample-1_15_98423	359	640	+	False		cl_594
sample-1_15_98423|74|2	sample-1_15_98423	1747	1968	+	False		cl_1406
sample-1_15_98423|93|3	sample-1_15_98423	1965	2243	+	False		cl_1577
sample-1_15_98423|39|4	sample-1_15_98423	2240	2356	+	False		cl_1872
sample-1_15_98423|138|5	sample-1_15_98423	2382	2795	+	False		cl_1461
sample-1_15_98423|72|6	sample-1_15_98423	3175	3390	+	False		cl_1591
sample-1_15_98423|138|7	sample-1_15_98423	3669	4082	+	False		cl_1199
sample-1_15_98423|50|8	sample-1_15_98423	4098	4247	+	False		cl_1948
sample-1_15_98423|106|9	sample-1_15_98423	4259	4576	+	False		
sample-1_15_98423|125|10	sample-1_15_98423	4599	4973	+	False		cl_524
sample-1_15_98423|174|11	sample-1_15_98423	4981	5502	+	False	HNH	cl_74
sample-1_15_98423|106|12	sample-1_15_98423	5619	5936	+	False		cl_1516
sample-1_15_98423|171|13	sample-1_15_98423	5953	6465	+	False		cl_767
sample-1_15_98423|62|14	sample-1_15_98423	6462	6647	+	False		cl_1321
sample-1_15_98423|271|15	sample-1_15_98423	6644	7456	+	False		cl_1411
sample-1_15_98423|504|16	sample-1_15_98423	7466	8977	+	False		cl_554
sample-1_15_98423|142|17	sample-1_15_98423	8952	9377	+	False		cl_746
sample-1_15_98423|270|18	sample-1_15_98423	9355	10164	+	False		cl_604
sample-1_15_98423|65|19	sample-1_15_98423	10167	10361	+	False		cl_791
sample-1_15_98423|198|20	sample-1_15_98423	10351	10944	+	False	Prohibitin	cl_362
sample-1_15_98423|84|21	sample-1_15_98423	10929	11180	+	False	Prohibitin	cl_362
sample-1_15_98423|122|22	sample-1_15_98423	11184	11549	+	False		cl_1953
sample-1_15_98423|145|23	sample-1_15_98423	11582	12016	+	False		cl_490
sample-1_15_98423|394|24	sample-1_15_98423	12019	13200	+	False	SNF2	cl_24
sample-1_15_98423|198|25	sample-1_15_98423	13197	13790	+	False	Rep_Org	cl_428
sample-1_15_98423|408|26	sample-1_15_98423	13794	15017	+	False	DnaB	cl_87
sample-1_15_98423|251|27	sample-1_15_98423	15025	15777	+	False	ATP_43b	cl_914
sample-1_15_98423|97|28	sample-1_15_98423	15777	16067	+	False		cl_2055
sample-1_15_98423|126|29	sample-1_15_98423	16079	16456	+	False		cl_493
sample-1_15_98423|327|30	sample-1_15_98423	16484	17464	+	False	gene45b	cl_426
sample-1_15_98423|339|31	sample-1_15_98423	17495	18511	+	False	primase	cl_2
sample-1_15_98423|313|32	sample-1_15_98423	18525	19463	+	False	AXQ62722	cl_429
sample-1_15_98423|394|33	sample-1_15_98423	19518	20699	+	False	AXQ62721	cl_522
sample-1_15_98423|417|34	sample-1_15_98423	20638	21888	+	False	MPN_crAss001	cl_473
sample-1_15_98423|338|35	sample-1_15_98423	21891	22904	+	False	ThiF_crAss001	cl_476
sample-1_15_98423|263|36	sample-1_15_98423	22906	23694	+	False	AXQ62718	cl_1850
sample-1_15_98423|224|37	sample-1_15_98423	23691	24362	+	False	UDG	cl_182
sample-1_15_98423|179|38	sample-1_15_98423	24382	24918	+	False		cl_718
sample-1_15_98423|162|39	sample-1_15_98423	24908	25393	+	False	gene48b	cl_391
sample-1_15_98423|76|40	sample-1_15_98423	25341	25568	+	False		cl_489
sample-1_15_98423|345|41	sample-1_15_98423	25618	26652	+	False	PDDEXK_beta	cl_381
sample-1_15_98423|152|42	sample-1_15_98423	26649	27104	+	False	RNR	cl_175
sample-1_15_98423|113|43	sample-1_15_98423	27061	27399	+	False	RNR	cl_175
sample-1_15_98423|46|44	sample-1_15_98423	27502	27639	+	False	RNR	cl_175
sample-1_15_98423|313|45	sample-1_15_98423	27775	28713	+	False	LAGLIDADG	
sample-1_15_98423|527|46	sample-1_15_98423	28755	30335	+	False	RNR	cl_175
sample-1_15_98423|89|47	sample-1_15_98423	30289	30555	+	False		cl_1978
sample-1_15_98423|179|48	sample-1_15_98423	30552	31088	+	False	dUTP	cl_21
sample-1_15_98423|115|49	sample-1_15_98423	31078	31422	+	False	Asp_protease	cl_1339
sample-1_15_98423|90|50	sample-1_15_98423	31613	31882	+	False		cl_735
sample-1_15_98423|790|51	sample-1_15_98423	31884	34253	+	False	PolA	cl_138
sample-1_15_98423|102|52	sample-1_15_98423	34268	34573	+	False		cl_83
sample-1_15_98423|142|53	sample-1_15_98423	34551	34976	+	False		cl_823
sample-1_15_98423|48|54	sample-1_15_98423	34984	35127	+	False		cl_1705
sample-1_15_98423|146|55	sample-1_15_98423	35336	35773	+	False	PNK	cl_131
sample-1_15_98423|113|56	sample-1_15_98423	35770	36108	+	False		cl_895
sample-1_15_98423|94|57	sample-1_15_98423	36110	36391	+	False		cl_1276
sample-1_15_98423|83|58	sample-1_15_98423	36394	36642	+	False		cl_941
sample-1_15_98423|53|59	sample-1_15_98423	36635	36793	+	False		cl_1322
sample-1_15_98423|79|60	sample-1_15_98423	36802	37038	+	False		cl_2496
sample-1_15_98423|54|61	sample-1_15_98423	37031	37192	+	False		cl_1871
