protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_12_101623|1279|1	sample-1_12_101623	1	3837	+	True		cl_22
sample-1_12_101623|86|2	sample-1_12_101623	3840	4097	+	False		cl_961
sample-1_12_101623|106|3	sample-1_12_101623	4134	4451	+	False		cl_1945
sample-1_12_101623|64|4	sample-1_12_101623	4432	4623	+	False		cl_202
sample-1_12_101623|134|5	sample-1_12_101623	4635	5036	+	False	Pept_M15	cl_108
sample-1_12_101623|1620|6	sample-1_12_101623	5039	9898	+	False		cl_463
sample-1_12_101623|177|7	sample-1_12_101623	9912	10442	+	False	39eps	cl_781
sample-1_12_101623|177|8	sample-1_12_101623	10470	11000	+	False		cl_899
sample-1_12_101623|423|9	sample-1_12_101623	11005	12273	+	False		cl_999
sample-1_12_101623|345|10	sample-1_12_101623	12522	13556	+	False	RT_G2	cl_15
sample-1_12_101623|208|11	sample-1_12_101623	13653	14276	+	False		cl_1608
sample-1_12_101623|195|12	sample-1_12_101623	14305	14889	+	False		cl_35
sample-1_12_101623|199|13	sample-1_12_101623	14928	15524	+	False		cl_755
sample-1_12_101623|287|14	sample-1_12_101623	15557	16417	+	False		cl_590
sample-1_12_101623|155|15	sample-1_12_101623	16399	16863	+	False		cl_134
sample-1_12_101623|189|16	sample-1_12_101623	16915	17481	+	False		cl_940
sample-1_12_101623|49|17	sample-1_12_101623	17468	17614	+	False		cl_2062
sample-1_12_101623|219|18	sample-1_12_101623	17621	18277	+	False	IHF_54	cl_32
sample-1_12_101623|150|19	sample-1_12_101623	18274	18723	+	False	IHF_53	cl_33
sample-1_12_101623|273|20	sample-1_12_101623	18701	19519	+	False	GIY	cl_14
sample-1_12_101623|311|21	sample-1_12_101623	19488	20420	+	False	Ttub	cl_17
sample-1_12_101623|1389|22	sample-1_12_101623	20417	24583	+	False	Tstab	cl_934
sample-1_12_101623|719|23	sample-1_12_101623	24616	26772	+	False	gene49	cl_60
sample-1_12_101623|596|24	sample-1_12_101623	26774	28561	+	False		cl_73
sample-1_12_101623|4590|25	sample-1_12_101623	28563	42332	+	False		cl_437
sample-1_12_101623|1556|26	sample-1_12_101623	42335	47002	+	False	long_transcr	cl_44
sample-1_12_101623|157|27	sample-1_12_101623	47063	47533	-	False	gene53b	cl_2222
sample-1_12_101623|329|28	sample-1_12_101623	47511	48497	-	False	PDDEXK_beta	cl_28
sample-1_12_101623|300|29	sample-1_12_101623	48494	49393	-	False	MPP	cl_47
sample-1_12_101623|278|30	sample-1_12_101623	49445	50278	-	False	AAA_ATP_2	cl_75
sample-1_12_101623|131|31	sample-1_12_101623	50291	50683	-	False	gene48b	cl_37
sample-1_12_101623|79|32	sample-1_12_101623	50661	50897	-	False		cl_1859
sample-1_12_101623|191|33	sample-1_12_101623	50894	51466	-	False	MPP	cl_116
sample-1_12_101623|324|34	sample-1_12_101623	51463	52434	-	False	primase	cl_2
sample-1_12_101623|209|35	sample-1_12_101623	52638	53264	-	False	p9	cl_31
sample-1_12_101623|247|36	sample-1_12_101623	53285	54025	-	False	ATP_43b	cl_230
sample-1_12_101623|172|37	sample-1_12_101623	54099	54614	-	False		cl_577
sample-1_12_101623|324|38	sample-1_12_101623	54638	55609	-	False	DnaB	cl_18
sample-1_12_101623|189|39	sample-1_12_101623	55590	56156	-	False	Rep_Org	cl_27
sample-1_12_101623|650|40	sample-1_12_101623	56212	58161	-	False	DNApB	cl_1
sample-1_12_101623|168|41	sample-1_12_101623	58370	58873	-	False		cl_1196
sample-1_12_101623|285|42	sample-1_12_101623	58896	59750	-	False	p13	cl_680
sample-1_12_101623|69|43	sample-1_12_101623	59772	59978	-	False		cl_1523
sample-1_12_101623|168|44	sample-1_12_101623	59975	60478	-	False	cons1	cl_1132
sample-1_12_101623|211|45	sample-1_12_101623	60631	61263	-	False	p15	cl_776
sample-1_12_101623|229|46	sample-1_12_101623	61266	61952	-	False	p15	cl_670
sample-1_12_101623|31|47	sample-1_12_101623	62081	62173	+	False		
sample-1_12_101623|142|48	sample-1_12_101623	64068	64493	-	False		cl_651
sample-1_12_101623|140|49	sample-1_12_101623	64465	64884	-	False		cl_672
sample-1_12_101623|519|50	sample-1_12_101623	64962	66518	-	False	p4	cl_288
sample-1_12_101623|122|51	sample-1_12_101623	66580	66945	-	False		cl_654
sample-1_12_101623|188|52	sample-1_12_101623	66958	67521	-	False	RpoE	cl_36
sample-1_12_101623|128|53	sample-1_12_101623	67572	67955	-	False		cl_681
sample-1_12_101623|151|54	sample-1_12_101623	67949	68401	-	False		cl_671
sample-1_12_101623|66|55	sample-1_12_101623	68398	68595	-	False		cl_766
sample-1_12_101623|61|56	sample-1_12_101623	68586	68768	-	False		cl_705
sample-1_12_101623|85|57	sample-1_12_101623	69337	69591	-	False		cl_1637
sample-1_12_101623|153|58	sample-1_12_101623	70056	70514	-	False		cl_691
sample-1_12_101623|77|59	sample-1_12_101623	70551	70781	-	False		cl_1395
sample-1_12_101623|89|60	sample-1_12_101623	70778	71044	-	False		cl_1195
sample-1_12_101623|326|61	sample-1_12_101623	71392	72369	-	False		cl_945
sample-1_12_101623|83|62	sample-1_12_101623	72373	72621	-	False		cl_668
sample-1_12_101623|152|63	sample-1_12_101623	73069	73524	-	False		cl_183
sample-1_12_101623|62|64	sample-1_12_101623	73528	73713	-	False		cl_1942
sample-1_12_101623|103|65	sample-1_12_101623	73741	74049	-	False		cl_221
sample-1_12_101623|54|66	sample-1_12_101623	74012	74173	-	False		cl_2038
sample-1_12_101623|95|67	sample-1_12_101623	74185	74469	-	False		cl_351
sample-1_12_101623|250|68	sample-1_12_101623	76682	77431	-	False		cl_2221
sample-1_12_101623|91|69	sample-1_12_101623	77799	78071	+	False		cl_3158
sample-1_12_101623|76|70	sample-1_12_101623	78068	78295	+	False		
sample-1_12_101623|65|71	sample-1_12_101623	78300	78494	+	False		cl_251
sample-1_12_101623|67|72	sample-1_12_101623	78491	78691	+	False		cl_2063
sample-1_12_101623|67|73	sample-1_12_101623	78703	78903	+	False		cl_78
sample-1_12_101623|117|74	sample-1_12_101623	78950	79300	+	False		cl_34
sample-1_12_101623|132|75	sample-1_12_101623	79525	79920	+	False		cl_50
sample-1_12_101623|131|76	sample-1_12_101623	79913	80305	+	False	phage_O	cl_49
sample-1_12_101623|129|77	sample-1_12_101623	80280	80666	+	False		cl_770
sample-1_12_101623|66|78	sample-1_12_101623	80638	80835	+	False		cl_59
sample-1_12_101623|141|79	sample-1_12_101623	80813	81235	+	False		cl_546
sample-1_12_101623|200|80	sample-1_12_101623	81225	81824	+	False		cl_684
sample-1_12_101623|113|81	sample-1_12_101623	81859	82197	+	False		cl_224
sample-1_12_101623|100|82	sample-1_12_101623	82201	82500	+	False		cl_613
sample-1_12_101623|177|83	sample-1_12_101623	82487	83017	+	False	gene86	cl_591
sample-1_12_101623|48|84	sample-1_12_101623	83075	83218	+	False		cl_697
sample-1_12_101623|179|85	sample-1_12_101623	83469	84005	+	False		cl_2014
sample-1_12_101623|56|86	sample-1_12_101623	84153	84320	+	False		cl_1944
sample-1_12_101623|49|87	sample-1_12_101623	84271	84417	+	False	MCP	cl_2039
sample-1_12_101623|45|88	sample-1_12_101623	84434	84568	+	False		cl_1979
sample-1_12_101623|685|89	sample-1_12_101623	84552	86606	+	False	TerL	cl_6
sample-1_12_101623|841|90	sample-1_12_101623	86609	89131	+	False	portal	cl_4
sample-1_12_101623|245|91	sample-1_12_101623	89134	89868	+	False	GIY	cl_14
sample-1_12_101623|103|92	sample-1_12_101623	89870	90178	+	False		cl_9
sample-1_12_101623|80|93	sample-1_12_101623	90229	90468	+	False		cl_1517
sample-1_12_101623|511|94	sample-1_12_101623	90470	92002	+	False	ZnMc	cl_1296
sample-1_12_101623|76|95	sample-1_12_101623	92029	92256	+	False	gene49	cl_16
sample-1_12_101623|388|96	sample-1_12_101623	92386	93549	+	False	gene77	cl_225
sample-1_12_101623|491|97	sample-1_12_101623	93584	95056	+	False	MCP	cl_3
sample-1_12_101623|216|98	sample-1_12_101623	95125	95772	+	False	GIY	cl_14
