protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_22_93708|31|1	sample-1_22_93708	1	93	+	True		cl_2218
sample-1_22_93708|73|2	sample-1_22_93708	181	399	+	False		cl_649
sample-1_22_93708|214|3	sample-1_22_93708	408	1049	+	False		cl_599
sample-1_22_93708|422|4	sample-1_22_93708	1052	2317	+	False	38eps	cl_703
sample-1_22_93708|336|5	sample-1_22_93708	2586	3593	+	False	RT_G2	cl_15
sample-1_22_93708|163|6	sample-1_22_93708	3792	4280	+	False	holin	cl_54
sample-1_22_93708|214|7	sample-1_22_93708	4252	4893	+	False		cl_35
sample-1_22_93708|197|8	sample-1_22_93708	4925	5515	+	False		cl_80
sample-1_22_93708|322|9	sample-1_22_93708	5547	6512	+	False		cl_327
sample-1_22_93708|147|10	sample-1_22_93708	6530	6970	+	False		cl_456
sample-1_22_93708|189|11	sample-1_22_93708	7014	7580	+	False		cl_530
sample-1_22_93708|234|12	sample-1_22_93708	7660	8361	+	False	IHF_54	cl_32
sample-1_22_93708|154|13	sample-1_22_93708	8358	8819	+	False	IHF_53	cl_33
sample-1_22_93708|308|14	sample-1_22_93708	8816	9739	+	False	Ttub	cl_17
sample-1_22_93708|1371|15	sample-1_22_93708	9742	13854	+	False	Tstab	cl_595
sample-1_22_93708|431|16	sample-1_22_93708	14123	15415	+	False	gene49	cl_60
sample-1_22_93708|155|17	sample-1_22_93708	15396	15860	+	False	gene49	cl_60
sample-1_22_93708|574|18	sample-1_22_93708	15872	17593	+	False		cl_317
sample-1_22_93708|960|19	sample-1_22_93708	17602	20481	+	False		cl_437
sample-1_22_93708|3425|20	sample-1_22_93708	20841	31115	+	False		cl_5
sample-1_22_93708|1410|21	sample-1_22_93708	31118	35347	+	False	long_transcr	cl_44
sample-1_22_93708|142|22	sample-1_22_93708	35364	35789	-	False	gene53b	cl_555
sample-1_22_93708|60|23	sample-1_22_93708	35786	35965	-	False		cl_731
sample-1_22_93708|330|24	sample-1_22_93708	35931	36920	-	False	PDDEXK_beta	cl_28
sample-1_22_93708|89|25	sample-1_22_93708	36917	37183	-	False		cl_788
sample-1_22_93708|255|26	sample-1_22_93708	37158	37922	-	False	MPP	cl_47
sample-1_22_93708|257|27	sample-1_22_93708	37964	38734	-	False	AAA_ATP_2	cl_75
sample-1_22_93708|59|28	sample-1_22_93708	38688	38864	-	False	AAA_ATP_2	cl_75
sample-1_22_93708|134|29	sample-1_22_93708	38871	39272	-	False	gene48b	cl_37
sample-1_22_93708|338|30	sample-1_22_93708	39211	40224	-	False	primase	cl_2
sample-1_22_93708|194|31	sample-1_22_93708	40700	41281	-	False	p7	cl_626
sample-1_22_93708|71|32	sample-1_22_93708	41283	41495	-	False	p7	cl_303
sample-1_22_93708|389|33	sample-1_22_93708	41508	42674	-	False	AAA_ATP_2	cl_537
sample-1_22_93708|212|34	sample-1_22_93708	42824	43459	-	False	p9	cl_31
sample-1_22_93708|247|35	sample-1_22_93708	43471	44211	-	False	ATP_43b	cl_222
sample-1_22_93708|177|36	sample-1_22_93708	44292	44822	-	False		cl_76
sample-1_22_93708|325|37	sample-1_22_93708	44827	45801	-	False	DnaB	cl_18
sample-1_22_93708|190|38	sample-1_22_93708	45782	46351	-	False	Rep_Org	cl_27
sample-1_22_93708|69|39	sample-1_22_93708	46400	46606	-	False	DNApB	cl_2084
sample-1_22_93708|620|40	sample-1_22_93708	46557	48416	-	False	DNApB	cl_1
sample-1_22_93708|75|41	sample-1_22_93708	48535	48759	-	False		cl_345
sample-1_22_93708|229|42	sample-1_22_93708	48759	49445	-	False		cl_387
sample-1_22_93708|175|43	sample-1_22_93708	49539	50063	-	False	cons1	cl_62
sample-1_22_93708|172|44	sample-1_22_93708	50421	50936	-	False	p15	cl_55
sample-1_22_93708|186|45	sample-1_22_93708	50956	51513	-	False	p15	cl_71
sample-1_22_93708|127|46	sample-1_22_93708	53804	54184	-	False	p4	cl_384
sample-1_22_93708|446|47	sample-1_22_93708	54190	55527	-	False	p4	cl_388
sample-1_22_93708|120|48	sample-1_22_93708	55616	55975	-	False		cl_227
sample-1_22_93708|183|49	sample-1_22_93708	55992	56540	-	False	RpoE	cl_36
sample-1_22_93708|161|50	sample-1_22_93708	56594	57076	-	False		cl_389
sample-1_22_93708|153|51	sample-1_22_93708	57078	57536	-	False		cl_179
sample-1_22_93708|64|52	sample-1_22_93708	57540	57731	-	False		cl_188
sample-1_22_93708|95|53	sample-1_22_93708	57722	58006	-	False		cl_347
sample-1_22_93708|67|54	sample-1_22_93708	57981	58181	-	False		cl_425
sample-1_22_93708|48|55	sample-1_22_93708	59568	59711	-	False		cl_432
sample-1_22_93708|100|56	sample-1_22_93708	59716	60015	-	False		cl_854
sample-1_22_93708|88|57	sample-1_22_93708	60018	60281	-	False		cl_386
sample-1_22_93708|156|58	sample-1_22_93708	60709	61176	-	False		cl_183
