protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_17_96846|48|1	sample-1_17_96846	3	146	+	True		
sample-1_17_96846|208|2	sample-1_17_96846	139	762	+	False		cl_725
sample-1_17_96846|166|3	sample-1_17_96846	762	1259	+	False		cl_1320
sample-1_17_96846|240|4	sample-1_17_96846	1256	1975	+	False	gene86	cl_40
sample-1_17_96846|334|5	sample-1_17_96846	1975	2976	+	False	PDDEXK_alpha	cl_336
sample-1_17_96846|205|6	sample-1_17_96846	2973	3587	+	False		cl_82
sample-1_17_96846|99|7	sample-1_17_96846	3584	3880	+	False		cl_798
sample-1_17_96846|143|8	sample-1_17_96846	3819	4247	+	False		cl_820
sample-1_17_96846|766|9	sample-1_17_96846	4255	6552	+	False	TerL	cl_6
sample-1_17_96846|80|10	sample-1_17_96846	6567	6806	+	False		cl_306
sample-1_17_96846|817|11	sample-1_17_96846	6803	9253	+	False	portal	cl_4
sample-1_17_96846|422|12	sample-1_17_96846	9643	10908	+	False	gene77	cl_43
sample-1_17_96846|491|13	sample-1_17_96846	10936	12408	+	False	MCP	cl_3
sample-1_17_96846|391|14	sample-1_17_96846	12428	13600	+	False	gene75	cl_39
sample-1_17_96846|220|15	sample-1_17_96846	13609	14268	+	False	gene74	cl_704
sample-1_17_96846|299|16	sample-1_17_96846	14270	15166	+	False	gene73	cl_41
sample-1_17_96846|197|17	sample-1_17_96846	15263	15853	+	False		cl_42
sample-1_17_96846|72|18	sample-1_17_96846	15853	16068	+	False		cl_773
sample-1_17_96846|218|19	sample-1_17_96846	16065	16718	+	False		cl_46
sample-1_17_96846|949|20	sample-1_17_96846	16720	19566	+	False		cl_22
sample-1_17_96846|1167|21	sample-1_17_96846	19572	23072	+	False	MPP	cl_173
sample-1_17_96846|2627|22	sample-1_17_96846	23075	30955	+	False		cl_275
sample-1_17_96846|105|23	sample-1_17_96846	31025	31339	+	False		cl_272
sample-1_17_96846|1587|24	sample-1_17_96846	31329	36089	+	False	36eps	cl_315
sample-1_17_96846|169|25	sample-1_17_96846	36126	36632	+	False		cl_610
sample-1_17_96846|243|26	sample-1_17_96846	36839	37567	+	False		cl_210
sample-1_17_96846|174|27	sample-1_17_96846	37603	38124	+	False		cl_239
sample-1_17_96846|126|28	sample-1_17_96846	38108	38485	+	False		cl_113
sample-1_17_96846|202|29	sample-1_17_96846	38490	39095	+	False		cl_80
sample-1_17_96846|56|30	sample-1_17_96846	39220	39387	+	False		cl_896
sample-1_17_96846|115|31	sample-1_17_96846	39384	39728	+	False		cl_19
sample-1_17_96846|232|32	sample-1_17_96846	40100	40795	+	False	IHF_54	cl_12
sample-1_17_96846|326|33	sample-1_17_96846	40792	41769	+	False	IHF_53	cl_777
sample-1_17_96846|242|34	sample-1_17_96846	41717	42442	+	False	Ttub	cl_11
sample-1_17_96846|887|35	sample-1_17_96846	42442	45102	+	False	Tstab	cl_809
sample-1_17_96846|65|36	sample-1_17_96846	45251	45445	+	False	Tstab	cl_57
sample-1_17_96846|166|37	sample-1_17_96846	45802	46299	+	False	Tstab	cl_809
sample-1_17_96846|427|38	sample-1_17_96846	46299	47579	+	False	gene49	cl_52
sample-1_17_96846|908|39	sample-1_17_96846	47588	50311	+	False	gene48	cl_48
sample-1_17_96846|2001|40	sample-1_17_96846	50314	56316	+	False	ZnMc_tr	cl_23
sample-1_17_96846|4068|41	sample-1_17_96846	56582	68785	+	False	long_transcr	cl_293
sample-1_17_96846|47|42	sample-1_17_96846	69459	69599	-	False		cl_837
