protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_5_155540|69|1	sample-1_5_155540	844	1050	-	False		cl_1178
sample-1_5_155540|176|2	sample-1_5_155540	1634	2161	-	False	55eps	cl_484
sample-1_5_155540|320|3	sample-1_5_155540	2873	3832	-	False	DHH	cl_1002
sample-1_5_155540|291|4	sample-1_5_155540	3798	4670	-	False	PNP	cl_1153
sample-1_5_155540|137|5	sample-1_5_155540	4667	5077	-	False		cl_1139
sample-1_5_155540|37|6	sample-1_5_155540	5182	5292	+	False		
sample-1_5_155540|219|7	sample-1_5_155540	5258	5914	+	False	BACON	cl_2212
sample-1_5_155540|90|8	sample-1_5_155540	5950	6219	-	False		cl_1133
sample-1_5_155540|211|9	sample-1_5_155540	6216	6848	-	False	58eps	cl_480
sample-1_5_155540|253|10	sample-1_5_155540	7526	8284	-	False		cl_1105
sample-1_5_155540|217|11	sample-1_5_155540	8303	8953	-	False	dUTP	cl_1134
sample-1_5_155540|82|12	sample-1_5_155540	8958	9203	-	False		cl_479
sample-1_5_155540|104|13	sample-1_5_155540	9293	9604	-	False		cl_448
sample-1_5_155540|72|14	sample-1_5_155540	10035	10250	-	False	ssb	cl_448
sample-1_5_155540|62|15	sample-1_5_155540	11518	11703	-	False	28eps	cl_496
sample-1_5_155540|42|16	sample-1_5_155540	12375	12500	-	False	29eps	cl_1146
sample-1_5_155540|57|17	sample-1_5_155540	12577	12747	-	False		cl_1193
sample-1_5_155540|32|18	sample-1_5_155540	12999	13094	-	False		
sample-1_5_155540|136|19	sample-1_5_155540	13609	14016	-	False	ThyA	cl_1137
sample-1_5_155540|67|20	sample-1_5_155540	14092	14292	-	False		cl_1261
sample-1_5_155540|104|21	sample-1_5_155540	14365	14676	-	False	DUF2829	cl_1051
sample-1_5_155540|87|22	sample-1_5_155540	14691	14951	-	False		cl_117
sample-1_5_155540|65|23	sample-1_5_155540	15149	15343	-	False		cl_117
sample-1_5_155540|39|24	sample-1_5_155540	15385	15501	-	False		cl_117
sample-1_5_155540|125|25	sample-1_5_155540	15449	15823	-	False	SF1	cl_117
sample-1_5_155540|121|26	sample-1_5_155540	15766	16128	-	False		cl_117
sample-1_5_155540|260|27	sample-1_5_155540	17147	17926	-	False	30eps	cl_1147
sample-1_5_155540|143|28	sample-1_5_155540	18330	18758	+	False	31eps	cl_482
sample-1_5_155540|151|29	sample-1_5_155540	18759	19211	+	False	32eps	cl_1138
sample-1_5_155540|67|30	sample-1_5_155540	19216	19416	+	False	33eps	cl_466
sample-1_5_155540|35|31	sample-1_5_155540	19432	19536	+	False		cl_2707
sample-1_5_155540|71|32	sample-1_5_155540	20436	20648	+	False	35eps	cl_1144
sample-1_5_155540|120|33	sample-1_5_155540	20745	21104	+	False	37eps	cl_1135
sample-1_5_155540|201|34	sample-1_5_155540	21094	21696	+	False	TerL	cl_117
sample-1_5_155540|302|35	sample-1_5_155540	21656	22561	+	False	TerL	
sample-1_5_155540|172|36	sample-1_5_155540	22558	23073	+	False	TerL	
sample-1_5_155540|197|37	sample-1_5_155540	23281	23871	+	False	TerL	cl_6
sample-1_5_155540|152|38	sample-1_5_155540	23918	24373	+	False	portal	cl_625
sample-1_5_155540|466|39	sample-1_5_155540	24357	25754	+	False	portal	cl_625
sample-1_5_155540|99|40	sample-1_5_155540	25786	26082	+	False	portal	cl_625
sample-1_5_155540|213|41	sample-1_5_155540	26036	26674	+	False	portal	cl_625
sample-1_5_155540|74|42	sample-1_5_155540	26842	27063	+	False		
sample-1_5_155540|70|43	sample-1_5_155540	27064	27273	+	False		cl_1145
sample-1_5_155540|77|44	sample-1_5_155540	27450	27680	+	False		cl_829
sample-1_5_155540|100|45	sample-1_5_155540	27685	27984	+	False		cl_829
sample-1_5_155540|158|46	sample-1_5_155540	28010	28483	+	False	MCP	cl_452
sample-1_5_155540|389|47	sample-1_5_155540	28545	29711	+	False	MCP	cl_452
sample-1_5_155540|113|48	sample-1_5_155540	29926	30264	+	False	gene75	cl_467
sample-1_5_155540|199|49	sample-1_5_155540	30312	30908	+	False	gene75	
sample-1_5_155540|225|50	sample-1_5_155540	30912	31586	+	False	gene74	cl_468
sample-1_5_155540|363|51	sample-1_5_155540	31735	32823	+	False	1eps	cl_373
sample-1_5_155540|107|52	sample-1_5_155540	32871	33191	+	False	1eps	cl_373
sample-1_5_155540|162|53	sample-1_5_155540	33243	33728	+	False	1eps	cl_373
sample-1_5_155540|165|54	sample-1_5_155540	33821	34315	+	False	2eps	cl_411
sample-1_5_155540|159|55	sample-1_5_155540	34584	35060	+	False	2eps	cl_411
sample-1_5_155540|193|56	sample-1_5_155540	35014	35592	+	False	2eps	cl_411
sample-1_5_155540|53|57	sample-1_5_155540	35582	35740	+	False		cl_1151
sample-1_5_155540|56|58	sample-1_5_155540	35868	36035	+	False	36eps	cl_1603
sample-1_5_155540|109|59	sample-1_5_155540	36354	36680	+	False	36eps	cl_375
sample-1_5_155540|134|60	sample-1_5_155540	37634	38035	+	False	36eps	cl_375
sample-1_5_155540|94|61	sample-1_5_155540	38037	38318	+	False		cl_602
sample-1_5_155540|82|62	sample-1_5_155540	38378	38623	+	False		cl_1136
sample-1_5_155540|341|63	sample-1_5_155540	38629	39651	+	False	38eps	cl_307
sample-1_5_155540|371|64	sample-1_5_155540	39667	40779	+	False	39eps	cl_120
sample-1_5_155540|154|65	sample-1_5_155540	40917	41378	+	False	Pept_M15	cl_108
sample-1_5_155540|196|66	sample-1_5_155540	41380	41967	+	False	60eps	cl_536
sample-1_5_155540|156|67	sample-1_5_155540	41949	42416	+	False		cl_1182
sample-1_5_155540|293|68	sample-1_5_155540	42500	43378	+	False	62eps	cl_497
