protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_41_65330|58|1	sample-1_41_65330	3	176	-	True		
sample-1_41_65330|635|2	sample-1_41_65330	276	2180	-	False	portal	
sample-1_41_65330|149|3	sample-1_41_65330	2307	2753	+	False		
sample-1_41_65330|235|4	sample-1_41_65330	2759	3463	+	False		
sample-1_41_65330|251|5	sample-1_41_65330	3460	4212	+	False		
sample-1_41_65330|312|6	sample-1_41_65330	4239	5174	-	False		
sample-1_41_65330|863|7	sample-1_41_65330	5181	7769	-	False		
sample-1_41_65330|153|8	sample-1_41_65330	7819	8277	-	False		
sample-1_41_65330|164|9	sample-1_41_65330	8274	8765	-	False		
sample-1_41_65330|61|10	sample-1_41_65330	8768	8950	-	False		
sample-1_41_65330|147|11	sample-1_41_65330	8966	9406	-	False		
sample-1_41_65330|153|12	sample-1_41_65330	9403	9861	-	False		
sample-1_41_65330|214|13	sample-1_41_65330	9863	10504	-	False		cl_2711
sample-1_41_65330|306|14	sample-1_41_65330	10512	11429	-	False		
sample-1_41_65330|30|15	sample-1_41_65330	11470	11559	-	False		
sample-1_41_65330|186|16	sample-1_41_65330	11553	12110	-	False		
sample-1_41_65330|69|17	sample-1_41_65330	12134	12340	-	False		
sample-1_41_65330|150|18	sample-1_41_65330	12361	12810	-	False		
sample-1_41_65330|31|19	sample-1_41_65330	13240	13332	-	False		cl_2710
sample-1_41_65330|73|20	sample-1_41_65330	13361	13579	-	False		
sample-1_41_65330|66|21	sample-1_41_65330	13959	14156	-	False		
sample-1_41_65330|67|22	sample-1_41_65330	14168	14368	-	False		
sample-1_41_65330|119|23	sample-1_41_65330	14507	14863	-	False		
sample-1_41_65330|96|24	sample-1_41_65330	14888	15175	-	False		
sample-1_41_65330|155|25	sample-1_41_65330	15179	15643	-	False		
sample-1_41_65330|97|26	sample-1_41_65330	15655	15945	-	False		
sample-1_41_65330|80|27	sample-1_41_65330	15971	16210	-	False		
sample-1_41_65330|77|28	sample-1_41_65330	16214	16444	-	False		
sample-1_41_65330|70|29	sample-1_41_65330	16474	16683	-	False		
sample-1_41_65330|61|30	sample-1_41_65330	18275	18457	+	False		
sample-1_41_65330|107|31	sample-1_41_65330	19311	19631	+	False		
sample-1_41_65330|403|32	sample-1_41_65330	19944	21152	-	False		
sample-1_41_65330|139|33	sample-1_41_65330	21602	22018	-	False		
sample-1_41_65330|121|34	sample-1_41_65330	22015	22377	-	False		cl_1614
sample-1_41_65330|71|35	sample-1_41_65330	22380	22592	-	False		
sample-1_41_65330|359|36	sample-1_41_65330	23126	24202	-	False		
sample-1_41_65330|137|37	sample-1_41_65330	24352	24762	-	False		
sample-1_41_65330|57|38	sample-1_41_65330	24759	24929	-	False		cl_1871
sample-1_41_65330|116|39	sample-1_41_65330	24958	25305	-	False		
sample-1_41_65330|287|40	sample-1_41_65330	25332	26192	-	False		
sample-1_41_65330|158|41	sample-1_41_65330	26215	26688	-	False	DUF2829	
sample-1_41_65330|77|42	sample-1_41_65330	26752	26982	-	False		
sample-1_41_65330|69|43	sample-1_41_65330	27010	27216	-	False		
sample-1_41_65330|59|44	sample-1_41_65330	27209	27385	-	False		
sample-1_41_65330|163|45	sample-1_41_65330	27385	27873	-	False		
sample-1_41_65330|183|46	sample-1_41_65330	27967	28515	-	False		
sample-1_41_65330|169|47	sample-1_41_65330	28566	29072	+	False		
sample-1_41_65330|399|48	sample-1_41_65330	29078	30274	+	False		
sample-1_41_65330|558|49	sample-1_41_65330	30283	31956	+	False		
sample-1_41_65330|1736|50	sample-1_41_65330	31956	37163	+	False		
sample-1_41_65330|98|51	sample-1_41_65330	37386	37679	+	False		
sample-1_41_65330|533|52	sample-1_41_65330	37636	39234	+	False		
sample-1_41_65330|1063|53	sample-1_41_65330	39254	42442	+	False		
sample-1_41_65330|134|54	sample-1_41_65330	42645	43046	-	False		
sample-1_41_65330|35|55	sample-1_41_65330	43163	43267	-	False		
sample-1_41_65330|82|56	sample-1_41_65330	43271	43516	-	False		cl_2709
sample-1_41_65330|35|57	sample-1_41_65330	43534	43638	-	False		
sample-1_41_65330|81|58	sample-1_41_65330	43646	43888	-	False		cl_2709
sample-1_41_65330|48|59	sample-1_41_65330	43967	44110	-	False		
sample-1_41_65330|269|60	sample-1_41_65330	44236	45042	-	False		
sample-1_41_65330|59|61	sample-1_41_65330	45800	45976	-	False		
sample-1_41_65330|125|62	sample-1_41_65330	46038	46412	-	False		
sample-1_41_65330|60|63	sample-1_41_65330	46424	46603	-	False		
sample-1_41_65330|79|64	sample-1_41_65330	46612	46848	-	False		
