protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_1_194036|62|1	sample-1_1_194036	3	188	+	True	gene48	cl_2362
sample-1_1_194036|378|2	sample-1_1_194036	193	1326	+	False		cl_23
sample-1_1_194036|603|3	sample-1_1_194036	1377	3185	+	False		cl_23
sample-1_1_194036|610|4	sample-1_1_194036	3514	5343	+	False		cl_23
sample-1_1_194036|80|5	sample-1_1_194036	5358	5597	+	False		cl_23
sample-1_1_194036|221|6	sample-1_1_194036	5590	6252	+	False	ZnMc_tr	cl_23
sample-1_1_194036|323|7	sample-1_1_194036	6440	7408	+	False		cl_293
sample-1_1_194036|362|8	sample-1_1_194036	7392	8477	+	False		cl_293
sample-1_1_194036|55|9	sample-1_1_194036	8570	8734	+	False		cl_293
sample-1_1_194036|60|10	sample-1_1_194036	8700	8879	+	False		
sample-1_1_194036|49|11	sample-1_1_194036	8869	9015	+	False		
sample-1_1_194036|62|12	sample-1_1_194036	9128	9313	+	False		cl_293
sample-1_1_194036|57|13	sample-1_1_194036	9294	9464	+	False		
sample-1_1_194036|62|14	sample-1_1_194036	9470	9655	+	False		cl_293
sample-1_1_194036|76|15	sample-1_1_194036	9636	9863	+	False		cl_293
sample-1_1_194036|38|16	sample-1_1_194036	9817	9930	+	False		cl_1374
sample-1_1_194036|254|17	sample-1_1_194036	10002	10763	+	False		cl_293
sample-1_1_194036|59|18	sample-1_1_194036	10760	10936	+	False		cl_293
sample-1_1_194036|62|19	sample-1_1_194036	10902	11087	+	False		cl_293
sample-1_1_194036|173|20	sample-1_1_194036	11035	11553	+	False	RNApBprime	cl_293
sample-1_1_194036|87|21	sample-1_1_194036	11522	11782	+	False		cl_293
sample-1_1_194036|355|22	sample-1_1_194036	12052	13116	+	False		cl_293
sample-1_1_194036|93|23	sample-1_1_194036	13095	13373	+	False		cl_293
sample-1_1_194036|64|24	sample-1_1_194036	13370	13561	+	False		cl_293
sample-1_1_194036|457|25	sample-1_1_194036	13698	15068	+	False		cl_293
sample-1_1_194036|37|26	sample-1_1_194036	15065	15175	+	False		cl_293
sample-1_1_194036|87|27	sample-1_1_194036	15135	15395	+	False		cl_293
sample-1_1_194036|53|28	sample-1_1_194036	15370	15528	+	False		cl_293
sample-1_1_194036|52|29	sample-1_1_194036	15696	15851	+	False		cl_293
sample-1_1_194036|163|30	sample-1_1_194036	15871	16359	+	False		cl_293
sample-1_1_194036|203|31	sample-1_1_194036	16385	16993	+	False		cl_293
sample-1_1_194036|428|32	sample-1_1_194036	17053	18336	+	False		cl_293
sample-1_1_194036|426|33	sample-1_1_194036	18308	19585	+	False	long_transcr	cl_293
sample-1_1_194036|105|34	sample-1_1_194036	19996	20310	-	False	RepL	cl_193
sample-1_1_194036|61|35	sample-1_1_194036	20932	21114	-	False		cl_1476
sample-1_1_194036|46|36	sample-1_1_194036	21185	21322	-	False		cl_837
sample-1_1_194036|98|37	sample-1_1_194036	21315	21608	-	False		cl_1373
sample-1_1_194036|228|38	sample-1_1_194036	21620	22303	-	False	DUF2829	cl_30
sample-1_1_194036|31|39	sample-1_1_194036	22340	22432	-	False	dUTP	
sample-1_1_194036|69|40	sample-1_1_194036	22377	22583	-	False	dUTP	cl_2781
sample-1_1_194036|85|41	sample-1_1_194036	22552	22806	-	False	dUTP	cl_25
sample-1_1_194036|35|42	sample-1_1_194036	23004	23108	-	False		cl_901
sample-1_1_194036|82|43	sample-1_1_194036	23185	23430	-	False		cl_1372
sample-1_1_194036|70|44	sample-1_1_194036	23565	23774	-	False	gene34	
sample-1_1_194036|135|45	sample-1_1_194036	23865	24269	-	False	gene34	cl_10
sample-1_1_194036|167|46	sample-1_1_194036	24217	24717	-	False	gene34	cl_10
sample-1_1_194036|35|47	sample-1_1_194036	24832	24936	-	False	Gp157	cl_1474
sample-1_1_194036|43|48	sample-1_1_194036	25026	25154	-	False	Gp157	cl_1474
sample-1_1_194036|165|49	sample-1_1_194036	25145	25639	-	False	Gp157	cl_13
sample-1_1_194036|64|50	sample-1_1_194036	25759	25950	-	False		cl_1718
sample-1_1_194036|47|51	sample-1_1_194036	25931	26071	-	False		cl_800
sample-1_1_194036|59|52	sample-1_1_194036	26222	26398	-	False		cl_1102
sample-1_1_194036|52|53	sample-1_1_194036	26388	26543	-	False		cl_741
sample-1_1_194036|56|54	sample-1_1_194036	26527	26694	-	False		cl_741
sample-1_1_194036|111|55	sample-1_1_194036	26965	27297	-	False	HNH	cl_74
sample-1_1_194036|115|56	sample-1_1_194036	27284	27628	-	False		cl_724
sample-1_1_194036|118|57	sample-1_1_194036	27918	28271	-	False		cl_1122
sample-1_1_194036|422|58	sample-1_1_194036	28228	29493	-	False	DNA_lig	cl_8
sample-1_1_194036|135|59	sample-1_1_194036	29490	29894	-	False		cl_719
sample-1_1_194036|31|60	sample-1_1_194036	29881	29973	-	False		cl_719
sample-1_1_194036|172|61	sample-1_1_194036	29970	30485	-	False	gene23	cl_45
sample-1_1_194036|378|62	sample-1_1_194036	30478	31611	-	False	primase	cl_2
sample-1_1_194036|34|63	sample-1_1_194036	31686	31787	-	False		cl_2363
sample-1_1_194036|196|64	sample-1_1_194036	31747	32334	-	False	ssb	cl_1087
sample-1_1_194036|137|65	sample-1_1_194036	32316	32726	-	False	ssb	cl_51
sample-1_1_194036|252|66	sample-1_1_194036	32898	33653	-	False	gene20	cl_205
sample-1_1_194036|278|67	sample-1_1_194036	33776	34609	-	False	RecT	cl_807
sample-1_1_194036|308|68	sample-1_1_194036	34765	35688	-	False	SNF2	cl_557
sample-1_1_194036|145|69	sample-1_1_194036	35672	36106	-	False	SNF2	cl_557
sample-1_1_194036|42|70	sample-1_1_194036	36108	36233	-	False	SNF2	cl_557
sample-1_1_194036|56|71	sample-1_1_194036	36230	36397	-	False		cl_1328
sample-1_1_194036|32|72	sample-1_1_194036	36612	36707	-	False		cl_1407
sample-1_1_194036|305|73	sample-1_1_194036	36712	37626	-	False	DNApB	cl_1
sample-1_1_194036|460|74	sample-1_1_194036	37604	38983	-	False	DNApB	cl_1
sample-1_1_194036|446|75	sample-1_1_194036	38997	40334	-	False	SF1	cl_5
sample-1_1_194036|61|76	sample-1_1_194036	40273	40455	-	False	SF1	cl_2730
sample-1_1_194036|122|77	sample-1_1_194036	40445	40810	-	False		cl_1294
sample-1_1_194036|100|78	sample-1_1_194036	40815	41114	-	False		cl_775
sample-1_1_194036|104|79	sample-1_1_194036	41068	41379	-	False		cl_742
sample-1_1_194036|51|80	sample-1_1_194036	41357	41509	-	False		cl_756
sample-1_1_194036|107|81	sample-1_1_194036	41530	41850	-	False		cl_1386
sample-1_1_194036|176|82	sample-1_1_194036	42278	42805	-	False		cl_1344
sample-1_1_194036|128|83	sample-1_1_194036	42944	43327	-	False		cl_1401
sample-1_1_194036|52|84	sample-1_1_194036	43344	43499	-	False		cl_774
sample-1_1_194036|78|85	sample-1_1_194036	43573	43806	-	False		cl_1643
sample-1_1_194036|45|86	sample-1_1_194036	44312	44446	-	False		cl_1530
sample-1_1_194036|60|87	sample-1_1_194036	44697	44876	-	False		cl_2219
sample-1_1_194036|178|88	sample-1_1_194036	46583	47116	-	False		cl_751
sample-1_1_194036|40|89	sample-1_1_194036	47435	47554	-	False		cl_1526
sample-1_1_194036|72|90	sample-1_1_194036	47590	47805	-	False		cl_1969
sample-1_1_194036|83|91	sample-1_1_194036	48800	49048	+	False		cl_725
sample-1_1_194036|137|92	sample-1_1_194036	48997	49407	+	False		cl_725
sample-1_1_194036|30|93	sample-1_1_194036	49827	49916	+	False		cl_1297
sample-1_1_194036|84|94	sample-1_1_194036	49926	50177	+	False	gene86	cl_40
sample-1_1_194036|73|95	sample-1_1_194036	50329	50547	+	False	gene86	cl_40
sample-1_1_194036|130|96	sample-1_1_194036	50649	51038	+	False	PDDEXK_alpha	cl_336
sample-1_1_194036|54|97	sample-1_1_194036	51001	51162	+	False		
sample-1_1_194036|65|98	sample-1_1_194036	51162	51356	+	False		
