protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_18_96565|268|1	sample-1_18_96565	3	806	-	True	PDDEXK_beta	cl_28
sample-1_18_96565|221|2	sample-1_18_96565	796	1458	-	False	MPP	cl_47
sample-1_18_96565|129|3	sample-1_18_96565	1507	1893	-	False	gene48b	cl_37
sample-1_18_96565|336|4	sample-1_18_96565	1838	2845	-	False	primase	cl_2
sample-1_18_96565|210|5	sample-1_18_96565	3155	3784	-	False	p9	cl_31
sample-1_18_96565|247|6	sample-1_18_96565	3801	4541	-	False	ATP_43b	cl_230
sample-1_18_96565|172|7	sample-1_18_96565	4618	5133	-	False		cl_577
sample-1_18_96565|327|8	sample-1_18_96565	5148	6128	-	False	DnaB	cl_18
sample-1_18_96565|190|9	sample-1_18_96565	6109	6678	-	False	Rep_Org	cl_27
sample-1_18_96565|686|10	sample-1_18_96565	6736	8793	-	False	DNApB	cl_1
sample-1_18_96565|264|11	sample-1_18_96565	8845	9636	-	False	p13	cl_680
sample-1_18_96565|72|12	sample-1_18_96565	9653	9868	-	False		cl_1523
sample-1_18_96565|176|13	sample-1_18_96565	9871	10398	-	False	cons1	cl_1132
sample-1_18_96565|400|14	sample-1_18_96565	10620	11819	-	False	p15	cl_670
sample-1_18_96565|142|15	sample-1_18_96565	13925	14350	-	False		cl_651
sample-1_18_96565|134|16	sample-1_18_96565	14340	14741	-	False		cl_672
sample-1_18_96565|508|17	sample-1_18_96565	14803	16326	-	False	p4	cl_288
sample-1_18_96565|124|18	sample-1_18_96565	16401	16772	-	False		cl_654
sample-1_18_96565|187|19	sample-1_18_96565	16788	17348	-	False	RpoE	cl_36
sample-1_18_96565|131|20	sample-1_18_96565	17498	17890	-	False		cl_681
sample-1_18_96565|166|21	sample-1_18_96565	17841	18338	-	False		cl_671
sample-1_18_96565|62|22	sample-1_18_96565	18335	18520	-	False		cl_766
sample-1_18_96565|93|23	sample-1_18_96565	18511	18789	-	False		cl_705
sample-1_18_96565|67|24	sample-1_18_96565	18817	19017	-	False		cl_2181
sample-1_18_96565|71|25	sample-1_18_96565	19040	19252	-	False		cl_1941
sample-1_18_96565|156|26	sample-1_18_96565	20156	20623	-	False		cl_691
sample-1_18_96565|74|27	sample-1_18_96565	20662	20883	-	False		cl_1395
sample-1_18_96565|100|28	sample-1_18_96565	20897	21196	-	False		cl_1195
sample-1_18_96565|49|29	sample-1_18_96565	21425	21571	-	False		cl_1362
sample-1_18_96565|162|30	sample-1_18_96565	21644	22129	-	False		cl_898
sample-1_18_96565|88|31	sample-1_18_96565	22147	22410	-	False		cl_668
sample-1_18_96565|82|32	sample-1_18_96565	22392	22637	-	False		cl_2052
sample-1_18_96565|150|33	sample-1_18_96565	23046	23495	-	False		cl_183
sample-1_18_96565|124|34	sample-1_18_96565	23536	23907	-	False		cl_1287
sample-1_18_96565|102|35	sample-1_18_96565	23927	24232	-	False		cl_221
sample-1_18_96565|62|36	sample-1_18_96565	24357	24542	-	False		cl_1975
sample-1_18_96565|76|37	sample-1_18_96565	24772	24999	+	False		
sample-1_18_96565|149|38	sample-1_18_96565	24996	25442	-	False		cl_1336
sample-1_18_96565|55|39	sample-1_18_96565	26616	26780	-	False		
sample-1_18_96565|218|40	sample-1_18_96565	26869	27522	-	False		cl_580
sample-1_18_96565|158|41	sample-1_18_96565	27770	28243	+	False		cl_1531
sample-1_18_96565|73|42	sample-1_18_96565	28215	28433	+	False		cl_1279
sample-1_18_96565|303|43	sample-1_18_96565	28435	29343	+	False	Thy1	cl_7
sample-1_18_96565|64|44	sample-1_18_96565	29503	29694	+	False		cl_251
sample-1_18_96565|87|45	sample-1_18_96565	29691	29951	+	False		cl_2086
sample-1_18_96565|105|46	sample-1_18_96565	29929	30243	+	False	p2	cl_716
sample-1_18_96565|120|47	sample-1_18_96565	30472	30831	+	False		cl_34
sample-1_18_96565|126|48	sample-1_18_96565	30977	31354	+	False		cl_50
sample-1_18_96565|126|49	sample-1_18_96565	31347	31724	+	False	phage_O	cl_49
sample-1_18_96565|126|50	sample-1_18_96565	31714	32091	+	False		cl_560
sample-1_18_96565|65|51	sample-1_18_96565	32063	32257	+	False		cl_59
sample-1_18_96565|141|52	sample-1_18_96565	32238	32660	+	False	ZnMc	cl_794
sample-1_18_96565|127|53	sample-1_18_96565	32666	33046	+	False		cl_684
sample-1_18_96565|122|54	sample-1_18_96565	33107	33472	+	False		cl_224
sample-1_18_96565|105|55	sample-1_18_96565	33474	33788	+	False		cl_613
sample-1_18_96565|177|56	sample-1_18_96565	33775	34305	+	False	gene86	cl_197
sample-1_18_96565|46|57	sample-1_18_96565	34363	34500	+	False		cl_697
sample-1_18_96565|694|58	sample-1_18_96565	34940	37021	+	False	TerL	cl_6
sample-1_18_96565|827|59	sample-1_18_96565	37063	39543	+	False	portal	cl_4
sample-1_18_96565|155|60	sample-1_18_96565	39546	40010	+	False		cl_575
sample-1_18_96565|243|61	sample-1_18_96565	40122	40850	+	False	ZnMc	cl_526
sample-1_18_96565|127|62	sample-1_18_96565	40866	41246	+	False	ZnMc	cl_526
sample-1_18_96565|86|63	sample-1_18_96565	41215	41472	+	False	gene49	cl_16
sample-1_18_96565|389|64	sample-1_18_96565	41494	42660	+	False	gene77	cl_824
sample-1_18_96565|491|65	sample-1_18_96565	42692	44164	+	False	MCP	cl_3
sample-1_18_96565|251|66	sample-1_18_96565	44240	44992	+	False	gene75	cl_26
sample-1_18_96565|237|67	sample-1_18_96565	44992	45702	+	False	gene74	cl_457
sample-1_18_96565|223|68	sample-1_18_96565	45705	46373	+	False	gene74	cl_29
sample-1_18_96565|325|69	sample-1_18_96565	46470	47444	+	False	gene73	cl_1350
sample-1_18_96565|233|70	sample-1_18_96565	47545	48243	+	False		cl_570
sample-1_18_96565|1100|71	sample-1_18_96565	48255	51554	+	False		cl_22
sample-1_18_96565|135|72	sample-1_18_96565	51565	51969	+	False		cl_1272
sample-1_18_96565|524|73	sample-1_18_96565	51953	53524	+	False		cl_115
sample-1_18_96565|588|74	sample-1_18_96565	53586	55349	+	False		cl_2024
sample-1_18_96565|550|75	sample-1_18_96565	55342	56991	+	False	BACON	cl_216
sample-1_18_96565|64|76	sample-1_18_96565	56991	57182	+	False		cl_202
sample-1_18_96565|93|77	sample-1_18_96565	57325	57603	+	False	Pept_M15	cl_1588
sample-1_18_96565|281|78	sample-1_18_96565	57607	58449	+	False		cl_494
sample-1_18_96565|207|79	sample-1_18_96565	58455	59075	+	False		cl_1357
sample-1_18_96565|361|80	sample-1_18_96565	59075	60157	+	False	BACON	cl_38
sample-1_18_96565|857|81	sample-1_18_96565	60256	62826	+	False		cl_115
sample-1_18_96565|218|82	sample-1_18_96565	63023	63676	+	False	RT_G2	cl_15
sample-1_18_96565|170|83	sample-1_18_96565	63791	64300	+	False	holin	cl_54
sample-1_18_96565|213|84	sample-1_18_96565	64272	64910	+	False		cl_35
sample-1_18_96565|258|85	sample-1_18_96565	64947	65720	+	False		cl_755
sample-1_18_96565|143|86	sample-1_18_96565	65739	66167	+	False		cl_456
sample-1_18_96565|188|87	sample-1_18_96565	66216	66779	+	False		cl_530
sample-1_18_96565|215|88	sample-1_18_96565	66915	67559	+	False	IHF_54	cl_32
sample-1_18_96565|101|89	sample-1_18_96565	67714	68016	+	False	IHF_53	cl_33
sample-1_18_96565|314|90	sample-1_18_96565	68013	68954	+	False	Ttub	cl_17
sample-1_18_96565|1391|91	sample-1_18_96565	68951	73123	+	False	Tstab	cl_1492
sample-1_18_96565|629|92	sample-1_18_96565	73125	75011	+	False	gene49	cl_60
sample-1_18_96565|588|93	sample-1_18_96565	75011	76774	+	False		cl_73
sample-1_18_96565|4646|94	sample-1_18_96565	76780	90717	+	False		cl_5
sample-1_18_96565|1710|95	sample-1_18_96565	90720	95849	+	False	long_transcr	cl_44
sample-1_18_96565|144|96	sample-1_18_96565	95864	96295	-	False	gene53b	cl_1365
sample-1_18_96565|45|97	sample-1_18_96565	96282	96416	-	False		cl_2317
sample-1_18_96565|57|98	sample-1_18_96565	96394	96564	-	True	PDDEXK_beta	cl_28
