protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_7_152939|77|1	sample-1_7_152939	3	233	+	True	37eps	cl_858
sample-1_7_152939|417|2	sample-1_7_152939	241	1491	+	False	TerL	cl_117
sample-1_7_152939|407|3	sample-1_7_152939	1787	3007	+	False	TerL	cl_6
sample-1_7_152939|612|4	sample-1_7_152939	3049	4884	+	False	portal	cl_625
sample-1_7_152939|298|5	sample-1_7_152939	4916	5809	+	False	portal	cl_625
sample-1_7_152939|389|6	sample-1_7_152939	5936	7102	+	False		cl_1145
sample-1_7_152939|567|7	sample-1_7_152939	7125	8825	+	False	MCP	cl_452
sample-1_7_152939|338|8	sample-1_7_152939	8903	9916	+	False	gene75	cl_467
sample-1_7_152939|208|9	sample-1_7_152939	10073	10696	+	False	gene74	cl_468
sample-1_7_152939|143|10	sample-1_7_152939	10839	11267	+	False	1eps	cl_373
sample-1_7_152939|478|11	sample-1_7_152939	11394	12827	+	False	1eps	cl_373
sample-1_7_152939|581|12	sample-1_7_152939	12919	14661	+	False	2eps	cl_411
sample-1_7_152939|95|13	sample-1_7_152939	14673	14957	+	False		cl_1151
sample-1_7_152939|171|14	sample-1_7_152939	14957	15469	+	False	36eps	cl_1603
sample-1_7_152939|116|15	sample-1_7_152939	16044	16391	+	False	36eps	cl_375
sample-1_7_152939|44|16	sample-1_7_152939	16391	16522	+	False		cl_2703
sample-1_7_152939|76|17	sample-1_7_152939	16831	17058	+	False	36eps	cl_375
sample-1_7_152939|91|18	sample-1_7_152939	17060	17332	+	False		cl_602
sample-1_7_152939|73|19	sample-1_7_152939	17418	17636	+	False		cl_1136
sample-1_7_152939|354|20	sample-1_7_152939	17639	18700	+	False	38eps	cl_307
sample-1_7_152939|371|21	sample-1_7_152939	18716	19828	+	False	39eps	cl_120
sample-1_7_152939|154|22	sample-1_7_152939	19960	20421	+	False	Pept_M15	cl_108
sample-1_7_152939|117|23	sample-1_7_152939	20660	21010	+	False	60eps	cl_2704
sample-1_7_152939|151|24	sample-1_7_152939	21007	21459	+	False		cl_1182
sample-1_7_152939|70|25	sample-1_7_152939	21543	21752	+	False		cl_497
sample-1_7_152939|229|26	sample-1_7_152939	21736	22422	+	False	62eps	cl_2713
sample-1_7_152939|109|27	sample-1_7_152939	22444	22770	+	False	63eps	cl_520
sample-1_7_152939|84|28	sample-1_7_152939	22772	23023	+	False		cl_535
sample-1_7_152939|44|29	sample-1_7_152939	23020	23151	+	False	BACON	cl_1152
sample-1_7_152939|155|30	sample-1_7_152939	23195	23659	+	False	BACON	cl_888
sample-1_7_152939|528|31	sample-1_7_152939	23662	25245	+	False		cl_1025
sample-1_7_152939|173|32	sample-1_7_152939	25220	25738	+	False		cl_1025
sample-1_7_152939|473|33	sample-1_7_152939	26224	27642	+	False	RT_G2	cl_15
sample-1_7_152939|118|34	sample-1_7_152939	27701	28054	+	False	64eps	cl_1187
sample-1_7_152939|92|35	sample-1_7_152939	28029	28304	+	False		cl_508
sample-1_7_152939|141|36	sample-1_7_152939	28288	28710	+	False	65eps	cl_516
sample-1_7_152939|129|37	sample-1_7_152939	28727	29113	+	False	66eps	cl_501
sample-1_7_152939|267|38	sample-1_7_152939	29095	29895	+	False		cl_495
sample-1_7_152939|436|39	sample-1_7_152939	29895	31202	+	False	BACON	cl_1446
sample-1_7_152939|1012|40	sample-1_7_152939	31350	34385	+	False	BACON	cl_505
sample-1_7_152939|41|41	sample-1_7_152939	34499	34621	+	False		cl_1190
sample-1_7_152939|60|42	sample-1_7_152939	34922	35101	+	False		cl_1110
sample-1_7_152939|130|43	sample-1_7_152939	35070	35459	+	False		cl_1179
sample-1_7_152939|235|44	sample-1_7_152939	35456	36160	+	False	IHF_54	cl_513
sample-1_7_152939|147|45	sample-1_7_152939	36284	36724	+	False	IHF_53	cl_515
sample-1_7_152939|320|46	sample-1_7_152939	36844	37803	+	False	Panti	cl_369
sample-1_7_152939|299|47	sample-1_7_152939	37887	38783	+	False	Ttub	cl_518
sample-1_7_152939|56|48	sample-1_7_152939	38780	38947	+	False		cl_1396
sample-1_7_152939|243|49	sample-1_7_152939	38949	39677	+	False	BACON	cl_38
sample-1_7_152939|373|50	sample-1_7_152939	39682	40800	+	False	43eps	cl_454
sample-1_7_152939|154|51	sample-1_7_152939	40797	41258	+	False		cl_1488
sample-1_7_152939|158|52	sample-1_7_152939	41251	41724	+	False		cl_1148
sample-1_7_152939|248|53	sample-1_7_152939	41728	42471	+	False		cl_1034
sample-1_7_152939|170|54	sample-1_7_152939	42481	42990	+	False		cl_1477
sample-1_7_152939|2258|55	sample-1_7_152939	43071	49844	+	False	Tstab	cl_514
sample-1_7_152939|204|56	sample-1_7_152939	49888	50499	-	False	MUG113	cl_786
sample-1_7_152939|545|57	sample-1_7_152939	51114	52748	+	False		cl_900
sample-1_7_152939|140|58	sample-1_7_152939	52855	53274	+	False		cl_568
sample-1_7_152939|994|59	sample-1_7_152939	53258	56239	+	False	lysozyme_gene42_IAS	cl_446
sample-1_7_152939|342|60	sample-1_7_152939	57027	58052	+	False	59eps	cl_946
sample-1_7_152939|382|61	sample-1_7_152939	58121	59266	+	False		cl_440
sample-1_7_152939|552|62	sample-1_7_152939	59300	60955	+	False		cl_440
sample-1_7_152939|1020|63	sample-1_7_152939	60955	64014	+	False	gene48	cl_506
sample-1_7_152939|2214|64	sample-1_7_152939	64007	70648	+	False	long_transcr	cl_519
sample-1_7_152939|177|65	sample-1_7_152939	70651	71181	+	False		cl_1359
sample-1_7_152939|752|66	sample-1_7_152939	71208	73463	+	False		cl_257
sample-1_7_152939|66|67	sample-1_7_152939	73689	73886	+	False		cl_294
sample-1_7_152939|203|68	sample-1_7_152939	74220	74828	+	False	MUG113	cl_786
sample-1_7_152939|336|69	sample-1_7_152939	75011	76018	+	False		cl_552
sample-1_7_152939|126|70	sample-1_7_152939	76079	76456	+	False		cl_534
sample-1_7_152939|163|71	sample-1_7_152939	76513	77001	+	False	gene86	cl_168
sample-1_7_152939|126|72	sample-1_7_152939	77009	77386	+	False		cl_528
sample-1_7_152939|98|73	sample-1_7_152939	77480	77773	+	False		cl_533
sample-1_7_152939|59|74	sample-1_7_152939	77938	78114	+	False		cl_2148
sample-1_7_152939|76|75	sample-1_7_152939	78242	78469	+	False		cl_1189
sample-1_7_152939|73|76	sample-1_7_152939	78466	78684	+	False		cl_1185
sample-1_7_152939|68|77	sample-1_7_152939	78681	78884	+	False		cl_1445
sample-1_7_152939|258|78	sample-1_7_152939	78884	79657	+	False	DUF2829	cl_1141
sample-1_7_152939|92|79	sample-1_7_152939	79654	79929	+	False		cl_596
sample-1_7_152939|102|80	sample-1_7_152939	79933	80238	+	False		cl_1155
sample-1_7_152939|117|81	sample-1_7_152939	80261	80611	+	False		cl_1254
sample-1_7_152939|107|82	sample-1_7_152939	80608	80928	+	False		cl_1351
sample-1_7_152939|108|83	sample-1_7_152939	80958	81281	+	False		cl_500
sample-1_7_152939|2149|84	sample-1_7_152939	81423	87869	+	False	long_transcr	cl_828
sample-1_7_152939|246|85	sample-1_7_152939	88080	88817	+	False		cl_1478
sample-1_7_152939|163|86	sample-1_7_152939	88907	89395	-	False		cl_981
sample-1_7_152939|79|87	sample-1_7_152939	89397	89633	-	False		cl_1370
sample-1_7_152939|64|88	sample-1_7_152939	89641	89832	-	False		cl_1181
sample-1_7_152939|238|89	sample-1_7_152939	89829	90542	-	False	rIIB	cl_1175
sample-1_7_152939|174|90	sample-1_7_152939	90535	91056	-	False		cl_1170
sample-1_7_152939|392|91	sample-1_7_152939	91056	92231	-	False	Dcm	cl_973
sample-1_7_152939|80|92	sample-1_7_152939	92236	92475	-	False		cl_1793
sample-1_7_152939|33|93	sample-1_7_152939	92447	92545	-	False		cl_1527
sample-1_7_152939|183|94	sample-1_7_152939	92542	93090	-	False	p2	cl_716
sample-1_7_152939|114|95	sample-1_7_152939	93144	93485	-	False		cl_1668
sample-1_7_152939|102|96	sample-1_7_152939	93463	93768	-	False		cl_1194
sample-1_7_152939|119|97	sample-1_7_152939	93769	94125	-	False		cl_1149
sample-1_7_152939|475|98	sample-1_7_152939	94122	95546	-	False	SNF2	cl_486
sample-1_7_152939|129|99	sample-1_7_152939	95533	95919	-	False		cl_1158
sample-1_7_152939|108|100	sample-1_7_152939	95926	96249	-	False		cl_1150
sample-1_7_152939|57|101	sample-1_7_152939	96249	96419	-	False		cl_1176
sample-1_7_152939|339|102	sample-1_7_152939	96416	97432	-	False	PDDEXK	cl_485
sample-1_7_152939|120|103	sample-1_7_152939	97432	97791	-	False		cl_1191
sample-1_7_152939|567|104	sample-1_7_152939	97945	99645	-	False		cl_441
sample-1_7_152939|165|105	sample-1_7_152939	99678	100172	-	False		cl_321
sample-1_7_152939|84|106	sample-1_7_152939	100162	100413	-	False	AcpP	cl_1188
sample-1_7_152939|238|107	sample-1_7_152939	100401	101114	-	False	46eps	cl_483
sample-1_7_152939|66|108	sample-1_7_152939	101117	101314	-	False	52eps	cl_1050
sample-1_7_152939|201|109	sample-1_7_152939	101330	101932	-	False	48eps	cl_1000
sample-1_7_152939|375|110	sample-1_7_152939	101948	103072	-	False	DnaB	cl_18
sample-1_7_152939|93|111	sample-1_7_152939	103050	103328	-	False		cl_472
sample-1_7_152939|189|112	sample-1_7_152939	103379	103945	-	False	DUF3268	cl_470
sample-1_7_152939|86|113	sample-1_7_152939	103912	104169	-	False		cl_1143
sample-1_7_152939|117|114	sample-1_7_152939	104171	104521	-	False	9eps	cl_1120
sample-1_7_152939|338|115	sample-1_7_152939	104499	105512	-	False	10eps	cl_465
sample-1_7_152939|117|116	sample-1_7_152939	105505	105855	-	False		cl_1646
sample-1_7_152939|78|117	sample-1_7_152939	105852	106085	-	False		cl_1680
sample-1_7_152939|439|118	sample-1_7_152939	106082	107398	-	False	PDDEXK	cl_531
sample-1_7_152939|59|119	sample-1_7_152939	107395	107571	-	False		cl_1547
sample-1_7_152939|157|120	sample-1_7_152939	107555	108025	-	False	12eps	cl_471
sample-1_7_152939|157|121	sample-1_7_152939	108254	108724	-	False	DUF4494	cl_1656
sample-1_7_152939|85|122	sample-1_7_152939	108736	108990	-	False		cl_1173
sample-1_7_152939|222|123	sample-1_7_152939	109067	109732	-	False	13eps	cl_1169
sample-1_7_152939|68|124	sample-1_7_152939	109729	109932	-	False		cl_1174
sample-1_7_152939|112|125	sample-1_7_152939	109954	110289	-	False		cl_1104
sample-1_7_152939|87|126	sample-1_7_152939	110307	110567	-	False		
sample-1_7_152939|88|127	sample-1_7_152939	110582	110845	-	False		cl_2210
sample-1_7_152939|47|128	sample-1_7_152939	110852	110992	-	False		cl_1568
sample-1_7_152939|249|129	sample-1_7_152939	110999	111745	-	False		cl_1399
sample-1_7_152939|84|130	sample-1_7_152939	111764	112015	-	False		cl_1358
sample-1_7_152939|128|131	sample-1_7_152939	112040	112423	-	False	15eps	cl_1347
sample-1_7_152939|105|132	sample-1_7_152939	112420	112734	-	False		cl_1551
sample-1_7_152939|52|133	sample-1_7_152939	112900	113055	-	False		cl_2211
sample-1_7_152939|221|134	sample-1_7_152939	113074	113736	-	False		cl_1355
sample-1_7_152939|85|135	sample-1_7_152939	113755	114009	-	False		cl_1447
sample-1_7_152939|156|136	sample-1_7_152939	114135	114602	-	False	18eps	cl_1112
sample-1_7_152939|246|137	sample-1_7_152939	114605	115342	-	False	19eps	cl_877
sample-1_7_152939|248|138	sample-1_7_152939	115347	116090	-	False	19eps	cl_891
sample-1_7_152939|355|139	sample-1_7_152939	116131	117195	-	False	21eps	cl_640
sample-1_7_152939|97|140	sample-1_7_152939	117208	117498	-	False		cl_1111
sample-1_7_152939|299|141	sample-1_7_152939	117507	118403	-	False	22eps	cl_762
sample-1_7_152939|85|142	sample-1_7_152939	118415	118669	-	False		cl_730
sample-1_7_152939|102|143	sample-1_7_152939	118660	118965	-	False		cl_2299
sample-1_7_152939|131|144	sample-1_7_152939	118967	119359	-	False	23eps	cl_799
sample-1_7_152939|138|145	sample-1_7_152939	119397	119810	-	False		cl_1437
sample-1_7_152939|270|146	sample-1_7_152939	119954	120763	-	False		cl_1507
sample-1_7_152939|151|147	sample-1_7_152939	120775	121227	-	False		cl_1343
sample-1_7_152939|99|148	sample-1_7_152939	121237	121533	-	False		cl_1209
sample-1_7_152939|156|149	sample-1_7_152939	121568	122035	-	False		
sample-1_7_152939|97|150	sample-1_7_152939	122037	122327	-	False		cl_1644
sample-1_7_152939|157|151	sample-1_7_152939	122339	122809	-	False		cl_1645
sample-1_7_152939|63|152	sample-1_7_152939	122912	123100	-	False		cl_1431
sample-1_7_152939|123|153	sample-1_7_152939	123087	123455	-	False		cl_1342
sample-1_7_152939|172|154	sample-1_7_152939	123442	123957	-	False		cl_1308
sample-1_7_152939|84|155	sample-1_7_152939	123954	124205	-	False		cl_1273
sample-1_7_152939|135|156	sample-1_7_152939	124284	124688	-	False		cl_1140
sample-1_7_152939|128|157	sample-1_7_152939	124672	125055	-	False		cl_1119
sample-1_7_152939|90|158	sample-1_7_152939	125148	125417	-	False		cl_1142
sample-1_7_152939|128|159	sample-1_7_152939	125429	125812	-	False		cl_1171
sample-1_7_152939|98|160	sample-1_7_152939	125763	126056	-	False		cl_1192
sample-1_7_152939|83|161	sample-1_7_152939	126037	126285	-	False		cl_469
sample-1_7_152939|270|162	sample-1_7_152939	126349	127158	-	False		cl_1186
sample-1_7_152939|85|163	sample-1_7_152939	127155	127409	-	False		cl_504
sample-1_7_152939|105|164	sample-1_7_152939	127529	127843	-	False		cl_1267
sample-1_7_152939|116|165	sample-1_7_152939	127852	128199	-	False		cl_180
sample-1_7_152939|135|166	sample-1_7_152939	128196	128600	-	False		cl_1609
sample-1_7_152939|131|167	sample-1_7_152939	128617	129009	+	False		
sample-1_7_152939|87|168	sample-1_7_152939	128935	129195	-	False		cl_1292
sample-1_7_152939|69|169	sample-1_7_152939	130106	130312	-	False		cl_1178
sample-1_7_152939|57|170	sample-1_7_152939	130335	130505	-	False		cl_1500
sample-1_7_152939|180|171	sample-1_7_152939	131087	131626	-	False	55eps	cl_484
sample-1_7_152939|131|172	sample-1_7_152939	132238	132630	-	False		cl_1904
sample-1_7_152939|319|173	sample-1_7_152939	132627	133583	-	False	DHH	cl_1002
sample-1_7_152939|225|174	sample-1_7_152939	133755	134429	-	False	PNP	cl_1153
sample-1_7_152939|141|175	sample-1_7_152939	134431	134853	-	False		cl_1139
sample-1_7_152939|373|176	sample-1_7_152939	134933	136051	-	False		cl_1719
sample-1_7_152939|219|177	sample-1_7_152939	136170	136826	+	False	BACON	cl_2212
sample-1_7_152939|90|178	sample-1_7_152939	136857	137126	-	False		cl_1133
sample-1_7_152939|231|179	sample-1_7_152939	137123	137815	-	False	58eps	cl_480
sample-1_7_152939|242|180	sample-1_7_152939	138334	139059	-	False		cl_1105
