protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_4_157545|77|1	sample-1_4_157545	3	233	+	True	37eps	cl_858
sample-1_4_157545|417|2	sample-1_4_157545	241	1491	+	False	TerL	cl_117
sample-1_4_157545|407|3	sample-1_4_157545	1787	3007	+	False	TerL	cl_6
sample-1_4_157545|612|4	sample-1_4_157545	3049	4884	+	False	portal	cl_625
sample-1_4_157545|298|5	sample-1_4_157545	4916	5809	+	False	portal	cl_625
sample-1_4_157545|389|6	sample-1_4_157545	5936	7102	+	False		cl_1145
sample-1_4_157545|567|7	sample-1_4_157545	7125	8825	+	False	MCP	cl_452
sample-1_4_157545|357|8	sample-1_4_157545	8846	9916	+	False	gene75	cl_467
sample-1_4_157545|208|9	sample-1_4_157545	10073	10696	+	False	gene74	cl_468
sample-1_4_157545|143|10	sample-1_4_157545	10839	11267	+	False	1eps	cl_373
sample-1_4_157545|478|11	sample-1_4_157545	11394	12827	+	False	1eps	cl_373
sample-1_4_157545|581|12	sample-1_4_157545	12919	14661	+	False	2eps	cl_411
sample-1_4_157545|95|13	sample-1_4_157545	14673	14957	+	False		cl_1151
sample-1_4_157545|171|14	sample-1_4_157545	14957	15469	+	False	36eps	cl_1603
sample-1_4_157545|73|15	sample-1_4_157545	15411	15629	+	False	36eps	cl_375
sample-1_4_157545|116|16	sample-1_4_157545	16044	16391	+	False	36eps	cl_375
sample-1_4_157545|44|17	sample-1_4_157545	16391	16522	+	False		cl_2703
sample-1_4_157545|76|18	sample-1_4_157545	16831	17058	+	False	36eps	cl_375
sample-1_4_157545|91|19	sample-1_4_157545	17060	17332	+	False		cl_602
sample-1_4_157545|64|20	sample-1_4_157545	17445	17636	+	False		cl_1136
sample-1_4_157545|354|21	sample-1_4_157545	17639	18700	+	False	38eps	cl_307
sample-1_4_157545|371|22	sample-1_4_157545	18716	19828	+	False	39eps	cl_120
sample-1_4_157545|154|23	sample-1_4_157545	19960	20421	+	False	Pept_M15	cl_108
sample-1_4_157545|196|24	sample-1_4_157545	20423	21010	+	False	60eps	cl_536
sample-1_4_157545|156|25	sample-1_4_157545	20992	21459	+	False		cl_1182
sample-1_4_157545|70|26	sample-1_4_157545	21543	21752	+	False		cl_497
sample-1_4_157545|229|27	sample-1_4_157545	21736	22422	+	False	62eps	cl_2713
sample-1_4_157545|109|28	sample-1_4_157545	22444	22770	+	False	63eps	cl_520
sample-1_4_157545|84|29	sample-1_4_157545	22772	23023	+	False		cl_535
sample-1_4_157545|44|30	sample-1_4_157545	23020	23151	+	False	BACON	cl_1152
sample-1_4_157545|155|31	sample-1_4_157545	23195	23659	+	False	BACON	cl_888
sample-1_4_157545|528|32	sample-1_4_157545	23662	25245	+	False		cl_1025
sample-1_4_157545|173|33	sample-1_4_157545	25220	25738	+	False		cl_1025
sample-1_4_157545|473|34	sample-1_4_157545	26224	27642	+	False	RT_G2	cl_15
sample-1_4_157545|118|35	sample-1_4_157545	27701	28054	+	False	64eps	cl_1187
sample-1_4_157545|92|36	sample-1_4_157545	28029	28304	+	False		cl_508
sample-1_4_157545|141|37	sample-1_4_157545	28288	28710	+	False	65eps	cl_516
sample-1_4_157545|129|38	sample-1_4_157545	28727	29113	+	False	66eps	cl_501
sample-1_4_157545|249|39	sample-1_4_157545	29135	29881	+	False		cl_495
sample-1_4_157545|169|40	sample-1_4_157545	29878	30384	+	False	BACON	cl_505
sample-1_4_157545|1313|41	sample-1_4_157545	30420	34358	+	False	BACON	cl_1446
sample-1_4_157545|41|42	sample-1_4_157545	34472	34594	+	False		cl_1190
sample-1_4_157545|139|43	sample-1_4_157545	34657	35073	+	False		cl_1110
sample-1_4_157545|130|44	sample-1_4_157545	35042	35431	+	False		cl_1179
sample-1_4_157545|235|45	sample-1_4_157545	35428	36132	+	False	IHF_54	cl_513
sample-1_4_157545|165|46	sample-1_4_157545	36204	36698	+	False	IHF_53	cl_515
sample-1_4_157545|318|47	sample-1_4_157545	36800	37753	+	False	Panti	cl_369
sample-1_4_157545|299|48	sample-1_4_157545	37837	38733	+	False	Ttub	cl_518
sample-1_4_157545|55|49	sample-1_4_157545	38730	38894	+	False		cl_1396
sample-1_4_157545|243|50	sample-1_4_157545	38900	39628	+	False	BACON	cl_38
sample-1_4_157545|377|51	sample-1_4_157545	39633	40763	+	False	43eps	cl_454
sample-1_4_157545|154|52	sample-1_4_157545	40747	41208	+	False		cl_1488
sample-1_4_157545|157|53	sample-1_4_157545	41201	41671	+	False		cl_1148
sample-1_4_157545|259|54	sample-1_4_157545	41675	42451	+	False		cl_1034
sample-1_4_157545|2288|55	sample-1_4_157545	42530	49393	+	False	Tstab	cl_514
sample-1_4_157545|545|56	sample-1_4_157545	50090	51724	+	False		cl_900
sample-1_4_157545|283|57	sample-1_4_157545	51870	52718	-	False	InsQ_trans	cl_790
sample-1_4_157545|140|58	sample-1_4_157545	53066	53485	+	False		cl_568
sample-1_4_157545|752|59	sample-1_4_157545	53469	55724	+	False	lysozyme_gene42_IAS	cl_446
sample-1_4_157545|340|60	sample-1_4_157545	56476	57495	+	False	59eps	cl_946
sample-1_4_157545|779|61	sample-1_4_157545	57564	59900	+	False		cl_440
sample-1_4_157545|159|62	sample-1_4_157545	59941	60417	+	False		cl_440
sample-1_4_157545|1008|63	sample-1_4_157545	60417	63440	+	False	gene48	cl_506
sample-1_4_157545|2137|64	sample-1_4_157545	63444	69854	+	False	long_transcr	cl_519
sample-1_4_157545|193|65	sample-1_4_157545	69857	70435	+	False		cl_2170
sample-1_4_157545|753|66	sample-1_4_157545	70477	72735	+	False		cl_257
sample-1_4_157545|203|67	sample-1_4_157545	73487	74095	+	False	MUG113	cl_786
sample-1_4_157545|336|68	sample-1_4_157545	74278	75285	+	False		cl_552
sample-1_4_157545|126|69	sample-1_4_157545	75346	75723	+	False		cl_534
sample-1_4_157545|163|70	sample-1_4_157545	75780	76268	+	False	gene86	cl_168
sample-1_4_157545|123|71	sample-1_4_157545	76276	76644	+	False		cl_528
sample-1_4_157545|98|72	sample-1_4_157545	76738	77031	+	False		cl_533
sample-1_4_157545|59|73	sample-1_4_157545	77196	77372	+	False		cl_2148
sample-1_4_157545|76|74	sample-1_4_157545	77500	77727	+	False		cl_1189
sample-1_4_157545|72|75	sample-1_4_157545	77724	77939	+	False		cl_1185
sample-1_4_157545|212|76	sample-1_4_157545	77960	78595	+	False		cl_1423
sample-1_4_157545|292|77	sample-1_4_157545	78619	79494	+	False	DUF2829	cl_1141
sample-1_4_157545|92|78	sample-1_4_157545	79491	79766	+	False		cl_596
sample-1_4_157545|102|79	sample-1_4_157545	79770	80075	+	False		cl_1155
sample-1_4_157545|117|80	sample-1_4_157545	80093	80443	+	False		cl_1254
sample-1_4_157545|106|81	sample-1_4_157545	80440	80757	+	False		cl_1351
sample-1_4_157545|57|82	sample-1_4_157545	80747	80917	+	False		cl_1559
sample-1_4_157545|129|83	sample-1_4_157545	80904	81290	+	False		cl_500
sample-1_4_157545|2138|84	sample-1_4_157545	81433	87846	+	False	long_transcr	cl_828
sample-1_4_157545|206|85	sample-1_4_157545	88060	88677	+	False		cl_729
sample-1_4_157545|246|86	sample-1_4_157545	88682	89419	+	False		cl_1478
sample-1_4_157545|163|87	sample-1_4_157545	89509	89997	-	False		cl_981
sample-1_4_157545|78|88	sample-1_4_157545	89999	90232	-	False		cl_1370
sample-1_4_157545|64|89	sample-1_4_157545	90240	90431	-	False		cl_1181
sample-1_4_157545|238|90	sample-1_4_157545	90428	91141	-	False		cl_1175
sample-1_4_157545|181|91	sample-1_4_157545	91134	91676	-	False		cl_1170
sample-1_4_157545|104|92	sample-1_4_157545	91684	91995	-	False		cl_1527
sample-1_4_157545|183|93	sample-1_4_157545	91992	92540	-	False	p2	cl_716
sample-1_4_157545|96|94	sample-1_4_157545	92602	92889	-	False		cl_1194
sample-1_4_157545|239|95	sample-1_4_157545	92891	93607	-	False		cl_311
sample-1_4_157545|121|96	sample-1_4_157545	93724	94086	-	False		cl_1149
sample-1_4_157545|474|97	sample-1_4_157545	94083	95504	-	False	SNF2	cl_486
sample-1_4_157545|129|98	sample-1_4_157545	95494	95880	-	False		cl_1158
sample-1_4_157545|108|99	sample-1_4_157545	95887	96210	-	False		cl_1150
sample-1_4_157545|57|100	sample-1_4_157545	96210	96380	-	False		cl_1176
sample-1_4_157545|340|101	sample-1_4_157545	96377	97396	-	False	PDDEXK	cl_485
sample-1_4_157545|105|102	sample-1_4_157545	97393	97707	-	False		cl_1191
sample-1_4_157545|567|103	sample-1_4_157545	97916	99616	-	False	Prohibitin	cl_441
sample-1_4_157545|165|104	sample-1_4_157545	99648	100142	-	False		cl_321
sample-1_4_157545|84|105	sample-1_4_157545	100132	100383	-	False	AcpP	cl_1188
sample-1_4_157545|238|106	sample-1_4_157545	100371	101084	-	False	46eps	cl_483
sample-1_4_157545|66|107	sample-1_4_157545	101087	101284	-	False	52eps	cl_1050
sample-1_4_157545|201|108	sample-1_4_157545	101300	101902	-	False	48eps	cl_1000
