protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_9_104613|250|1	sample-1_9_104613	3	752	-	True	RT_G2	cl_15
sample-1_9_104613|854|2	sample-1_9_104613	1014	3575	-	False		cl_115
sample-1_9_104613|360|3	sample-1_9_104613	3674	4753	-	False	BACON	cl_38
sample-1_9_104613|207|4	sample-1_9_104613	4753	5373	-	False		cl_1357
sample-1_9_104613|281|5	sample-1_9_104613	5379	6221	-	False		cl_494
sample-1_9_104613|148|6	sample-1_9_104613	6225	6668	-	False	Pept_M15	cl_108
sample-1_9_104613|64|7	sample-1_9_104613	6646	6837	-	False		cl_202
sample-1_9_104613|728|8	sample-1_9_104613	6834	9017	-	False	BACON	cl_216
sample-1_9_104613|1197|9	sample-1_9_104613	9010	12600	-	False		cl_115
sample-1_9_104613|135|10	sample-1_9_104613	12584	12988	-	False		cl_1272
sample-1_9_104613|1100|11	sample-1_9_104613	12999	16298	-	False		cl_22
sample-1_9_104613|233|12	sample-1_9_104613	16310	17008	-	False		cl_570
sample-1_9_104613|325|13	sample-1_9_104613	17109	18083	-	False	gene73	cl_1350
sample-1_9_104613|223|14	sample-1_9_104613	18180	18848	-	False	gene74	cl_29
sample-1_9_104613|237|15	sample-1_9_104613	18851	19561	-	False	gene74	cl_457
sample-1_9_104613|251|16	sample-1_9_104613	19561	20313	-	False	gene75	cl_26
sample-1_9_104613|209|17	sample-1_9_104613	20319	20945	-	False	GIY	cl_14
sample-1_9_104613|490|18	sample-1_9_104613	21018	22487	-	False	MCP	cl_3
sample-1_9_104613|389|19	sample-1_9_104613	22523	23689	-	False	gene77	cl_824
sample-1_9_104613|136|20	sample-1_9_104613	23708	24115	-	False		cl_2114
sample-1_9_104613|746|21	sample-1_9_104613	24112	26349	-	False	ZnMc	cl_1337
sample-1_9_104613|82|22	sample-1_9_104613	26351	26596	-	False		cl_1517
sample-1_9_104613|155|23	sample-1_9_104613	26684	27148	-	False		cl_575
sample-1_9_104613|836|24	sample-1_9_104613	27151	29658	-	False	portal	cl_4
sample-1_9_104613|694|25	sample-1_9_104613	29661	31742	-	False	TerL	cl_6
sample-1_9_104613|46|26	sample-1_9_104613	32192	32329	-	False		cl_697
sample-1_9_104613|177|27	sample-1_9_104613	32387	32917	-	False	gene86	cl_197
sample-1_9_104613|105|28	sample-1_9_104613	32904	33218	-	False		cl_613
sample-1_9_104613|122|29	sample-1_9_104613	33220	33585	-	False		cl_224
sample-1_9_104613|127|30	sample-1_9_104613	33646	34026	-	False		cl_684
sample-1_9_104613|146|31	sample-1_9_104613	34016	34453	-	False	ZnMc	cl_794
sample-1_9_104613|65|32	sample-1_9_104613	34434	34628	-	False		cl_59
sample-1_9_104613|126|33	sample-1_9_104613	34600	34977	-	False		cl_560
sample-1_9_104613|126|34	sample-1_9_104613	34967	35344	-	False	phage_O	cl_49
sample-1_9_104613|126|35	sample-1_9_104613	35337	35714	-	False		cl_50
sample-1_9_104613|120|36	sample-1_9_104613	35860	36219	-	False		cl_34
sample-1_9_104613|70|37	sample-1_9_104613	36251	36460	-	False		cl_78
sample-1_9_104613|105|38	sample-1_9_104613	36447	36761	-	False	p2	cl_716
sample-1_9_104613|87|39	sample-1_9_104613	36739	36999	-	False		cl_2086
sample-1_9_104613|64|40	sample-1_9_104613	36996	37187	-	False		cl_251
sample-1_9_104613|299|41	sample-1_9_104613	37347	38243	-	False	Thy1	cl_7
sample-1_9_104613|73|42	sample-1_9_104613	38245	38463	-	False		cl_1279
sample-1_9_104613|56|43	sample-1_9_104613	39155	39322	+	False		cl_2622
sample-1_9_104613|77|44	sample-1_9_104613	39377	39607	+	False		cl_2610
sample-1_9_104613|239|45	sample-1_9_104613	39914	40630	+	False	p5	cl_1280
sample-1_9_104613|70|46	sample-1_9_104613	41970	42179	+	False		cl_2082
sample-1_9_104613|77|47	sample-1_9_104613	42201	42431	+	False		cl_2082
sample-1_9_104613|106|48	sample-1_9_104613	42452	42769	+	False		cl_1336
sample-1_9_104613|62|49	sample-1_9_104613	43484	43669	+	False		cl_1975
sample-1_9_104613|102|50	sample-1_9_104613	43794	44099	+	False		cl_221
sample-1_9_104613|97|51	sample-1_9_104613	44119	44409	+	False		cl_647
sample-1_9_104613|155|52	sample-1_9_104613	44515	44979	+	False		cl_183
sample-1_9_104613|109|53	sample-1_9_104613	45004	45330	+	False		cl_1970
sample-1_9_104613|41|54	sample-1_9_104613	45389	45511	+	False		cl_2733
sample-1_9_104613|88|55	sample-1_9_104613	45628	45891	+	False		cl_668
sample-1_9_104613|162|56	sample-1_9_104613	45909	46394	+	False		cl_898
sample-1_9_104613|100|57	sample-1_9_104613	46856	47155	+	False		
sample-1_9_104613|151|58	sample-1_9_104613	47446	47898	+	False	16z210_unk	cl_691
sample-1_9_104613|71|59	sample-1_9_104613	48818	49030	+	False		cl_1941
sample-1_9_104613|67|60	sample-1_9_104613	49053	49253	+	False		cl_2181
sample-1_9_104613|93|61	sample-1_9_104613	49281	49559	+	False		cl_705
sample-1_9_104613|62|62	sample-1_9_104613	49550	49735	+	False		cl_766
sample-1_9_104613|166|63	sample-1_9_104613	49732	50229	+	False		cl_671
sample-1_9_104613|48|64	sample-1_9_104613	50180	50323	+	False		cl_681
sample-1_9_104613|187|65	sample-1_9_104613	50728	51288	+	False	RpoE	cl_36
sample-1_9_104613|124|66	sample-1_9_104613	51304	51675	+	False		cl_654
sample-1_9_104613|498|67	sample-1_9_104613	51751	53244	+	False	p4	cl_288
sample-1_9_104613|134|68	sample-1_9_104613	53338	53739	+	False		cl_672
sample-1_9_104613|104|69	sample-1_9_104613	53756	54067	+	False		cl_651
sample-1_9_104613|400|70	sample-1_9_104613	56290	57489	+	False	p15	cl_670
sample-1_9_104613|52|71	sample-1_9_104613	57712	57867	+	False	cons1	cl_1132
sample-1_9_104613|105|72	sample-1_9_104613	57929	58243	+	False	cons1	cl_62
sample-1_9_104613|73|73	sample-1_9_104613	58246	58464	+	False		cl_1523
sample-1_9_104613|264|74	sample-1_9_104613	58482	59273	+	False	p13	cl_680
sample-1_9_104613|252|75	sample-1_9_104613	59405	60160	+	False	DNApB	cl_1440
sample-1_9_104613|403|76	sample-1_9_104613	60177	61385	+	False	DNApB	cl_1
sample-1_9_104613|81|77	sample-1_9_104613	61443	61685	+	False	Rep_Org	cl_27
sample-1_9_104613|58|78	sample-1_9_104613	61699	61872	+	False	Rep_Org	cl_27
sample-1_9_104613|62|79	sample-1_9_104613	61832	62017	+	False	Rep_Org	cl_27
sample-1_9_104613|206|80	sample-1_9_104613	62363	62980	+	False	DnaB	cl_18
sample-1_9_104613|172|81	sample-1_9_104613	62996	63511	+	False		cl_577
sample-1_9_104613|247|82	sample-1_9_104613	63586	64326	+	False	ATP_43b	cl_230
sample-1_9_104613|210|83	sample-1_9_104613	64343	64972	+	False	p9	cl_31
sample-1_9_104613|323|84	sample-1_9_104613	65287	66255	+	False	primase	cl_2
sample-1_9_104613|116|85	sample-1_9_104613	66194	66541	+	False		cl_2636
sample-1_9_104613|114|86	sample-1_9_104613	66513	66854	+	False	gene48b	cl_37
sample-1_9_104613|88|87	sample-1_9_104613	66946	67209	+	False	MPP	cl_47
sample-1_9_104613|140|88	sample-1_9_104613	67190	67609	+	False	MPP	cl_3076
sample-1_9_104613|328|89	sample-1_9_104613	67599	68582	+	False	PDDEXK_beta	cl_28
sample-1_9_104613|148|90	sample-1_9_104613	68599	69042	+	False	gene53b	cl_1421
sample-1_9_104613|1595|91	sample-1_9_104613	69117	73901	-	False	long_transcr	cl_2223
sample-1_9_104613|5335|92	sample-1_9_104613	73905	89909	-	False		cl_5
sample-1_9_104613|708|93	sample-1_9_104613	89914	92037	-	False		cl_317
sample-1_9_104613|654|94	sample-1_9_104613	92027	93988	-	False	gene49	cl_60
sample-1_9_104613|1391|95	sample-1_9_104613	93990	98162	-	False	Tstab	cl_1492
sample-1_9_104613|309|96	sample-1_9_104613	98159	99085	-	False	Ttub	cl_17
sample-1_9_104613|150|97	sample-1_9_104613	99097	99546	-	False	IHF_53	cl_33
sample-1_9_104613|215|98	sample-1_9_104613	99554	100198	-	False	IHF_54	cl_32
sample-1_9_104613|188|99	sample-1_9_104613	100338	100901	-	False		cl_530
sample-1_9_104613|143|100	sample-1_9_104613	100950	101378	-	False		cl_456
sample-1_9_104613|153|101	sample-1_9_104613	101394	101852	-	False		cl_1980
sample-1_9_104613|35|102	sample-1_9_104613	102295	102399	-	False		cl_327
sample-1_9_104613|82|103	sample-1_9_104613	102429	102674	-	False		cl_755
sample-1_9_104613|56|104	sample-1_9_104613	102649	102816	-	False		cl_755
sample-1_9_104613|56|105	sample-1_9_104613	102900	103067	-	False		cl_755
sample-1_9_104613|151|106	sample-1_9_104613	103201	103653	-	False		cl_35
sample-1_9_104613|170|107	sample-1_9_104613	103719	104228	-	False	holin	cl_54
sample-1_9_104613|90|108	sample-1_9_104613	104343	104612	-	True	RT_G2	cl_15
