protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_24_92306|117|1	sample-1_24_92306	3	353	+	True	PhoH	
sample-1_24_92306|110|2	sample-1_24_92306	373	702	+	False		
sample-1_24_92306|192|3	sample-1_24_92306	714	1289	+	False	DEDDh	cl_979
sample-1_24_92306|40|4	sample-1_24_92306	1286	1405	+	False		cl_971
sample-1_24_92306|77|5	sample-1_24_92306	1395	1625	+	False		cl_1027
sample-1_24_92306|148|6	sample-1_24_92306	1627	2070	+	False		cl_1004
sample-1_24_92306|176|7	sample-1_24_92306	2043	2570	+	False		cl_930
sample-1_24_92306|67|8	sample-1_24_92306	2558	2758	+	False		
sample-1_24_92306|227|9	sample-1_24_92306	2955	3635	+	False		cl_1117
sample-1_24_92306|137|10	sample-1_24_92306	3619	4029	+	False	DNAmet	cl_1940
sample-1_24_92306|99|11	sample-1_24_92306	4061	4357	+	False		cl_596
sample-1_24_92306|69|12	sample-1_24_92306	4354	4560	+	False		
sample-1_24_92306|72|13	sample-1_24_92306	4511	4726	+	False		
sample-1_24_92306|89|14	sample-1_24_92306	4730	4996	+	False		cl_2210
sample-1_24_92306|149|15	sample-1_24_92306	4996	5442	+	False		
sample-1_24_92306|249|16	sample-1_24_92306	5674	6420	-	False	Panti	cl_369
sample-1_24_92306|486|17	sample-1_24_92306	6521	7978	-	False	long_transcr	cl_828
sample-1_24_92306|1664|18	sample-1_24_92306	7975	12966	-	False	long_transcr	cl_257
sample-1_24_92306|92|19	sample-1_24_92306	13031	13306	-	False		
sample-1_24_92306|35|20	sample-1_24_92306	13308	13412	-	False		
sample-1_24_92306|42|21	sample-1_24_92306	13409	13534	-	False		cl_1327
sample-1_24_92306|130|22	sample-1_24_92306	13623	14012	-	False		cl_916
sample-1_24_92306|172|23	sample-1_24_92306	14012	14527	-	False	DNAmet	cl_929
sample-1_24_92306|312|24	sample-1_24_92306	14532	15467	-	False	Dcm	cl_973
sample-1_24_92306|117|25	sample-1_24_92306	15499	15849	-	False		cl_1299
sample-1_24_92306|82|26	sample-1_24_92306	15856	16101	-	False		
sample-1_24_92306|51|27	sample-1_24_92306	16088	16240	-	False		cl_1669
sample-1_24_92306|385|28	sample-1_24_92306	16244	17398	-	False	43eps	cl_454
sample-1_24_92306|168|29	sample-1_24_92306	17407	17910	-	False	p2	cl_1024
sample-1_24_92306|73|30	sample-1_24_92306	17921	18139	-	False		cl_1001
sample-1_24_92306|81|31	sample-1_24_92306	18218	18460	-	False		cl_948
sample-1_24_92306|39|32	sample-1_24_92306	18460	18576	-	False		
sample-1_24_92306|242|33	sample-1_24_92306	18573	19298	-	False	DHH	cl_1002
sample-1_24_92306|32|34	sample-1_24_92306	19363	19458	-	False	DHH	cl_950
sample-1_24_92306|487|35	sample-1_24_92306	19455	20915	-	False	SNF2	cl_486
sample-1_24_92306|60|36	sample-1_24_92306	20915	21094	-	False		cl_1095
sample-1_24_92306|200|37	sample-1_24_92306	21078	21677	-	False	44eps	cl_926
sample-1_24_92306|342|38	sample-1_24_92306	21744	22769	-	False	PDDEXK	cl_485
sample-1_24_92306|97|39	sample-1_24_92306	22854	23144	-	False	AcpP	cl_661
sample-1_24_92306|233|40	sample-1_24_92306	23150	23848	-	False	46eps	cl_483
sample-1_24_92306|112|41	sample-1_24_92306	23859	24194	-	False	47eps	cl_911
sample-1_24_92306|202|42	sample-1_24_92306	24197	24802	-	False	48eps	cl_1000
sample-1_24_92306|379|43	sample-1_24_92306	24805	25941	-	False	DnaB	cl_18
sample-1_24_92306|115|44	sample-1_24_92306	25928	26272	-	False		cl_472
sample-1_24_92306|381|45	sample-1_24_92306	26232	27374	-	False	InsQ_trans	cl_1384
sample-1_24_92306|109|46	sample-1_24_92306	27412	27738	-	False		cl_931
sample-1_24_92306|176|47	sample-1_24_92306	27765	28292	-	False	DUF3268	cl_470
sample-1_24_92306|96|48	sample-1_24_92306	28289	28576	-	False	ZnFn	cl_827
sample-1_24_92306|320|49	sample-1_24_92306	28560	29519	-	False	10eps	cl_465
sample-1_24_92306|467|50	sample-1_24_92306	29519	30919	-	False	PDDEXK	cl_531
sample-1_24_92306|155|51	sample-1_24_92306	30889	31353	-	False	12eps	cl_471
sample-1_24_92306|43|52	sample-1_24_92306	31388	31516	-	False		
sample-1_24_92306|111|53	sample-1_24_92306	31513	31845	-	False		cl_932
sample-1_24_92306|159|54	sample-1_24_92306	31820	32296	-	False	DUF4494	cl_638
sample-1_24_92306|226|55	sample-1_24_92306	32298	32975	-	False	13eps	cl_908
sample-1_24_92306|89|56	sample-1_24_92306	32962	33228	-	False		cl_905
sample-1_24_92306|92|57	sample-1_24_92306	33307	33582	-	False		
sample-1_24_92306|125|58	sample-1_24_92306	33614	33988	-	False		cl_1261
sample-1_24_92306|107|59	sample-1_24_92306	34073	34393	-	False		cl_1669
sample-1_24_92306|81|60	sample-1_24_92306	34529	34771	-	False		
sample-1_24_92306|169|61	sample-1_24_92306	34872	35378	-	False		cl_2538
sample-1_24_92306|235|62	sample-1_24_92306	35412	36116	-	False		cl_2355
sample-1_24_92306|154|63	sample-1_24_92306	36113	36574	-	False		cl_2723
sample-1_24_92306|85|64	sample-1_24_92306	37065	37319	+	False	HNH	cl_2940
sample-1_24_92306|177|65	sample-1_24_92306	37496	38026	-	False		
sample-1_24_92306|147|66	sample-1_24_92306	38045	38485	-	False		cl_817
sample-1_24_92306|208|67	sample-1_24_92306	38475	39098	-	False	41eps	cl_1096
sample-1_24_92306|185|68	sample-1_24_92306	39102	39656	-	False		cl_1074
sample-1_24_92306|82|69	sample-1_24_92306	39835	40080	-	False		cl_917
sample-1_24_92306|158|70	sample-1_24_92306	40073	40546	-	False		cl_1003
sample-1_24_92306|75|71	sample-1_24_92306	40548	40772	-	False		cl_469
sample-1_24_92306|129|72	sample-1_24_92306	40774	41160	-	False		cl_910
sample-1_24_92306|121|73	sample-1_24_92306	41283	41645	-	False		cl_972
sample-1_24_92306|90|74	sample-1_24_92306	41623	41892	-	False		cl_504
sample-1_24_92306|110|75	sample-1_24_92306	41889	42218	-	False		cl_967
sample-1_24_92306|71|76	sample-1_24_92306	42221	42433	-	False		cl_435
sample-1_24_92306|93|77	sample-1_24_92306	42437	42715	-	False		
sample-1_24_92306|96|78	sample-1_24_92306	42832	43119	-	False		cl_1977
sample-1_24_92306|123|79	sample-1_24_92306	43260	43628	-	False		
sample-1_24_92306|76|80	sample-1_24_92306	44090	44317	-	False		
sample-1_24_92306|69|81	sample-1_24_92306	44463	44669	-	False		cl_949
sample-1_24_92306|180|82	sample-1_24_92306	45434	45973	-	False	55eps	cl_484
sample-1_24_92306|61|83	sample-1_24_92306	46180	46362	-	False		
sample-1_24_92306|186|84	sample-1_24_92306	46539	47096	+	False	56eps	cl_1062
sample-1_24_92306|217|85	sample-1_24_92306	47201	47851	-	False		cl_2722
sample-1_24_92306|87|86	sample-1_24_92306	48142	48402	+	False		cl_294
sample-1_24_92306|92|87	sample-1_24_92306	48458	48733	-	False		
sample-1_24_92306|93|88	sample-1_24_92306	48730	49008	-	False		cl_938
sample-1_24_92306|183|89	sample-1_24_92306	49031	49579	-	False	dUTP	cl_25
sample-1_24_92306|157|90	sample-1_24_92306	49590	50060	-	False	IHF_53	cl_515
sample-1_24_92306|247|91	sample-1_24_92306	50057	50797	-	False	58eps	cl_480
sample-1_24_92306|82|92	sample-1_24_92306	50775	51020	-	False		cl_907
sample-1_24_92306|169|93	sample-1_24_92306	51488	51994	-	False	HNH	cl_74
sample-1_24_92306|201|94	sample-1_24_92306	52073	52675	-	False	Pept_C1	cl_921
sample-1_24_92306|104|95	sample-1_24_92306	52672	52983	-	False		cl_371
sample-1_24_92306|224|96	sample-1_24_92306	52980	53651	-	False		cl_371
sample-1_24_92306|183|97	sample-1_24_92306	53623	54171	-	False		cl_909
sample-1_24_92306|404|98	sample-1_24_92306	54210	55421	-	False	InsQ_trans	cl_292
sample-1_24_92306|86|99	sample-1_24_92306	55496	55753	-	False		cl_479
sample-1_24_92306|272|100	sample-1_24_92306	55779	56594	-	False	ssb	cl_448
sample-1_24_92306|368|101	sample-1_24_92306	56614	57717	-	False	beta_clamp	cl_517
sample-1_24_92306|195|102	sample-1_24_92306	57797	58381	-	False	28eps	cl_496
sample-1_24_92306|84|103	sample-1_24_92306	58387	58638	-	False		cl_906
sample-1_24_92306|113|104	sample-1_24_92306	58652	58990	-	False		cl_912
