protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_21_95604|71|1	sample-1_21_95604	3	215	-	True		cl_2725
sample-1_21_95604|135|2	sample-1_21_95604	218	622	-	False		cl_584
sample-1_21_95604|475|3	sample-1_21_95604	561	1985	-	False		cl_115
sample-1_21_95604|88|4	sample-1_21_95604	1991	2254	-	False		cl_238
sample-1_21_95604|690|5	sample-1_21_95604	2257	4326	-	False		cl_551
sample-1_21_95604|189|6	sample-1_21_95604	4295	4861	-	False		cl_551
sample-1_21_95604|106|7	sample-1_21_95604	4858	5175	-	False		cl_597
sample-1_21_95604|195|8	sample-1_21_95604	5169	5753	-	False		cl_199
sample-1_21_95604|325|9	sample-1_21_95604	5834	6808	-	False	gene73	cl_139
sample-1_21_95604|131|10	sample-1_21_95604	6931	7323	-	False	gene74	cl_29
sample-1_21_95604|126|11	sample-1_21_95604	7657	8034	-	False	gene74	cl_525
sample-1_21_95604|80|12	sample-1_21_95604	8112	8351	-	False	gene74	cl_525
sample-1_21_95604|251|13	sample-1_21_95604	8351	9103	-	False	gene75	cl_26
sample-1_21_95604|202|14	sample-1_21_95604	9172	9777	-	False	GIY	cl_14
sample-1_21_95604|115|15	sample-1_21_95604	9856	10200	-	False	MCP	cl_3
sample-1_21_95604|361|16	sample-1_21_95604	10238	11320	-	False	MCP	cl_3
sample-1_21_95604|405|17	sample-1_21_95604	11359	12573	-	False	gene77	cl_225
sample-1_21_95604|92|18	sample-1_21_95604	12834	13109	-	False		cl_1081
sample-1_21_95604|400|19	sample-1_21_95604	13093	14292	-	False	ZnMc	cl_2360
sample-1_21_95604|105|20	sample-1_21_95604	14392	14706	-	False		cl_9
sample-1_21_95604|418|21	sample-1_21_95604	14757	16010	-	False	portal	cl_4
sample-1_21_95604|376|22	sample-1_21_95604	16111	17238	-	False	portal	cl_4
sample-1_21_95604|645|23	sample-1_21_95604	17290	19224	-	False	TerL	cl_6
sample-1_21_95604|53|24	sample-1_21_95604	19714	19872	-	False		cl_409
sample-1_21_95604|180|25	sample-1_21_95604	19930	20469	-	False	gene86	cl_708
sample-1_21_95604|109|26	sample-1_21_95604	20482	20808	-	False		cl_710
sample-1_21_95604|46|27	sample-1_21_95604	20862	20999	-	False		cl_650
sample-1_21_95604|270|28	sample-1_21_95604	20938	21747	-	False	p2	cl_581
sample-1_21_95604|92|29	sample-1_21_95604	21725	22000	-	False		cl_583
sample-1_21_95604|142|30	sample-1_21_95604	21993	22418	-	False	ZnMc	cl_436
sample-1_21_95604|90|31	sample-1_21_95604	22402	22671	-	False		cl_385
sample-1_21_95604|143|32	sample-1_21_95604	22818	23246	-	False		cl_383
sample-1_21_95604|90|33	sample-1_21_95604	23248	23517	-	False	phage_O	cl_49
sample-1_21_95604|139|34	sample-1_21_95604	23899	24315	-	False		cl_50
sample-1_21_95604|122|35	sample-1_21_95604	24482	24847	-	False		cl_34
sample-1_21_95604|58|36	sample-1_21_95604	24869	25042	-	False	52eps	cl_78
sample-1_21_95604|74|37	sample-1_21_95604	25124	25345	-	False		cl_1097
sample-1_21_95604|67|38	sample-1_21_95604	25342	25542	-	False		cl_251
sample-1_21_95604|154|39	sample-1_21_95604	25742	26203	-	False		cl_768
sample-1_21_95604|168|40	sample-1_21_95604	26423	26926	+	False		cl_562
sample-1_21_95604|99|41	sample-1_21_95604	27388	27684	+	False		cl_863
sample-1_21_95604|72|42	sample-1_21_95604	27653	27868	+	False		cl_860
sample-1_21_95604|116|43	sample-1_21_95604	28873	29220	+	False		cl_734
sample-1_21_95604|453|44	sample-1_21_95604	29217	30575	+	False		cl_717
sample-1_21_95604|101|45	sample-1_21_95604	31111	31413	+	False		cl_221
sample-1_21_95604|112|46	sample-1_21_95604	31410	31745	+	False		cl_758
sample-1_21_95604|105|47	sample-1_21_95604	31754	32068	+	False		cl_647
sample-1_21_95604|156|48	sample-1_21_95604	32182	32649	+	False		cl_183
sample-1_21_95604|73|49	sample-1_21_95604	33124	33342	+	False		cl_386
sample-1_21_95604|233|50	sample-1_21_95604	33346	34044	+	False		cl_432
sample-1_21_95604|67|51	sample-1_21_95604	35176	35376	+	False		cl_425
sample-1_21_95604|95|52	sample-1_21_95604	35351	35635	+	False		cl_347
sample-1_21_95604|64|53	sample-1_21_95604	35626	35817	+	False		cl_188
sample-1_21_95604|153|54	sample-1_21_95604	35821	36279	+	False		cl_179
sample-1_21_95604|161|55	sample-1_21_95604	36281	36763	+	False		cl_389
sample-1_21_95604|183|56	sample-1_21_95604	36817	37365	+	False	RpoE	cl_36
sample-1_21_95604|120|57	sample-1_21_95604	37382	37741	+	False		cl_227
sample-1_21_95604|446|58	sample-1_21_95604	37830	39167	+	False	p4	cl_388
sample-1_21_95604|127|59	sample-1_21_95604	39173	39553	+	False	p4	cl_384
sample-1_21_95604|186|60	sample-1_21_95604	41851	42408	+	False	p15	cl_71
sample-1_21_95604|172|61	sample-1_21_95604	42428	42943	+	False	p15	cl_55
sample-1_21_95604|175|62	sample-1_21_95604	43301	43825	+	False	cons1	cl_62
sample-1_21_95604|229|63	sample-1_21_95604	43919	44605	+	False		cl_387
sample-1_21_95604|75|64	sample-1_21_95604	44605	44829	+	False		cl_345
sample-1_21_95604|620|65	sample-1_21_95604	44948	46807	+	False	DNApB	cl_1
sample-1_21_95604|69|66	sample-1_21_95604	46758	46964	+	False	DNApB	cl_2084
sample-1_21_95604|190|67	sample-1_21_95604	47013	47582	+	False	Rep_Org	cl_27
sample-1_21_95604|325|68	sample-1_21_95604	47563	48537	+	False	DnaB	cl_18
sample-1_21_95604|177|69	sample-1_21_95604	48542	49072	+	False		cl_76
