protein_id	genome	start	end	strand	partial	yutin	cluster
sample-1_516_11797|92|1	sample-1_516_11797	3	278	-	True		cl_1587
sample-1_516_11797|121|2	sample-1_516_11797	285	647	-	False		cl_1101
sample-1_516_11797|796|3	sample-1_516_11797	649	3036	-	False	portal	cl_4
sample-1_516_11797|259|4	sample-1_516_11797	3033	3809	-	False	GIY	cl_14
sample-1_516_11797|751|5	sample-1_516_11797	3849	6101	-	False	TerL	cl_6
sample-1_516_11797|94|6	sample-1_516_11797	6091	6372	-	False		cl_564
sample-1_516_11797|186|7	sample-1_516_11797	6369	6926	-	False	gene86	cl_592
sample-1_516_11797|155|8	sample-1_516_11797	6982	7446	-	False		cl_382
sample-1_516_11797|33|9	sample-1_516_11797	7636	7734	-	False		
sample-1_516_11797|103|10	sample-1_516_11797	7692	8000	-	False		cl_356
sample-1_516_11797|127|11	sample-1_516_11797	7997	8377	-	False	phage_O	cl_358
sample-1_516_11797|98|12	sample-1_516_11797	8388	8681	-	False		cl_642
sample-1_516_11797|68|13	sample-1_516_11797	8691	8894	-	False		cl_578
sample-1_516_11797|93|14	sample-1_516_11797	8866	9144	-	False		cl_561
sample-1_516_11797|54|15	sample-1_516_11797	9155	9316	-	False		cl_698
sample-1_516_11797|149|16	sample-1_516_11797	9749	10195	-	False		cl_492
sample-1_516_11797|108|17	sample-1_516_11797	10527	10850	-	False		cl_1363
sample-1_516_11797|107|18	sample-1_516_11797	10847	11167	-	False		cl_1976
sample-1_516_11797|25|19	sample-1_516_11797	11722	11796	+	True		cl_1141
