"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Dependoparvovirus;Adeno-associated dependoparvovirus A",2.67026653382047,-1.42597762729296,0.23712548916851,-6.01359909596057,1.81448924261564e-09,3.74994443473899e-08
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Protoparvovirus;Ungulate protoparvovirus 1",1.23179504830225,-0.685544930542967,0.199158537718001,-3.44220708987965,0.000576988352008698,0.00511046826064847
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Kobuvirus;unclassified Kobuvirus species",1.12953098721306,-0.517698921345778,0.199333216704351,-2.59715329890865,0.00939999614471724,0.0416285543551763
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;unclassified Picornaviridae genus;unclassified Picornaviridae species",87.3870959511541,-2.81985423076187,0.372348903404697,-7.57315035703769,3.64280267689094e-14,2.25853765967238e-12
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus;Picornavirales sp.",1.26151266989044,0.710824626804976,0.214160227931538,3.31912528143279,0.000902999070844667,0.00699824279904617
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus;unclassified Picornavirales species",4.46474845877351,1.08576360473124,0.246773652231667,4.39983602346633,1.08332707269546e-05,0.000134332557014237
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human adenovirus sp.",1.21962303514416,-0.587818477555734,0.208319165677598,-2.82172058266335,0.00477667752821842,0.0246795005624618
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human mastadenovirus C",43.9079356844051,-1.57321888782112,0.304951512471182,-5.15891485525847,2.48385227850677e-07,3.84997103168549e-06
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;unidentified adenovirus",3.70969727127359,-1.63685673806373,0.244689429717724,-6.68952778202157,2.23891879043763e-11,6.94064825035666e-10
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 8",2.08186313078161,0.848648920104505,0.225988944579449,3.75526741665964,0.000173156496492912,0.00178928379709343
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus ALH8",9.5045681504907,-0.822711305309555,0.265915714913214,-3.09387997463053,0.00197557392349483,0.0111654943931566
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Human anellovirus zj-ad 1",1.34313921124114,-0.634846627882039,0.205248071339839,-3.09306988240047,0.00198097481168908,0.0111654943931566
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Torque teno virus",141.44298074261,-1.1774041688699,0.3743877139287,-3.14487929241752,0.00166155370622574,0.0111654943931566
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;unclassified Anelloviridae species",558.761676398655,-1.06649238191905,0.404837402797921,-2.63437215669373,0.00842930404646478,0.0402012962216013
