"","effect","group","term","estimate","std.error","statistic","p.value"
"1","fixed",NA,"(Intercept)",-7.76948411465274,3.16260873409318,-2.45666940424753,0.0140231668519578
"2","fixed",NA,"CountryUSA",-1.26136679138586,0.858754383517506,-1.4688330162802,0.141878086509332
"3","fixed",NA,"SexMale",-0.101007257946883,0.809050944292743,-0.124846597929852,0.900644996144911
"4","fixed",NA,"Delivery.ModeVaginal",0.580901754835351,0.916761189133263,0.633645666637082,0.526312091018343
"5","fixed",NA,"HLA.CategoryLow/No Risk",1.05037236901033,1.16123607842466,0.90452956855704,0.365714662820264
"6","fixed",NA,"HLA.CategoryStandard Risk",-0.887443311404381,0.858727206012423,-1.03344031165066,0.301397889736641
"7","fixed",NA,"feeding_first_yearBreastmilk_and_formula",0.948966999160472,0.929399501808235,1.0210539141824,0.307228895945615
"8","fixed",NA,"feeding_first_yearFormula",0.904403338285245,0.978664817093734,0.924119598956242,0.355424050173415
"9","fixed",NA,"as.numeric(Age.at.Gluten.Introduction..months.)",-0.0374483046529784,0.0974307103713444,-0.384358325113807,0.700712884381244
"10","fixed",NA,"as.numeric(Age.at.Solid.Introduction..months.)",0.915913626842557,0.38621803989127,2.37149364410945,0.0177163513954935
"11","fixed",NA,"Dx.StatusCELIAC:month",-0.0270755634948564,0.0359858221086236,-0.752395302047804,0.451813370965606
"12","fixed",NA,"Dx.StatusCONTROL:month",-0.0461548378851357,0.039125103012526,-1.17967326170002,0.238130192358075
"13","ran_pars","patientID","sd__(Intercept)",0,NA,NA,NA
