"","effect","group","term","estimate","std.error","statistic","p.value"
"1","fixed",NA,"(Intercept)",-16.9013196775446,20516.2548972511,-0.000823801408307181,0.99934270164949
"2","fixed",NA,"CountryUSA",24.0839807143736,16825.9125776614,0.00143136252510596,0.998857938330282
"3","fixed",NA,"SexMale",-32.0634875038491,6238910.26534942,-5.13927691538185e-06,0.999995899450296
"4","fixed",NA,"Delivery.ModeVaginal",-23.7478250949893,16825.912482852,-0.00141138408506473,0.998873878803037
"5","fixed",NA,"HLA.CategoryLow/No Risk",-4.29064502934334,26533.5542314643,-0.000161706380981382,0.999870976975794
"6","fixed",NA,"HLA.CategoryStandard Risk",19.4915879672171,20516.2538939142,0.000950055895584279,0.999241965183048
"7","fixed",NA,"feeding_first_yearBreastmilk_and_formula",0.0244908153913785,1.46530501159839,0.016713800333395,0.986664937625305
"8","fixed",NA,"feeding_first_yearFormula",-0.425406584649993,1.99141900336238,-0.213619827837197,0.830843535919929
"9","fixed",NA,"as.numeric(Age.at.Gluten.Introduction..months.)",0.213154364657384,0.274587736722727,0.776270518128139,0.437589276645793
"10","fixed",NA,"as.numeric(Age.at.Solid.Introduction..months.)",-1.44453374597774,1.05869978539447,-1.36444133257239,0.172428706761923
"11","fixed",NA,"Dx.StatusCELIAC:month",-0.0385506765040756,0.0592745736676297,-0.650374589284113,0.515450287102065
"12","fixed",NA,"Dx.StatusCONTROL:month",-0.00593886720116931,0.0324550409378349,-0.182987512249476,0.854807816962398
"13","ran_pars","patientID","sd__(Intercept)",0,NA,NA,NA
