"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Ambidensovirus;Lupine feces-associated densovirus 2",2.33432225554773,-1.4713534984322,0.447414867692056,-3.2885663948139,0.00100699029973811,0.00654543694829769
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Ambidensovirus;Tetranychus urticae-associated ambidensovirus",3.56512438289512,-1.68468616069519,0.469622162358803,-3.58732252377828,0.000334090980624009,0.00236900877169752
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Ambidensovirus;unclassified Ambidensovirus species",1.80158700639736,-1.30070233011047,0.430457687191231,-3.0216729049437,0.00251382026426328,0.013071865374169
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Bocaparvovirus sp.",3.72583175058472,2.47665754541048,0.469569398874041,5.27431632331481,1.33251898969529e-07,1.4848068742319e-06
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Bocavirus chimpanzee_PT-LM1861_CMR",1.19547255460174,1.19121690395548,0.367935002306571,3.23757429026264,0.00120550548175426,0.00685028707098575
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Bocavirus PgBoV-1",3.42561964258674,2.70489428750328,0.422328917645346,6.40471010743038,1.50655354822637e-10,2.35022353523313e-09
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Human bocavirus",806.872874482063,7.94571395853122,0.687621782688806,11.5553552237119,6.93600877828439e-31,1.80336228235394e-29
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Primate bocaparvovirus 1",13.595805243052,3.4548172751107,0.517032138006216,6.68201649598262,2.3567648914494e-11,4.59569153832633e-10
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Primate bocaparvovirus 2",1998.53726095374,8.98646643882144,0.727691723245433,12.3492766947282,4.91513370625516e-35,1.91690214543951e-33
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;unclassified Bocaparvovirus species",6047.12420319768,11.4190562511749,0.797452547446495,14.3194178609619,1.6550373825849e-46,1.29092915841622e-44
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Dependoparvovirus;Adeno-associated dependoparvovirus A",4.3265887474434,-2.25148154409675,0.468485593713722,-4.80587145967303,1.54078873258048e-06,1.33535023490308e-05
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;unclassified Parvoviridae genus;unclassified Parvoviridae species",4.77872044100956,1.41788637727247,0.488699285021085,2.90134735353929,0.00371561757098042,0.0170481276786161
"Viruses;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;unclassified Circoviridae genus;Circoviridae sp.",5.5552273251235,-1.86508803701658,0.489275892618935,-3.8119352805906,0.000137882983307217,0.0010754872697963
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human adenovirus sp.",1.26152583483061,-1.20252912671941,0.402585284106267,-2.98701709723198,0.00281713967018019,0.0137335558921284
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human mastadenovirus C",81.7954265267753,-3.43672506840585,0.551300239540148,-6.2338537550292,4.55097971988287e-10,5.91627363584773e-09
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;unidentified adenovirus",6.32519895240233,-2.4875260730477,0.488211935459012,-5.09517668942065,3.48416150028284e-07,3.39705746277577e-06
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus;Torque teno virus 12",3.05992566263488,-1.49702563915589,0.463197558232253,-3.23193767443234,0.00122953870504873,0.00685028707098575
