"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Bocaparvovirus sp.",3.72583175058472,-2.13175065038795,0.772223905336735,-2.76053439378878,0.00577068814161108,0.0234033463520894
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Bocavirus PgBoV-1",3.42561964258674,-1.75934548796882,0.709345235795741,-2.48023867531188,0.0131294464945958,0.0479224797052747
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Human bocavirus",806.872874482063,-4.43716315881871,1.09270654083334,-4.06070888477957,4.89239434535992e-05,0.000510206838873249
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Primate bocaparvovirus 1",13.595805243052,-2.62711842083706,0.862811501194923,-3.04483472600762,0.00232808206578843,0.0100828374255422
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Primate bocaparvovirus 2",1998.53726095374,-4.75511205887374,1.14920165424909,-4.13775253567733,3.5072433784177e-05,0.00042671461104082
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;unclassified Bocaparvovirus species",6047.12420319768,-4.17990729512322,1.25131651439942,-3.3404076802498,0.00083655488635751,0.00469757743877679
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;unclassified Caliciviridae genus;unclassified Caliciviridae species",14.9911512434785,-4.529832393303,0.847208965925378,-5.34677107477873,8.95371445345824e-08,3.26810577551226e-06
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Cardiovirus;Cardiovirus B",5943.08094636473,-6.8332351935727,1.07030504634681,-6.38438099203218,1.72092153166442e-10,1.25627271811502e-08
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Cardiovirus;unclassified Cardiovirus species",331.154076504196,-4.86142563786902,0.928005077578251,-5.23857655020115,1.61819853528343e-07,3.93761643585634e-06
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus;unclassified Picornavirales species",7.82674703947595,-2.71686582653746,0.7618431179735,-3.56617492819823,0.000362229632915845,0.00220356360023806
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus;Torque teno virus 8",508.00377174597,-4.71382927620553,0.975173752669706,-4.833835266075,1.33927425392632e-06,2.44417551341553e-05
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 11",23.9634459135133,-2.41048437225371,0.891076620727808,-2.70513704005037,0.0068276216319495,0.0262324410069639
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 3",50.4013465380829,-3.14728491843389,0.882101638828131,-3.56793908989337,0.000359800114120658,0.00220356360023806
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 8",3.18362643534328,-2.24584745375976,0.738215815614707,-3.04226407272196,0.00234805803060572,0.0100828374255422
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 14",41.1566381742044,-2.87368263689278,0.922553942548964,-3.11492098657447,0.00183994189317679,0.00895438388012706
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 3",47.0353637912208,-3.42774161547719,0.875527794345118,-3.91505745176381,9.03826835184124e-05,0.000824741987105513
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 4",34.4001775024521,-2.75842238143579,0.85733336621734,-3.21744433394246,0.00129338122437656,0.00674405924139209
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;unclassified Gammatorquevirus species",46.5383421100967,-3.20300172647572,0.893453742679389,-3.58496648843868,0.000337121490028455,0.00220356360023806
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Anelloviridae sp.",3006.04403629453,-5.83451246977499,1.24534065834654,-4.68507346216541,2.79859536798244e-06,4.08594923725436e-05
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Small anellovirus",10.5797525482479,-2.94381319391733,0.815328165900941,-3.61058689866847,0.000305504921460904,0.00220356360023806
