"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Bocaparvovirus sp.",3.72583175058472,-2.23576482393718,0.574819285407893,-3.88950906953422,0.000100447214972563,0.00035156525240397
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Bocavirus PgBoV-1",3.42561964258674,-1.93040534300743,0.52612976263122,-3.66906698711228,0.000243437291525409,0.000801911077966054
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Human bocavirus",806.872874482063,-4.47161672564313,0.822830913444485,-5.43442966541487,5.49719747680454e-08,5.13071764501757e-07
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Primate bocaparvovirus 1",13.595805243052,-2.74538768606887,0.64442628240096,-4.2602044035825,2.04240034266177e-05,0.000103976744717327
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Primate bocaparvovirus 2",1998.53726095374,-4.7523998392011,0.867537381986904,-5.4780346505839,4.30075926089922e-08,4.82204608746841e-07
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;unclassified Bocaparvovirus species",6047.12420319768,-4.12674165932518,0.947809353001273,-4.35397862055033,1.33688750527795e-05,7.48657002955654e-05
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;unclassified Caliciviridae genus;unclassified Caliciviridae species",14.9911512434785,-4.58651608702652,0.631596293398347,-7.26178436283795,3.82016877010854e-13,1.06964725563039e-11
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Cardiovirus;Cardiovirus B",5943.08094636473,-7.31825520836888,0.819251424180894,-8.9328562543371,4.15148926436283e-19,2.32483398804318e-17
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Cardiovirus;unclassified Cardiovirus species",331.154076504196,-5.05095881353154,0.700942232097673,-7.20595590083907,5.76380562145104e-13,1.07591038267086e-11
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus;unclassified Picornavirales species",7.82674703947595,-2.53629055611226,0.551300388417992,-4.60056007468159,4.21356475674659e-06,2.63684026177165e-05
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus;Torque teno virus 8",508.00377174597,-3.97619468162378,0.72586857122652,-5.47784384011157,4.30539829238251e-08,4.82204608746841e-07
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 11",23.9634459135133,-1.9276891383821,0.662982277567585,-2.90760281776248,0.00364210593942175,0.0101978966303809
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 3",50.4013465380829,-2.72732622936091,0.657769078469587,-4.14632782025343,3.37850022302904e-05,0.000139111718145767
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 5",7.70104427080201,-1.50955631557372,0.595436951762193,-2.53520765062732,0.0112380688043509,0.0299681834782689
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 8",3.18362643534328,-2.27358503128586,0.549216588888329,-4.13968746990661,3.47779295364417e-05,0.000139111718145767
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 14",41.1566381742044,-2.45591773715331,0.689118744977627,-3.56385275404611,0.000365451008907732,0.00107711876309647
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 3",47.0353637912208,-3.00242297220203,0.652790563414138,-4.59936638253341,4.237778992133e-06,2.63684026177165e-05
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 4",34.4001775024521,-2.31953011413188,0.638732921918632,-3.63145539322516,0.000281827374777157,0.000876796277084488
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;unclassified Gammatorquevirus species",46.5383421100967,-2.79443570467822,0.666573757610428,-4.19223780230395,2.76216234949125e-05,0.000128900909642925
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Anelloviridae sp.",3006.04403629453,-4.85938414056993,0.92871785135263,-5.23235785065667,1.6736134767345e-07,1.3388907813876e-06
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Small anellovirus",10.5797525482479,-2.37224177543713,0.595464772412246,-3.98384906268612,6.78079497923727e-05,0.000253149679224858
