"","effect","group","term","estimate","std.error","statistic","p.value"
"1","fixed",NA,"(Intercept)",1.50844748646926,3.66820539334981,0.4112221985181,0.680909612355394
"2","fixed",NA,"CountryUSA",1.02496305928381,1.74206978436573,0.588359357634449,0.556291111492621
"3","fixed",NA,"SexMale",0.437174077299622,1.01769716825092,0.429571871611844,0.667507102084707
"4","fixed",NA,"Delivery.ModeVaginal",-1.58762684945202,1.637482027985,-0.969553755289561,0.332268973310744
"5","fixed",NA,"HLA.CategoryLow/No Risk",0.613238772056506,1.59169857540078,0.385273180194998,0.700035029851229
"6","fixed",NA,"HLA.CategoryStandard Risk",0.105228798240233,1.29572347919475,0.0812123882370556,0.935273047671953
"7","fixed",NA,"feeding_first_yearBreastmilk_and_formula",0.115571325074032,1.05041780844189,0.11002414862469,0.912390223344364
"8","fixed",NA,"feeding_first_yearFormula",-0.599106756032084,1.37229382923345,-0.436573234732636,0.662420876950753
"9","fixed",NA,"as.numeric(Age.at.Gluten.Introduction..months.)",-0.329462581793035,0.316405410472023,-1.04126721885549,0.297751546314006
"10","fixed",NA,"as.numeric(Age.at.Solid.Introduction..months.)",-0.162902924648757,0.483979247183128,-0.336590722839647,0.736425450645787
"11","fixed",NA,"Dx.StatusCELIAC:month",-0.104856283794498,0.0659997038652739,-1.58873870113937,0.112119397613069
"12","fixed",NA,"Dx.StatusCONTROL:month",-0.0679847029179316,0.0550769610587935,-1.23435827995955,0.217069427898722
"13","ran_pars","patientID","sd__(Intercept)",2e-07,NA,NA,NA
