"effect","component","term","estimate","std.error","statistic","p.value","gene"
"fixed","cond","(Intercept)",-4.84826659274933,NA,NA,NA,"edge_187"
"fixed","cond","Dx.StatusCELIAC",0.634378634397478,NA,NA,NA,"edge_187"
"fixed","cond","onset_timeline_combinedt0-6",1.82712888076869,NA,NA,NA,"edge_187"
"fixed","cond","onset_timeline_combinedt0-12",-19.4729773243234,NA,NA,NA,"edge_187"
"fixed","cond","onset_timeline_combinedt0-18",-19.0607896247058,NA,NA,NA,"edge_187"
"fixed","cond","onset_timeline_combinedt0-24",1.12551907738224,NA,NA,NA,"edge_187"
"fixed","cond","onset_timeline_combinedt0-30",1.97485571456467,NA,NA,NA,"edge_187"
"fixed","cond","onset_timeline_combinedt0-36",1.64221081087099,NA,NA,NA,"edge_187"
"fixed","cond","onset_timeline_combinedt0-over42",0.526278720422277,NA,NA,NA,"edge_187"
"fixed","cond","SexMale",-0.996950297619474,NA,NA,NA,"edge_187"
"fixed","cond","Age.at.Gluten.Introduction..months.",0.0129973574609651,NA,NA,NA,"edge_187"
"fixed","cond","HLA.CategoryHigh Risk",0.454842160260425,NA,NA,NA,"edge_187"
"fixed","cond","HLA.CategoryLow/No Risk",-0.708928717292197,NA,NA,NA,"edge_187"
"fixed","cond","feeding_first_yearFormula",1.02224633432775,NA,NA,NA,"edge_187"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-0.00913837259078753,NA,NA,NA,"edge_187"
"fixed","cond","Delivery.ModeC-Section",0.486491496919242,NA,NA,NA,"edge_187"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-34.3619748454497,NA,NA,NA,"edge_187"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",20.1655204915415,NA,NA,NA,"edge_187"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",21.1466665466731,NA,NA,NA,"edge_187"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-22.8041489837626,NA,NA,NA,"edge_187"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-25.5105054719138,NA,NA,NA,"edge_187"
