"effect","component","term","estimate","std.error","statistic","p.value","gene"
"fixed","cond","(Intercept)",-5.45278860364597,NA,NA,NA,"edge_187"
"fixed","cond","Dx.StatusCELIAC",0.715791146745033,NA,NA,NA,"edge_187"
"fixed","cond","onset_timeline_combinedt0-6",2.10052909831927,NA,NA,NA,"edge_187"
"fixed","cond","onset_timeline_combinedt0-12",-19.6195235578564,NA,NA,NA,"edge_187"
"fixed","cond","onset_timeline_combinedt0-18",-19.5313027486831,NA,NA,NA,"edge_187"
"fixed","cond","onset_timeline_combinedt0-24",1.45177090402012,NA,NA,NA,"edge_187"
"fixed","cond","onset_timeline_combinedt0-30",2.2891486517326,NA,NA,NA,"edge_187"
"fixed","cond","onset_timeline_combinedt0-36",1.89229542480355,NA,NA,NA,"edge_187"
"fixed","cond","onset_timeline_combinedt0-over42",0.807163131121219,NA,NA,NA,"edge_187"
"fixed","cond","SexMale",-1.06235952196281,NA,NA,NA,"edge_187"
"fixed","cond","Age.at.Gluten.Introduction..months.",0.0174468907734819,NA,NA,NA,"edge_187"
"fixed","cond","HLA.CategoryHigh Risk",0.627274329087576,NA,NA,NA,"edge_187"
"fixed","cond","HLA.CategoryLow/No Risk",-0.795760795228339,NA,NA,NA,"edge_187"
"fixed","cond","feeding_first_yearFormula",1.2071697021601,NA,NA,NA,"edge_187"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",0.0536773588920773,NA,NA,NA,"edge_187"
"fixed","cond","Delivery.ModeC-Section",0.644102512284043,NA,NA,NA,"edge_187"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-35.7413897290591,NA,NA,NA,"edge_187"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",20.51669646913,NA,NA,NA,"edge_187"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",22.085363245648,NA,NA,NA,"edge_187"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-23.9012327874927,NA,NA,NA,"edge_187"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-25.7200313063302,NA,NA,NA,"edge_187"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-23.964849878546,NA,NA,NA,"edge_187"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",1.58836791350625,NA,NA,NA,"edge_187"
"fixed","cond","(Intercept)",-69.4535114932325,NA,NA,NA,"edge_1980"
"fixed","cond","Dx.StatusCELIAC",53.3037192207387,NA,NA,NA,"edge_1980"
"fixed","cond","onset_timeline_combinedt0-6",57.8185627265726,NA,NA,NA,"edge_1980"
"fixed","cond","onset_timeline_combinedt0-12",-43.6030375265577,NA,NA,NA,"edge_1980"
"fixed","cond","onset_timeline_combinedt0-18",-20.8577239860342,NA,NA,NA,"edge_1980"
"fixed","cond","onset_timeline_combinedt0-24",61.8396379180647,NA,NA,NA,"edge_1980"
"fixed","cond","onset_timeline_combinedt0-30",-16.7673939743918,NA,NA,NA,"edge_1980"
"fixed","cond","onset_timeline_combinedt0-36",59.7207570226089,NA,NA,NA,"edge_1980"
"fixed","cond","onset_timeline_combinedt0-over42",59.7675225182096,NA,NA,NA,"edge_1980"
"fixed","cond","SexMale",6.12198309536418,NA,NA,NA,"edge_1980"
"fixed","cond","Age.at.Gluten.Introduction..months.",-0.0271799840038868,NA,NA,NA,"edge_1980"
"fixed","cond","HLA.CategoryHigh Risk",-5.52527139793872,NA,NA,NA,"edge_1980"
"fixed","cond","HLA.CategoryLow/No Risk",-1.52427277273626,NA,NA,NA,"edge_1980"
"fixed","cond","feeding_first_yearFormula",0.42466858094721,NA,NA,NA,"edge_1980"
"fixed","cond","feeding_first_yearBreastmilk_and_formula",-0.629706815082063,NA,NA,NA,"edge_1980"
"fixed","cond","Delivery.ModeC-Section",0.689280983650769,NA,NA,NA,"edge_1980"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-55.8113035285752,NA,NA,NA,"edge_1980"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",51.0083345055644,NA,NA,NA,"edge_1980"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-18",1.64689548283933,NA,NA,NA,"edge_1980"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-118.321272861805,NA,NA,NA,"edge_1980"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-30",1.89541706922164,NA,NA,NA,"edge_1980"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-121.677707048385,NA,NA,NA,"edge_1980"
